acousticness,danceability,energy,instrumentalness,valence,tempo,liveness
0.27,0.622,0.571,9.77E-06,0.446,0.5931657,0.0615
0.332,0.8,0.552,7.63E-06,0.883,0.451514741,0.0644
0.117,0.526,0.381,0,0.299,0.33181387,0.355
0.0831,0.706,0.818,0.00144,0.947,0.389951829,0.0774
0.14,0.824,0.794,0,0.383,0.369586911,0.293
5.58E-05,0.424,0.923,0.176,0.742,0.390038069,0.0546
4.41E-06,0.214,0.923,0.0541,0.751,0.813377028,0.143
0.00724,0.655,0.521,0.0033,0.645,0.595453108,0.182
0.25,0.372,0.729,0,0.301,0.542842711,0.0776
0.626,0.586,0.583,0,0.64,0.303818781,0.0957
0.38,0.464,0.334,0,0.161,0.300213136,0.103
0.0165,0.424,0.871,0,0.797,0.759173248,0.193
0.351,0.256,0.746,0.256,0.107,0.473530535,0.366
0.00408,0.454,0.945,0,0.851,0.641702292,0.208
0.193,0.757,0.84,0,0.944,0.382305231,0.0348
0.878,0.49,0.361,0,0.577,0.360219624,0.641
0.0164,0.281,0.911,0,0.343,0.486117442,0.289
0.0704,0.625,0.678,0,0.958,0.302907103,0.0872
0.406,0.733,0.858,0,0.665,0.379426464,0.331
0.905,0.456,0.142,0.925,0.419,0.3271446,0.126
0.0491,0.666,0.583,0.473,0.803,0.667147146,0.0728
0.742,0.564,0.354,0.00177,0.668,0.576952613,0.0887
0.0127,0.726,0.71,0.0104,0.458,0.380539368,0.361
0.431,0.491,0.442,1.19E-06,0.352,0.635242519,0.116
0.994,0.66,0.0602,0.868,0.404,0.501484557,0.123
0.00764,0.608,0.379,0,0.866,0.328951529,0.144
0.434,0.559,0.491,0.0175,0.2,0.305202725,0.0708
0.00196,0.262,0.929,0.951,0.357,0.60418797,0.365
0.549,0.541,0.467,0.964,0.464,0.574923924,0.131
0.057,0.51,0.66,0,0.792,0.635037186,0.118
0.996,0.329,0.00695,0.866,0.238,0.288677533,0.0906
0.437,0.757,0.413,0.592,0.803,0.491735351,0.687
0.836,0.368,0.199,0.14,0.144,0.394637526,0.108
0.267,0.626,0.547,3.69E-06,0.49,0.312377057,0.19
0.11,0.726,0.444,0.000138,0.898,0.38461728,0.364
0.00072,0.673,0.54,0.00319,0.569,0.544255401,0.108
0.272,0.699,0.721,9.01E-06,0.604,0.409602188,0.28
0.434,0.561,0.167,0.0294,0.243,0.319822428,0.107
0.00395,0.495,0.728,0.000528,0.454,0.411930663,0.0676
0.991,0.301,0.183,0.881,0.413,0.3335592,0.143
0.17,0.737,0.429,0,0.849,0.477854846,0.129
0.0646,0.862,0.488,0.000111,0.78,0.369426752,0.127
0.121,0.823,0.539,1.82E-05,0.84,0.372301412,0.154
0.285,0.505,0.265,0,0.563,0.321001039,0.148
0.459,0.59,0.669,5.77E-06,0.444,0.375640125,0.127
0.0483,0.562,0.63,0.000102,0.402,0.408074511,0.0926
0.0211,0.736,0.623,0,0.378,0.349028981,0.119
0.995,0.568,0.00859,0.857,0.204,0.282911785,0.0771
0.257,0.732,0.44,1.23E-06,0.825,0.679898319,0.144
0.0578,0.721,0.684,0,0.581,0.508695849,0.0545
0.00294,0.733,0.891,0.0275,0.631,0.374219222,0.0663
0.0444,0.532,0.599,0.000112,0.341,0.715236112,0.0734
0.0124,0.536,0.961,0.00512,0.632,0.561388379,0.801
0.254,0.489,0.756,0,0.562,0.758787222,0.39
0.424,0.574,0.199,2.74E-05,0.361,0.405031478,0.0609
0.82,0.591,0.37,0,0.972,0.851256843,0.334
0.0125,0.829,0.332,0.294,0.448,0.528227115,0.0918
0.00144,0.504,0.791,3.67E-05,0.595,0.507492598,0.332
0.0171,0.796,0.692,0.000303,0.618,0.392719716,0.336
0.0602,0.769,0.904,5.03E-06,0.402,0.444492355,0.116
0.000662,0.487,0.929,0.688,0.379,0.382005445,0.0939
0.0681,0.798,0.728,0,0.593,0.553984074,0.208
0.25,0.17,0.738,0.000906,0.352,0.71160172,0.15
0.891,0.372,0.163,4.70E-05,0.222,0.757826264,0.115
0.317,0.221,0.23,2.79E-05,0.256,0.306890562,0.424
0.0406,0.894,0.597,0.0041,0.469,0.458315367,0.0929
0.0676,0.752,0.681,0.382,0.713,0.393417848,0.174
0.16,0.712,0.616,0.435,0.698,0.402838522,0.039
0.174,0.552,0.87,5.28E-05,0.873,0.498971282,0.511
0.0354,0.729,0.816,0.0947,0.962,0.521763235,0.0866
0.953,0.388,0.114,0,0.272,0.28672687,0.0439
0.000986,0.578,0.382,0.00647,0.629,0.564628532,0.12
0.906,0.507,0.214,4.24E-06,0.422,0.303325982,0.139
0.12,0.488,0.578,8.38E-06,0.419,0.308430558,0.413
0.846,0.594,0.0626,0,0.247,0.657311699,0.106
0.434,0.598,0.64,0.505,0.626,0.536091365,0.0892
0.0514,0.499,0.564,0.000355,0.659,0.63280727,0.0828
0.0761,0.556,0.764,2.33E-06,0.597,0.532292706,0.0692
0.0973,0.685,0.696,0,0.785,0.394838752,0.481
0.0717,0.175,0.344,0,0.242,0.337074499,0.374
0.97,0.346,0.279,0.233,0.46,0.3589712,0.285
0.124,0.783,0.683,0,0.644,0.361197009,0.139
0.976,0.317,0.0528,0.445,0.165,0.420390379,0.152
0.574,0.674,0.737,0.779,0.385,0.601169576,0.32
0.0329,0.748,0.472,0,0.59,0.32670108,0.129
0.574,0.319,0.337,0,0.212,0.561630672,0.098
0.224,0.527,0.616,1.71E-06,0.459,0.573720673,0.0843
0.455,0.569,0.411,0,0.318,0.532654092,0.0552
0.221,0.558,0.591,0,0.67,0.436730772,0.0896
0.25,0.514,0.774,0,0.752,0.524954108,0.282
0.156,0.368,0.45,0,0.184,0.571716624,0.107
0.0488,0.732,0.56,3.59E-05,0.759,0.489784688,0.421
0.103,0.672,0.518,0,0.309,0.501316184,0.111
0.295,0.393,0.949,0.00204,0.384,0.561729232,0.129
0.393,0.833,0.486,0,0.928,0.440673163,0.083
0.135,0.767,0.463,6.88E-05,0.563,0.38470352,0.0875
0.012,0.313,0.853,0.00512,0.173,0.508502836,0.583
0.00429,0.758,0.942,0.839,0.377,0.574266859,0.375
0.649,0.541,0.594,2.02E-06,0.934,0.792749284,0.274
0.277,0.734,0.365,0,0.574,0.361862287,0.0501
0.074,0.578,0.652,0.000512,0.818,0.451991113,0.212
8.45E-06,0.3,0.83,7.98E-05,0.247,0.58506737,0.117
0.193,0.687,0.867,0.00924,0.733,0.51305712,0.66
0.35,0.673,0.607,0,0.844,0.361587141,0.152
0.104,0.747,0.56,2.31E-05,0.864,0.460183896,0.0511
0.0256,0.699,0.7,0,0.619,0.740122461,0.135
0.341,0.665,0.734,1.59E-06,0.385,0.44054175,0.0547
0.178,0.73,0.654,0,0.693,0.40234983,0.0796
0.000266,0.425,0.958,0.00486,0.258,0.409318829,0.101
0.977,0.444,0.204,0.00163,0.169,0.576118962,0.0964
0.938,0.552,0.251,0.279,0.389,0.523726217,0.101
0.972,0.533,0.143,0.000368,0.437,0.447658589,0.587
0.934,0.293,0.146,0,0.23,0.696255138,0.115
0.425,0.566,0.549,0.00049,0.696,0.534769021,0.0923
0.234,0.605,0.633,0,0.887,0.386941648,0.0612
0.964,0.219,0.112,0.65,0.117,0.334019145,0.147
0.077,0.482,0.99,0,0.449,0.422427281,0.673
0.023,0.505,0.789,0,0.709,0.385134719,0.485
0.876,0.237,0.476,0.00217,0.391,0.433416698,0.0962
0.614,0.784,0.382,0,0.882,0.59940782,0.0479
0.0525,0.855,0.287,0.000131,0.432,0.52577544,0.094
0.526,0.417,0.623,0.00022,0.353,0.491226125,0.249
0.0523,0.808,0.715,0.645,0.825,0.410805439,0.357
6.25E-05,0.492,0.963,0.461,0.523,0.665471629,0.329
0.478,0.576,0.444,0.000203,0.572,0.575006057,0.177
0.158,0.525,0.433,2.79E-05,0.462,0.396099496,0.114
0.118,0.408,0.841,0.000488,0.221,0.387040208,0.123
0.399,0.353,0.357,0,0.235,0.314463239,0.0845
4.63E-06,0.261,0.982,0.856,0.292,0.415963401,0.24
0.451,0.674,0.252,2.56E-06,0.334,0.559240597,0.105
0.595,0.707,0.763,0,0.768,0.381639953,0.145
0.731,0.0734,0.273,0.91,0.0385,0.326306841,0.112
0.551,0.618,0.443,0.91,0.8,0.264177211,0.14
0.0783,0.39,0.467,0.196,0.148,0.312044418,0.131
0.277,0.572,0.416,0,0.257,0.384009495,0.0968
0.799,0.692,0.255,0,0.703,0.375028233,0.125
0.0467,0.777,0.545,0.73,0.77,0.394937312,0.0611
0.131,0.484,0.779,1.09E-06,0.584,0.697593909,0.376
0.0322,0.937,0.673,0,0.715,0.398395118,0.278
0.31,0.476,0.396,0,0.199,0.29632413,0.658
0.621,0.804,0.768,0,0.961,0.392452784,0.106
0.954,0.322,0.295,0.857,0.68,0.282262933,0.0991
0.299,0.488,0.682,0.000186,0.765,0.495291716,0.983
0.0152,0.3,0.983,3.04E-05,0.526,0.622807558,0.379
0.305,0.432,0.547,0,0.491,0.300011909,0.198
0.845,0.391,0.529,0.0858,0.902,0.662420382,0.065
0.911,0.301,0.308,1.87E-05,0.254,0.395553311,0.223
0.773,0.664,0.358,0.000916,0.582,0.4360696,0.0647
0.296,0.719,0.847,0,0.467,0.373985142,0.13
0.739,0.458,0.937,0,0.736,0.766832165,0.859
0.0159,0.662,0.806,0.00637,0.51,0.369398005,0.139
0.32,0.413,0.91,2.88E-05,0.52,0.399508022,0.386
0.00391,0.715,0.464,0.000298,0.342,0.574632351,0.341
0.368,0.728,0.828,6.39E-06,0.895,0.498388137,0.147
0.508,0.755,0.889,0.0001,0.753,0.555585671,0.274
0.421,0.68,0.487,0,0.505,0.46497226,0.471
0.763,0.353,0.35,4.39E-06,0.205,0.705581359,0.0808
0.93,0.347,0.476,0.865,0.549,0.411343411,0.113
0.0566,0.608,0.786,3.94E-05,0.811,0.649357103,0.226
0.00264,0.708,0.6,0.0049,0.468,0.423909785,0.176
0.576,0.588,0.615,1.06E-06,0.963,0.649221583,0.215
0.179,0.699,0.753,0,0.859,0.612553233,0.0628
0.784,0.424,0.163,0.000671,0.294,0.354548329,0.116
0.416,0.508,0.67,0.0575,0.646,0.383586509,0.0868
0.00589,0.494,0.724,0,0.534,0.354158197,0.0344
0.64,0.31,0.404,0,0.169,0.731703811,0.96
0.132,0.405,0.888,0.0015,0.648,0.649361209,0.673
0.278,0.668,0.373,0.105,0.816,0.401996657,0.0887
0.0609,0.712,0.549,0.0103,0.345,0.393245369,0.109
0.203,0.336,0.572,6.98E-05,0.932,0.776408892,0.237
0.079,0.682,0.726,0.000334,0.516,0.319769042,0.386
0.0121,0.486,0.687,0,0.704,0.450590743,0.218
0.572,0.415,0.805,0.0145,0.228,0.340860838,0.494
0.958,0.585,0.32,9.94E-05,0.201,0.478302472,0.194
3.26E-05,0.348,0.923,0.0862,0.391,0.435929973,0.183
0.00818,0.537,0.774,0.0102,0.446,0.478495485,0.125
0.802,0.641,0.583,0.000773,0.723,0.470631234,0.095
0.297,0.38,0.65,0.0233,0.448,0.587079632,0.619
0.195,0.493,0.517,0.000781,0.552,0.361431088,0.297
0.169,0.65,0.655,0,0.413,0.534111956,0.345
0.801,0.607,0.163,0,0.606,0.523044512,0.292
0.0932,0.39,0.816,0.00892,0.458,0.399935115,0.0928
0.107,0.726,0.599,0,0.753,0.378477826,0.785
0.652,0.382,0.565,3.24E-05,0.916,0.836066314,0.459
0.723,0.473,0.254,0.65,0.346,0.560591687,0.152
0.599,0.56,0.268,2.09E-06,0.171,0.318257791,0.0976
0.293,0.642,0.539,0.151,0.572,0.405869236,0.115
0.157,0.704,0.99,0.802,0.252,0.513377439,0.629
0.952,0.376,0.085,2.40E-05,0.338,0.309621489,0.13
0.161,0.436,0.602,1.02E-06,0.956,0.644683726,0.245
0.592,0.686,0.495,0.0277,0.97,0.626655497,0.141
0.905,0.477,0.169,0,0.481,0.392157104,0.101
0.4,0.617,0.861,2.47E-05,0.599,0.435691787,0.122
0.173,0.662,0.907,0.0765,0.321,0.599999179,0.149
0.0058,0.698,0.862,6.13E-06,0.854,0.493246601,0.0625
0.51,0.29,0.436,0,0.184,0.407401019,0.286
0.000217,0.377,0.626,0.294,0.113,0.359813065,0.126
0.217,0.834,0.365,0.000354,0.383,0.47279955,0.0976
0.179,0.603,0.463,0.000698,0.939,0.581141405,0.297
0.0441,0.88,0.685,0.876,0.963,0.414209858,0.117
0.00742,0.737,0.809,0,0.683,0.420160406,0.25
0.0179,0.484,0.912,0.00394,0.45,0.452463379,0.993
0.626,0.534,0.422,0.000412,0.354,0.56241915,0.21
0.211,0.807,0.59,0.000256,0.961,0.32372786,0.0476
0.00108,0.488,0.843,0,0.682,0.472076778,0.504
0.0794,0.646,0.9,0.00147,0.744,0.640679734,0.0643
0.121,0.71,0.598,0,0.868,0.316643875,0.277
0.951,0.349,0.204,0.013,0.0394,0.506790359,0.111
0.96,0.179,0.291,0.0226,0.0397,0.337612471,0.33
0.131,0.729,0.739,4.40E-05,0.937,0.380013716,0.0423
0.000396,0.624,0.959,0.506,0.832,0.574373632,0.373
0.371,0.428,0.321,0.673,0.113,0.517993323,0.114
0.263,0.799,0.617,0,0.93,0.432550194,0.155
0.23,0.723,0.371,0.00193,0.913,0.426328607,0.161
0.0798,0.739,0.511,9.27E-05,0.59,0.368264567,0.101
0.0254,0.33,0.485,6.52E-06,0.0899,0.341990169,0.253
0.529,0.73,0.526,0,0.765,0.34472931,0.185
0.295,0.698,0.679,0.000608,0.912,0.39894541,0.307
0.307,0.671,0.354,0.639,0.151,0.321941464,0.137
0.322,0.549,0.467,5.89E-05,0.467,0.43105537,0.241
0.131,0.699,0.718,0.000745,0.902,0.514974929,0.039
0.202,0.763,0.513,0,0.86,0.33473781,0.0325
0.00841,0.451,0.523,0.000644,0.511,0.48259393,0.0774
0.0832,0.649,0.883,0,0.787,0.513233706,0.125
0.0414,0.866,0.476,0.000149,0.631,0.398066585,0.0523
0.00251,0.805,0.615,0.0032,0.77,0.698275614,0.133
0.394,0.537,0.694,0.0906,0.426,0.403417561,0.09
4.24E-05,0.506,0.888,0.193,0.442,0.484680112,0.113
0.207,0.827,0.64,0,0.533,0.431790462,0.0968
0.154,0.579,0.705,0,0.53,0.517919403,0.284
0.758,0.683,0.53,0.0173,0.969,0.537282296,0.184
0.507,0.415,0.509,0.307,0.292,0.350178845,0.113
0.543,0.484,0.473,0.000792,0.897,0.644958872,0.263
0.00227,0.584,0.823,0.349,0.323,0.608064655,0.0754
0.468,0.627,0.768,0,0.802,0.410957385,0.126
3.23E-05,0.536,0.977,0.899,0.419,0.554423487,0.689
0.287,0.581,0.62,1.60E-06,0.41,0.357242297,0.0849
0.0175,0.858,0.795,0.000122,0.706,0.410698666,0.0518
0.0183,0.416,0.666,0.265,0.518,0.455108067,0.809
0.154,0.721,0.779,0,0.611,0.393594435,0.111
0.165,0.644,0.749,0,0.585,0.6604574,0.269
0.778,0.501,0.723,0.78,0.637,0.546990436,0.342
0.00292,0.403,0.945,1.26E-05,0.638,0.385011519,0.0941
0.0083,0.724,0.934,9.00E-05,0.857,0.427203325,0.0782
0.778,0.613,0.213,0.0236,0.466,0.574431125,0.112
0.000641,0.356,0.851,0,0.644,0.405721396,0.284
0.756,0.344,0.403,0,0.072,0.311358606,0.111
0.968,0.4,0.777,0.000215,0.156,0.558160546,0.17
0.0399,0.571,0.801,0.0183,0.802,0.529516605,0.695
0.0573,0.872,0.543,0,0.371,0.549926696,0.146
0.0886,0.455,0.445,0.000274,0.513,0.723691721,0.107
0.51,0.676,0.307,0.00284,0.163,0.4552518,0.123
0.608,0.465,0.378,0,0.418,0.330811845,0.065
0.0551,0.481,0.78,0.839,0.558,0.376486097,0.0881
0.0888,0.886,0.847,0.937,0.443,0.518108309,0.087
2.91E-06,0.117,0.983,0.0627,0.102,0.674424144,0.36
0.0985,0.877,0.576,0,0.878,0.361229862,0.288
0.97,0.216,0.0222,0.735,0.0428,0.587235685,0.0675
0.153,0.851,0.954,0,0.86,0.432866406,0.319
0.823,0.313,0.396,0,0.493,0.351776335,0.143
0.0408,0.677,0.824,0.00598,0.483,0.724414493,0.0845
0.0814,0.868,0.77,1.39E-05,0.963,0.575860242,0.424
0.603,0.892,0.708,0,0.965,0.482253077,0.17
0.535,0.453,0.443,4.85E-05,0.466,0.388547352,0.159
0.895,0.155,0.462,0.917,0.214,0.337756204,0.0962
0.719,0.458,0.348,0,0.914,0.736475748,0.241
0.858,0.383,0.121,0.000639,0.0949,0.623641209,0.127
0.614,0.768,0.886,0.00474,0.962,0.537536909,0.034
0.00443,0.418,0.966,0.11,0.601,0.505242149,0.751
0.887,0.731,0.476,0.000466,0.803,0.494289692,0.763
0.872,0.439,0.182,1.98E-05,0.303,0.569679722,0.0859
8.54E-05,0.286,0.696,0.316,0.233,0.666243681,0.154
0.528,0.502,0.647,0.000744,0.93,0.676206433,0.0746
0.635,0.687,0.589,5.26E-06,0.686,0.377898787,0.137
0.312,0.669,0.728,0,0.944,0.430098519,0.0551
0.105,0.698,0.834,0.000216,0.865,0.430106732,0.0451
0.00303,0.749,0.814,7.07E-05,0.853,0.409010829,0.33
0.156,0.589,0.816,4.94E-06,0.739,0.578164077,0.643
0.00189,0.65,0.442,0.754,0.52,0.6444209,0.188
0.163,0.727,0.488,0.00496,0.721,0.320500027,0.34
0.148,0.692,0.861,2.62E-05,0.821,0.56914175,0.376
0.326,0.846,0.463,4.79E-05,0.985,0.452418206,0.139
0.0362,0.459,0.741,4.30E-05,0.736,0.433121019,0.861
0.0149,0.518,0.965,5.65E-06,0.428,0.536136538,0.178
0.0506,0.688,0.689,0,0.543,0.721215407,0.316
0.0913,0.713,0.745,5.52E-06,0.537,0.482474836,0.0893
0.969,0.308,0.0631,0.193,0.0738,0.356117073,0.135
0.192,0.734,0.648,0.00315,0.729,0.448052828,0.0644
0.176,0.674,0.546,0.0045,0.63,0.51269984,0.0672
0.344,0.637,0.425,0,0.911,0.608647801,0.313
0.798,0.45,0.324,0.00348,0.136,0.400358101,0.126
0.854,0.549,0.226,0.00648,0.52,0.362478286,0.0837
0.583,0.132,0.302,0.639,0.0368,0.594192364,0.188
0.727,0.519,0.299,2.25E-05,0.397,0.756175387,0.135
0.00467,0.318,0.765,0.000113,0.788,0.558649238,0.0483
0.135,0.512,0.452,0,0.226,0.526908877,0.17
0.0579,0.851,0.727,0,0.649,0.398740077,0.0678
0.921,0.672,0.416,0.00101,0.914,0.519804359,0.0975
0.792,0.376,0.349,4.14E-05,0.139,0.441334335,0.11
0.821,0.536,0.49,1.53E-05,0.309,0.38303211,0.933
0.589,0.744,0.385,0.0245,0.83,0.322348023,0.111
0.553,0.415,0.223,0.0396,0.33,0.719116904,0.0738
0.601,0.561,0.273,2.90E-05,0.305,0.297827167,0.224
0.152,0.469,0.902,0.0124,0.525,0.340840304,0.261
0.358,0.571,0.682,0,0.82,0.649357103,0.854
0.000704,0.689,0.797,0.0604,0.808,0.425770101,0.0232
0.00281,0.77,0.573,0.891,0.533,0.418948942,0.0985
0.708,0.196,0.899,0.583,0.374,0.857782322,0.124
0.135,0.586,0.485,0,0.351,0.356741285,0.0598
0.000509,0.56,0.951,0.909,0.0702,0.529935484,0.0826
0.186,0.63,0.77,0,0.599,0.509016168,0.0873
0.58,0.722,0.543,1.64E-06,0.462,0.420566965,0.109
0.726,0.762,0.327,0.00154,0.788,0.438414501,0.128
0.0189,0.686,0.419,4.39E-06,0.306,0.361008102,0.778
0.109,0.804,0.697,0.00027,0.495,0.386921115,0.197
3.00E-05,0.494,0.911,0.144,0.547,0.315588464,0.0441
0.412,0.507,0.569,0,0.305,0.545524359,0.345
0.0131,0.561,0.622,3.05E-05,0.14,0.552456398,0.194
0.488,0.48,0.68,0,0.851,0.731831118,0.0595
0.939,0.181,0.293,0.000359,0.155,0.40247303,0.145
0.315,0.874,0.592,1.94E-06,0.963,0.429186841,0.0594
0.22,0.737,0.62,0.665,0.487,0.451683114,0.106
0.582,0.798,0.762,1.28E-06,0.864,0.492868788,0.104
0.502,0.258,0.585,0.00117,0.442,0.636954995,0.289
0.0201,0.597,0.48,0.00034,0.194,0.513246026,0.0793
0.0411,0.799,0.543,0.0105,0.692,0.33976436,0.134
0.486,0.707,0.81,0,0.625,0.376338257,0.575
0.000738,0.446,0.995,0.13,0.248,0.55456722,0.354
0.0329,0.78,0.915,0.00302,0.63,0.575769896,0.0645
0.257,0.888,0.519,0.00065,0.963,0.458110034,0.0456
0.616,0.394,0.315,0.00017,0.262,0.546366224,0.15
0.89,0.106,0.284,0.783,0.0783,0.318980563,0.171
0.926,0.34,0.321,0,0.405,0.747580152,0.416
0.362,0.459,0.841,1.71E-06,0.741,0.59457839,0.939
0.11,0.355,0.261,3.08E-05,0.966,0.681976288,0.437
0.336,0.617,0.938,0.000645,0.965,0.586849659,0.135
0.956,0.269,0.0586,0.467,0.0622,0.738019852,0.169
0.0647,0.646,0.784,1.43E-05,0.547,0.502133409,0.46
0.958,0.201,0.0803,0.0665,0.135,0.359517386,0.294
0.383,0.637,0.922,3.67E-05,0.847,0.401852924,0.0646
0.592,0.745,0.552,0,0.908,0.488716957,0.888
0.862,0.371,0.217,0.808,0.397,0.433166192,0.104
0.291,0.654,0.747,0.000104,0.391,0.357710456,0.0594
0.993,0.246,0.0543,0.24,0.456,0.313157322,0.137
9.55E-05,0.556,0.902,0.884,0.566,0.773776524,0.043
0.906,0.204,0.155,0.803,0.191,0.325087164,0.197
0.623,0.669,0.604,0.0355,0.8,0.694961541,0.0745
0.00017,0.515,0.713,0.646,0.744,0.440094125,0.0871
0.532,0.828,0.749,9.62E-06,0.769,0.478565298,0.0674
0.633,0.447,0.382,0,0.253,0.320536987,0.115
0.672,0.647,0.291,0,0.388,0.312101911,0.258
0.885,0.116,0.289,0.0999,0.136,0.333752212,0.105
0.0049,0.671,0.918,0.0443,0.494,0.499127335,0.0895
0.0135,0.339,0.97,0.111,0.753,0.613501871,0.154
0.0108,0.892,0.63,1.95E-06,0.536,0.377381348,0.128
0.399,0.628,0.868,0.00126,0.283,0.447038483,0.353
0.272,0.499,0.492,0.539,0.434,0.339789,0.0942
0.00471,0.769,0.659,0.00019,0.447,0.680908557,0.115
0.375,0.677,0.467,0.000737,0.855,0.352289667,0.0797
0.201,0.595,0.352,3.08E-06,0.139,0.492823615,0.143
0.871,0.281,0.354,0,0.32,0.565141865,0.108
0.321,0.515,0.957,0.549,0.684,0.656391808,0.163
0.378,0.486,0.499,8.86E-05,0.307,0.515003675,0.097
0.249,0.452,0.452,5.64E-05,0.103,0.730295228,0.143
0.738,0.738,0.337,0,0.67,0.560645074,0.0433
0.629,0.517,0.468,6.27E-06,0.306,0.344084564,0.366
0.85,0.405,0.0508,0.822,0.332,0.268969681,0.108
0.00615,0.632,0.618,0,0.639,0.304976859,0.0482
0.0321,0.491,0.897,0,0.783,0.515291142,0.356
0.0969,0.778,0.584,3.95E-05,0.918,0.368970913,0.0494
0.159,0.883,0.659,1.32E-05,0.966,0.307945973,0.0771
0.0168,0.78,0.588,4.16E-05,0.908,0.336889699,0.0908
0.987,0.173,0.0154,0.753,0.0734,0.538465013,0.088
0.815,0.411,0.131,0,0.161,0.54648121,0.113
0.0319,0.508,0.719,4.50E-06,0.689,0.418969475,0.136
0.00204,0.242,0.927,0,0.452,0.726254276,0.334
0.994,0.335,0.0567,0.932,0.349,0.33161675,0.098
0.838,0.493,0.311,0.358,0.772,0.625949151,0.0787
0.8,0.576,0.544,0,0.246,0.439634179,0.915
0.0493,0.783,0.706,0.0617,0.96,0.579125035,0.158
0.508,0.71,0.757,7.50E-05,0.962,0.491464311,0.417
0.677,0.519,0.318,1.32E-06,0.966,0.796157811,0.245
0.00147,0.702,0.626,3.24E-06,0.371,0.736516815,0.137
0.947,0.0786,0.0277,0.909,0.0365,0.711630466,0.112
0.362,0.549,0.367,0,0.493,0.510671151,0.217
0.921,0.283,0.174,0.676,0.117,0.635382145,0.0582
0.506,0.648,0.402,0.913,0.532,0.475813837,0.0267
0.51,0.642,0.539,5.68E-05,0.694,0.583170094,0.0896
0.0411,0.559,0.202,0.869,0.0395,0.403631107,0.106
0.971,0.471,0.184,0.00736,0.482,0.621086868,0.133
0.014,0.771,0.892,0,0.696,0.365784146,0.404
3.86E-06,0.412,0.957,0.576,0.355,0.595210815,0.109
0.628,0.479,0.52,0,0.875,0.681910582,0.215
0.778,0.608,0.165,0,0.562,0.525278534,0.127
0.082,0.668,0.942,0,0.966,0.52874866,0.0318
0.0184,0.649,0.793,0.0329,0.366,0.467501961,0.215
0.62,0.452,0.304,4.31E-06,0.0979,0.443235718,0.138
0.655,0.615,0.386,0,0.474,0.496453901,0.107
0.989,0.312,0.0141,0.939,0.0636,0.267002591,0.143
0.139,0.561,0.632,0.0218,0.368,0.426862472,0.0803
0.278,0.463,0.855,5.07E-06,0.473,0.437096264,0.142
0.124,0.688,0.808,0.00158,0.883,0.475555118,0.126
0.0104,0.368,0.981,0.00317,0.281,0.585112543,0.262
0.646,0.584,0.447,0.000427,0.506,0.418464356,0.0996
0.112,0.837,0.537,0.0039,0.632,0.361435195,0.0913
0.228,0.546,0.503,4.10E-05,0.839,0.832000723,0.0671
0.655,0.555,0.341,2.82E-06,0.184,0.57220121,0.137
0.000861,0.454,0.879,0.00281,0.727,0.434726722,0.794
0.157,0.599,0.693,0.0034,0.419,0.403926786,0.309
0.0273,0.336,0.983,0.667,0.293,0.402768709,0.782
0.905,0.241,0.0534,1.26E-06,0.128,0.595855561,0.152
0.17,0.723,0.546,0,0.748,0.377623641,0.158
0.127,0.521,0.263,0,0.239,0.525208721,0.0882
0.634,0.481,0.284,0.000168,0.528,0.344873043,0.91
0.224,0.447,0.675,0.141,0.277,0.479505723,0.0779
0.642,0.413,0.313,7.15E-06,0.046,0.319929201,0.16
0.0332,0.364,0.991,0.117,0.502,0.571022599,0.212
0.893,0.492,0.234,0.146,0.183,0.444114543,0.13
0.00237,0.405,0.753,3.71E-05,0.391,0.428283376,0.191
0.0894,0.678,0.521,4.56E-05,0.479,0.314356466,0.115
0.00236,0.268,0.979,0.0553,0.197,0.475415491,0.184
0.184,0.536,0.582,0,0.491,0.341830009,0.109
0.433,0.307,0.272,1.23E-06,0.193,0.514991355,0.0975
0.229,0.721,0.596,0,0.434,0.402181457,0.193
0.00128,0.197,0.953,0.006,0.251,0.278981713,0.962
0.0731,0.712,0.406,4.24E-06,0.734,0.46975241,0.285
0.0224,0.784,0.862,7.08E-06,0.627,0.402969935,0.11
0.00255,0.551,0.541,3.34E-05,0.589,0.467814067,0.216
0.752,0.548,0.184,0.883,0.382,0.493061801,0.0823
0.751,0.467,0.749,0.000631,0.582,0.403446307,0.112
0.336,0.518,0.509,0,0.65,0.392748463,0.315
0.0321,0.657,0.721,0,0.778,0.588081657,0.0796
0.0302,0.877,0.62,0,0.836,0.631665619,0.125
0.00529,0.879,0.402,3.76E-06,0.78,0.388112046,0.0688
0.763,0.701,0.824,3.36E-05,0.711,0.394477366,0.111
0.622,0.783,0.388,0,0.946,0.392998969,0.0971
0.325,0.674,0.813,1.69E-06,0.601,0.381602993,0.122
0.896,0.231,0.391,0.778,0.0669,0.402904229,0.981
0.0472,0.782,0.363,0,0.27,0.500954798,0.149
0.0181,0.207,0.977,0,0.661,0.777858542,0.342
0.249,0.645,0.599,3.26E-05,0.961,0.751682703,0.0923
0.306,0.611,0.55,0.00659,0.622,0.322376769,0.112
0.992,0.421,0.0576,0.907,0.0706,0.425593515,0.0864
0.228,0.378,0.448,0.00517,0.223,0.671960149,0.0969
0.427,0.682,0.638,0.858,0.975,0.454282628,0.0721
0.00891,0.642,0.778,7.58E-06,0.607,0.410772586,0.106
0.00211,0.355,0.907,0,0.219,0.616261545,0.179
