acousticness,danceability,energy,instrumentalness,valence,tempo,liveness
0.0191,0.826,0.614,0.0172,0.591,0.51762783,0.0865
0.000252,0.756,0.794,0.00893,0.486,0.525611173,0.0753
0.391,0.491,0.879,0,0.571,0.657443113,0.341
0.00111,0.615,0.645,0.055,0.402,0.52551672,0.254
0.0177,0.504,0.879,0.00866,0.354,0.575001951,0.347
0.136,0.8,0.689,2.63E-05,0.275,0.52571384,0.0844
0.0827,0.931,0.441,0,0.64,0.390136629,0.122
0.0102,0.0793,0.978,0.77,0.0668,0.70979479,0.0665
0.432,0.522,0.856,0,0.876,0.688826194,0.103
0.000499,0.667,0.669,0.079,0.16,0.525759013,0.169
0.000134,0.343,0.936,0,0.211,0.462524691,0.169
0.00252,0.635,0.682,0.896,0.233,0.525697413,0.312
0.541,0.875,0.519,1.09E-05,0.0568,0.451806314,0.109
0.0124,0.791,0.385,0.907,0.368,0.533717717,0.162
0.0127,0.495,0.502,0.689,0.0394,0.400588073,0.068
0.00213,0.679,0.615,0.00612,0.202,0.542091192,0.0784
0.635,0.485,0.459,0,0.0858,0.295601358,0.101
0.000107,0.706,0.8,0.828,0.192,0.521541475,0.0658
0.201,0.473,0.455,0.15,0.33,0.33969044,0.142
0.00391,0.641,0.93,0.93,0.272,0.525717947,0.656
0.0313,0.544,0.608,0.742,0.088,0.595666654,0.0925
0.00169,0.845,0.889,0.379,0.745,0.501024611,0.041
0.163,0.503,0.445,0.000475,0.382,0.364942281,0.111
0.000214,0.7,0.523,0.145,0.254,0.525644027,0.0778
0.231,0.595,0.763,0,0.507,0.656896927,0.2
0.00292,0.648,0.808,0.0475,0.202,0.533684863,0.0757
0.0247,0.61,0.876,0,0.783,0.472471017,0.31
0.000341,0.561,0.903,0.154,0.288,0.558419265,0.569
0.993,0.367,0.119,0.908,0.19,0.514190557,0.105
0.00133,0.902,0.844,0.00752,0.644,0.51743071,0.616
0.24,0.491,0.745,1.31E-06,0.388,0.509521287,0.282
0.000163,0.859,0.724,0.863,0.0653,0.525623493,0.087
0.00401,0.647,0.761,0.756,0.841,0.512014028,0.149
0.00472,0.815,0.849,0.634,0.315,0.517401964,0.125
0.744,0.706,0.443,0.555,0.376,0.459949817,0.162
0.773,0.318,0.526,1.14E-05,0.709,0.760019219,0.0686
0.741,0.302,0.191,9.60E-05,0.0703,0.310890447,0.11
0.00722,0.754,0.601,0.887,0.431,0.501028718,0.154
0.0917,0.746,0.84,0.0156,0.734,0.451732394,0.351
0.000701,0.691,0.581,0.0311,0.265,0.533923049,0.0855
0.00512,0.594,0.663,0.123,0.806,0.456344171,0.162
0.0112,0.947,0.432,0.0384,0.204,0.509303634,0.352
0.00108,0.448,0.955,0.837,0.39,0.410641173,0.371
0.00122,0.797,0.64,0.909,0.163,0.521623608,0.0753
0.184,0.661,0.592,1.88E-05,0.256,0.353455958,0.102
0.154,0.824,0.475,0.892,0.521,0.492790762,0.0787
0.00156,0.519,0.953,1.49E-06,0.152,0.521430595,0.0844
0.00133,0.648,0.905,0.735,0.408,0.52561528,0.0911
0.274,0.524,0.464,0,0.416,0.489304209,0.125
0.000573,0.805,0.816,0.497,0.81,0.49697134,0.0701
0.0375,0.776,0.731,0,0.217,0.390025749,0.681
0.0128,0.848,0.799,0.071,0.628,0.496864567,0.137
0.642,0.546,0.581,0,0.255,0.549511924,0.756
0.0014,0.739,0.751,0.029,0.511,0.525635813,0.066
0.443,0.647,0.402,0.000244,0.437,0.468319186,0.387
0.00593,0.259,0.891,0.096,0.184,0.574759658,0.0749
0.0477,0.59,0.94,0,0.732,0.386107997,0.379
0.076,0.318,0.625,0.0247,0.545,0.697388576,0.286
0.00125,0.614,0.972,0.0186,0.411,0.525512614,0.328
0.00137,0.682,0.777,0.804,0.141,0.525685093,0.667
0.0193,0.668,0.953,0.000118,0.254,0.410669919,0.0834
0.0219,0.757,0.748,0.000118,0.612,0.517414284,0.0915
0.737,0.665,0.322,0.669,0.0896,0.472351924,0.123
0.000573,0.805,0.816,0.497,0.81,0.49697134,0.0701
0.724,0.638,0.395,0.569,0.316,0.322438369,0.0761
0.0128,0.848,0.799,0.071,0.628,0.496864567,0.137
0.379,0.501,0.446,4.83E-06,0.154,0.354913822,0.159
0.000425,0.471,0.764,0.843,0.101,0.52567688,0.0938
0.475,0.305,0.462,0.122,0.181,0.465974284,0.0916
0.000147,0.675,0.588,0.38,0.323,0.521397742,0.066
0.94,0.527,0.242,0.0447,0.112,0.590759198,0.114
0.00197,0.26,0.432,0.496,0.399,0.687758463,0.211
0.712,0.779,0.694,0,0.919,0.51776335,0.216
0.00157,0.665,0.977,0.931,0.367,0.52563992,0.099
0.142,0.481,0.733,0.000547,0.453,0.607206364,0.106
0.000138,0.808,0.572,0.844,0.111,0.509262567,0.0815
0.0856,0.685,0.944,0,0.757,0.513278879,0.0927
1.19E-05,0.808,0.982,0.952,0.21,0.517426604,0.0963
0.00879,0.592,0.935,0.0154,0.567,0.513385652,0.132
0.00291,0.798,0.704,0.735,0.147,0.52567688,0.0999
0.52,0.566,0.738,0,0.513,0.656383595,0.144
0.0146,0.793,0.696,0.91,0.0579,0.525635813,0.0761
0.00933,0.651,0.866,0,0.801,0.46793316,0.113
0.00293,0.846,0.875,0.625,0.625,0.509200968,0.297
0.164,0.621,0.631,0,0.282,0.648018332,0.264
0.000102,0.651,0.853,0.924,0.235,0.525693307,0.0647
0.00941,0.311,0.887,0,0.627,0.720648688,0.281
0.43,0.754,0.577,0.741,0.191,0.472331391,0.108
0.000491,0.644,0.623,5.07E-05,0.11,0.549828136,0.359
0.0251,0.883,0.426,0.94,0.227,0.525648133,0.0829
0.0581,0.41,0.747,0,0.369,0.64911481,0.0983
9.99E-06,0.874,0.517,0.908,0.947,0.513295306,0.161
2.95E-05,0.467,0.942,0.000562,0.223,0.574735018,0.47
0.000168,0.536,0.986,0.878,0.31,0.566755781,0.0373
0.017,0.389,0.634,0,0.27,0.696238712,0.101
0.0471,0.809,0.433,0.886,0.267,0.53388609,0.528
0.207,0.543,0.851,0,0.779,0.681927008,0.0655
0.659,0.389,0.79,0.161,0.165,0.65717618,0.853
0.0127,0.529,0.86,0,0.869,0.616011039,0.346
0.00856,0.795,0.987,0.841,0.238,0.513217279,0.329
0.272,0.409,0.8,5.29E-05,0.321,0.65683122,0.092
0.0339,0.777,0.63,0.0031,0.871,0.513389759,0.108
0.185,0.759,0.593,0,0.901,0.316418009,0.283
0.848,0.568,0.29,5.51E-05,0.449,0.328039851,0.685
0.761,0.444,0.385,0,0.229,0.319551389,0.253
0.000494,0.708,0.902,0.793,0.238,0.521516835,0.321
0.986,0.318,0.445,0.828,0.0962,0.508630142,0.0892
0.222,0.66,0.642,0.0517,0.135,0.525685093,0.144
0.547,0.796,0.618,6.03E-05,0.971,0.502938314,0.031
9.83E-05,0.79,0.917,0.813,0.657,0.525693307,0.0622
0.707,0.813,0.783,0,0.927,0.530613083,0.219
0.0498,0.738,0.6,0.399,0.0866,0.451707754,0.142
0.328,0.655,0.859,0,0.525,0.575133364,0.248
0.000507,0.944,0.726,0.942,0.691,0.52566456,0.222
0.122,0.392,0.607,0,0.175,0.657488286,0.11
0.00901,0.887,0.743,0.0306,0.654,0.5256276,0.355
0.0639,0.612,0.865,0,0.643,0.500897305,0.0801
0.00155,0.761,0.751,0.539,0.425,0.521549689,0.0264
0.0826,0.78,0.45,0,0.178,0.392128358,0.0809
0.107,0.551,0.984,1.19E-06,0.519,0.739264169,0.352
0.0615,0.498,0.917,0,0.652,0.461411787,0.358
0.14,0.859,0.44,0.537,0.743,0.496913846,0.689
0.00218,0.615,0.919,0.000607,0.542,0.537639575,0.113
0.00152,0.707,0.668,0.024,0.514,0.533881983,0.329
0.108,0.45,0.756,0.0205,0.268,0.554817726,0.0762
0.00176,0.826,0.591,0.211,0.236,0.525631707,0.0877
0.23,0.602,0.371,0,0.211,0.492840042,0.0887
0.000505,0.749,0.908,0.8,0.644,0.513373332,0.0389
0.717,0.498,0.515,0.0262,0.146,0.491139885,0.215
2.85E-05,0.686,0.983,0.454,0.649,0.517471777,0.0371
0.103,0.511,0.568,0,0.142,0.32850801,0.201
0.0246,0.851,0.717,0.414,0.702,0.525709733,0.152
0.785,0.6,0.413,0.0289,0.0741,0.38445712,0.109
0.00567,0.618,0.72,0.782,0.0398,0.5256892,0.0389
0.0002,0.505,0.979,0.00135,0.312,0.444340409,0.334
0.00325,0.592,0.822,0.533,0.232,0.5256892,0.0359
0.328,0.477,0.519,0.748,0.102,0.719051198,0.0949
0.000324,0.804,0.388,0.905,0.231,0.501016398,0.0954
0.0755,0.489,0.83,1.15E-05,0.0741,0.430439371,0.105
0.0067,0.816,0.986,0.000611,0.351,0.525746693,0.341
0.00457,0.38,0.822,1.77E-05,0.558,0.628790959,0.109
0.000431,0.809,0.911,0.93,0.345,0.509213288,0.173
0.971,0.366,0.0965,4.47E-06,0.523,0.432533767,0.257
0.0226,0.788,0.57,0,0.87,0.517328044,0.084
0.796,0.473,0.25,8.83E-05,0.261,0.595576308,0.101
0.261,0.705,0.976,0.000979,0.937,0.525816506,0.638
0.209,0.552,0.883,4.91E-06,0.745,0.410530293,0.0912
0.515,0.442,0.672,1.52E-06,0.497,0.65704066,0.371
0.59,0.674,0.678,0.222,0.465,0.410604213,0.051
0.703,0.572,0.298,1.24E-06,0.328,0.492848255,0.341
0.00774,0.466,0.852,2.60E-06,0.428,0.673623346,0.0989
0.0282,0.852,0.576,0.0358,0.519,0.505160016,0.132
0.0258,0.473,0.785,0.211,0.458,0.328852969,0.117
0.912,0.442,0.23,0.0129,0.238,0.349443753,0.232
0.167,0.68,0.927,0,0.862,0.385923197,0.437
0.00468,0.815,0.585,0.903,0.0599,0.513278879,0.125
0.00125,0.614,0.972,0.0186,0.411,0.525512614,0.328
0.00346,0.711,0.733,0.788,0.0637,0.574882858,0.0766
0.0538,0.533,0.306,0.39,0.261,0.566649008,0.11
0.0287,0.796,0.717,0.853,0.962,0.513315839,0.1
0.018,0.629,0.695,0,0.638,0.385997117,0.097
0.00011,0.61,0.806,0.304,0.384,0.533890196,0.0863
0.0549,0.819,0.688,0.0568,0.961,0.427145832,0.0799
0.118,0.699,0.323,0.896,0.0722,0.533918943,0.107
0.967,0.312,0.0766,0.488,0.0493,0.562061871,0.0606
0.0988,0.904,0.237,0.908,0.0391,0.533906623,0.0978
0.244,0.357,0.434,0.00654,0.0907,0.598516675,0.0808
0.206,0.327,0.702,0.615,0.121,0.490930446,0.117
0.263,0.502,0.43,7.48E-06,0.217,0.37165256,0.148
0.00431,0.692,0.45,0.864,0.0389,0.534021609,0.138
0.151,0.362,0.781,0.000197,0.354,0.713277236,0.125
0.022,0.709,0.3,0.559,0.0884,0.533935369,0.111
0.291,0.496,0.57,0,0.239,0.327896118,0.105
0.697,0.927,0.218,0.00147,0.0994,0.534013396,0.181
0.0466,0.699,0.761,0,0.443,0.492979668,0.107
0.514,0.804,0.0472,0.172,0.0379,0.39420222,0.112
0.000875,0.804,0.758,0.331,0.424,0.52543048,0.125
0.0328,0.866,0.304,0.806,0.345,0.616027465,0.113
0.892,0.564,0.207,1.80E-06,0.0898,0.574656991,0.102
0.00451,0.775,0.485,0.928,0.066,0.574940351,0.108
0.0594,0.56,0.857,0,0.432,0.492696309,0.381
0.00771,0.65,0.61,0.91,0.419,0.533845023,0.14
0.239,0.571,0.585,0.00016,0.291,0.468048146,0.133
0.822,0.951,0.203,0.000188,0.163,0.533976436,0.111
0.147,0.662,0.874,0,0.926,0.697897802,0.141
0.726,0.77,0.113,0.46,0.128,0.533955903,0.422
0.0132,0.481,0.748,1.42E-05,0.631,0.64880681,0.0732
0.786,0.951,0.227,0.00144,0.228,0.533623263,0.108
0.154,0.536,0.915,0.000788,0.472,0.472417631,0.372
0.397,0.729,0.328,0.0981,0.0671,0.53388609,0.12
0.716,0.566,0.613,0.8,0.218,0.455370893,0.0848
0.114,0.841,0.405,0.926,0.0823,0.533840916,0.0751
0.77,0.47,0.548,0.0014,0.186,0.562957122,0.123
0.0248,0.764,0.338,0.97,0.0618,0.534111956,0.326
0.0149,0.905,0.492,3.77E-05,0.142,0.451802207,0.371
0.0192,0.933,0.37,0.636,0.425,0.616039785,0.0779
0.453,0.8,0.7,0,0.901,0.466019457,0.071
0.36,0.494,0.634,0.0966,0.297,0.492544362,0.123
0,0,2.01E-05,0.124,0,0,0.688
0.204,0.889,0.44,0.811,0.135,0.616002825,0.105
0.871,0.075,0.00344,0.995,1.00E-05,0.702484939,0.108
0.572,0.758,0.261,0.859,0.0629,0.534005183,0.106
0.227,0.537,0.713,0.65,0.367,0.382732324,0.1
0.0114,0.664,0.462,0.858,0.0373,0.418833955,0.111
0.253,0.258,0.659,0,0.272,0.778449901,0.111
0.52,0.796,0.192,0.00108,0.0376,0.534054463,0.105
0.362,0.633,0.524,0.000146,0.375,0.349131647,0.108
0.167,0.743,0.19,0.917,0.192,0.6571269,0.108
9.86E-05,0.535,0.983,6.45E-06,0.385,0.314249693,0.0803
0.0674,0.924,0.365,0.67,0.481,0.533910729,0.693
0.00254,0.555,0.798,1.50E-05,0.284,0.369545845,0.171
0.481,0.384,0.256,0.815,0.0419,0.53354113,0.224
0.182,0.6,0.721,0,0.371,0.389882016,0.256
0.588,0.975,0.236,0.0146,0.05,0.533803956,0.0995
0.0416,0.67,0.803,0,0.815,0.595260095,0.269
0.328,0.748,0.202,0.933,0.0866,0.533931263,0.104
0.042,0.801,0.815,4.42E-06,0.37,0.369669044,0.0741
0.438,0.928,0.246,0.8,0.298,0.574866431,0.0942
0.0153,0.452,0.579,0.893,0.929,0.347484877,0.637
0.731,0.608,0.348,0,0.648,0.313301055,0.193
0.167,0.902,0.67,0,0.39,0.591646236,0.107
0.176,0.677,0.389,0.928,0.6,0.307982933,0.0904
0.994,0.106,0.00541,0.952,0.0799,0.378444973,0.129
0.359,0.945,0.129,0.175,0.0746,0.533853236,0.132
0.0429,0.358,0.909,0.00468,0.0419,0.53363969,0.138
0.0773,0.941,0.379,0.00725,0.318,0.53361505,0.153
0.231,0.638,0.733,0,0.651,0.361381808,0.103
0.646,0.749,0.209,0.006,0.0484,0.533918943,0.121
0.0659,0.751,0.597,0,0.159,0.509213288,0.0881
0.158,0.594,0.345,0.83,0.368,0.534042143,0.262
0.994,0.0711,0.056,0.944,0.124,0.311974604,0.0957
0.0324,0.855,0.496,0.922,0.312,0.533935369,0.364
0.0462,0.75,0.683,1.32E-06,0.539,0.456110091,0.297
0.976,0.676,0.297,0.0201,0.687,0.492803082,0.0934
0.713,0.4,0.494,0.000334,0.134,0.542144579,0.238
0.472,0.936,0.163,0.122,0.36,0.533910729,0.109
0.12,0.587,0.731,5.78E-06,0.539,0.455576226,0.132
0.149,0.881,0.291,0.937,0.147,0.616117812,0.12
2.65E-06,0,0.0146,0.831,0,0,0.31
0.248,0.747,0.503,0.903,0.0375,0.533734143,0.141
0.000379,0.828,0.55,0.0016,0.254,0.657131007,0.134
0.674,0.782,0.248,0.0123,0.376,0.533840916,0.37
0.119,0.464,0.873,0.0245,0.607,0.370161843,0.225
0.0873,0.629,0.442,0.668,0.17,0.533947689,0.171
0.00775,0.789,0.665,0,0.324,0.525299067,0.109
0.367,0.746,0.179,0.126,0.26,0.53371361,0.0991
0.124,0.555,0.481,0,0.098,0.442668999,0.101
0.575,0.593,0.254,1.32E-05,0.255,0.616023359,0.126
0.0104,0.492,0.873,0,0.229,0.374026209,0.0895
0.71,0.882,0.162,0.437,0.439,0.6571885,0.107
0.0355,0.598,0.803,9.66E-05,0.567,0.50466311,0.107
0.0293,0.894,0.269,0.93,0.271,0.533709503,0.0915
0.0053,0.679,0.814,1.73E-05,0.636,0.615838559,0.0817
0.308,0.788,0.296,0.925,0.0809,0.533910729,0.11
0.139,0.481,0.974,0.00998,0.516,0.32838481,0.406
0.903,0.855,0.159,0.152,0.513,0.615838559,0.113
0.654,0.438,0.261,0.346,0.431,0.624499501,0.115
0.594,0.698,0.198,0.106,0.0928,0.534136596,0.136
0.121,0.644,0.595,0,0.554,0.611436222,0.279
0.866,0.669,0.443,1.59E-06,0.537,0.483099048,0.117
0.00982,0.382,0.578,1.44E-05,0.156,0.464348047,0.433
0.201,0.901,0.28,0.863,0.297,0.616019252,0.131
0.938,0.478,0.212,0,0.431,0.306533282,0.587
0.381,0.752,0.405,0.926,0.11,0.533771103,0.112
0.0488,0.479,0.717,0.000333,0.253,0.673446759,0.102
0.3,0.506,0.134,0.943,0.0585,0.394612886,0.116
0.246,0.583,0.828,0.000121,0.709,0.410021067,0.103
0.0718,0.588,0.522,0.346,0.147,0.534009289,0.0883
0.555,0.838,0.536,0.000376,0.107,0.431149823,0.111
0.89,0.743,0.532,0.933,0.295,0.533988756,0.113
0.0411,0.699,0.543,1.26E-06,0.14,0.534128382,0.178
0.156,0.799,0.127,0.827,0.198,0.533939476,0.17
8.26E-05,0.528,0.942,0,0.421,0.45197058,0.344
0.0184,0.755,0.374,0.863,0.112,0.616064425,0.0846
0.00757,0.654,0.733,0,0.893,0.603366638,0.112
0.791,0.805,0.334,0.944,0.358,0.616458664,0.109
0.097,0.741,0.721,0.00618,0.548,0.414862817,0.26
0.816,0.797,0.28,0.724,0.0397,0.533845023,0.119
0.0149,0.581,0.746,0.000276,0.455,0.418390436,0.594
0.11,0.483,0.234,0.796,0.0364,0.53376289,0.107
0.00935,0.266,0.887,0.28,0.215,0.55445634,0.178
0.914,0.863,0.0599,0.00929,0.296,0.534805981,0.11
0.0877,0.606,0.935,0,0.674,0.657697725,0.32
0.932,0.705,0.322,0.694,0.361,0.53388609,0.111
0.156,0.844,0.553,1.32E-06,0.511,0.472015178,0.0816
0.435,0.736,0.484,0.715,0.11,0.48865125,0.175
0.404,0.426,0.634,0.00356,0.284,0.406251155,0.222
0.755,0.749,0.253,0.387,0.159,0.533881983,0.146
0.000585,0.48,0.91,0,0.351,0.451707754,0.114
0.00157,0.604,0.983,0.381,0.613,0.583096174,0.356
0.327,0.52,0.623,0,0.278,0.608721721,0.127
0.86,0.786,0.114,1.88E-05,0.164,0.534095529,0.0988
0.289,0.528,0.593,0.00054,0.351,0.686789291,0.0724
0.937,0.461,0.314,0.476,0.262,0.603855331,0.326
0.0877,0.705,0.899,6.11E-06,0.641,0.574833578,0.268
0.936,0.499,0.107,0.43,0.0365,0.796252264,0.106
0.0469,0.696,0.801,0,0.536,0.381931526,0.502
0.023,0.651,0.383,0.143,0.588,0.657245993,0.0796
0.456,0.534,0.445,0.0684,0.136,0.600011499,0.112
0.633,0.711,0.128,0.906,0.0387,0.534107849,0.112
0.278,0.442,0.446,0,0.295,0.211653053,0.308
0.0672,0.954,0.588,0.71,0.0784,0.533857343,0.306
0.218,0.745,0.669,0,0.681,0.386391356,0.104
0.643,0.926,0.357,0.000424,0.315,0.616019252,0.113
0.678,0.344,0.248,0,0.119,0.566390289,0.106
0.959,0.581,0.22,0.0189,0.0723,0.534247475,0.103
2.89E-05,0.438,0.965,0,0.514,0.307962399,0.278
0.0289,0.753,0.353,0.861,0.161,0.419035182,0.48
0.000559,0.519,0.724,0.00037,0.467,0.554608286,0.12
0.756,0.74,0.395,0.00353,0.333,0.414813537,0.184
0.447,0.458,0.935,0.000356,0.667,0.440262498,0.232
0.0463,0.719,0.451,0.0236,0.311,0.615785173,0.716
0.0065,0.536,0.974,0.00102,0.481,0.558493185,0.357
0.472,0.681,0.407,0.445,0.233,0.488794983,0.423
0.435,0.857,0.561,0,0.76,0.410620639,0.0831
0.654,0.844,0.211,0.128,0.138,0.410698666,0.111
0.0182,0.709,0.913,0,0.519,0.443617637,0.167
0.718,0.732,0.109,0.842,0.11,0.53363969,0.0869
0.31,0.517,0.424,0,0.354,0.57865277,0.384
0.554,0.874,0.34,0.88,0.0359,0.533906623,0.104
0.0478,0.643,0.499,0,0.363,0.550201842,0.108
0.671,0.698,0.295,0.635,0.306,0.328282144,0.131
0.216,0.863,0.815,0,0.636,0.447510749,0.0887
0.768,0.689,0.461,0.948,0.117,0.603797837,0.19
0.00203,0.554,0.758,0,0.35,0.553975861,0.3
0.128,0.73,0.158,0.954,0.618,0.656909247,0.0772
0.808,0.499,0.0513,1.48E-06,0.318,0.541791406,0.0754
0.0131,0.796,0.224,0.953,0.139,0.533865556,0.101
0.0124,0.585,0.62,0.0164,0.725,0.32861889,0.135
0.472,0.677,0.298,0.456,0.297,0.53355345,0.443
0.0181,0.809,0.81,0.715,0.857,0.525680987,0.0702
0.735,0.479,0.0169,0.951,0.159,0.412296156,0.112
0.729,0.312,0.466,7.34E-06,0.195,0.556205776,0.215
0.59,0.882,0.322,0.0597,0.0757,0.459949817,0.114
0.907,0.558,0.296,0,0.463,0.312270284,0.108
0.151,0.885,0.483,0.328,0.393,0.615768746,0.357
0.729,0.0844,0.199,0.995,1.00E-05,0.358938347,0.231
0.268,0.732,0.47,0.000262,0.352,0.575034804,0.177
0.179,0.605,0.678,0,0.212,0.365357053,0.0878
0.0336,0.878,0.396,0.874,0.329,0.533918943,0.112
0.029,0.524,0.532,8.41E-05,0.367,0.557179054,0.242
0.3,0.772,0.128,0.0417,0.0388,0.492893428,0.158
0.0223,0.303,0.736,0.0328,0.444,0.701523981,0.107
0.312,0.666,0.356,0.847,0.0423,0.533943583,0.164
0.115,0.671,0.786,0,0.621,0.435539841,0.363
0.742,0.967,0.127,0.0454,0.152,0.533939476,0.164
0.0761,0.459,0.796,0.00908,0.218,0.574574858,0.0633
0.144,0.709,0.183,0.000413,0.0375,0.534058569,0.108
0.00259,0.695,0.797,0.112,0.297,0.513217279,0.664
0.82,0.579,0.0497,0.796,0.0746,0.308315572,0.124
0.496,0.564,0.435,5.01E-06,0.332,0.590180159,0.0861
0.431,0.639,0.366,0.857,0.0754,0.533890196,0.114
0.000507,0.43,0.711,0.694,0.373,0.628154427,0.161
0.0388,0.803,0.371,0.906,0.109,0.533906623,0.0924
0.0606,0.543,0.876,0,0.415,0.501250477,0.157
0.0812,0.799,0.213,0.941,0.194,0.533910729,0.0926
0.0212,0.686,0.342,0,0.429,0.43117857,0.111
0.547,0.802,0.353,0.127,0.451,0.309334023,0.115
0.0207,0.787,0.329,2.95E-06,0.209,0.566102823,0.118
0.0491,0.294,0.907,0,0.685,0.73574887,0.352
0.254,0.615,0.743,0,0.515,0.459592537,0.665
0.00553,0.76,0.663,0.849,0.467,0.505036816,0.117
0.95,0.889,0.178,0,0.393,0.525619387,0.0908
0.064,0.828,0.847,0.0165,0.77,0.517525164,0.151
0.0608,0.512,0.785,0,0.598,0.32517751,0.0673
0.087,0.836,0.619,0.901,0.293,0.52561528,0.101
0.743,0.285,0.297,0,0.156,0.425667435,0.138
0.00172,0.748,0.839,0.943,0.13,0.529799965,0.11
0.533,0.783,0.381,0,0.571,0.591046664,0.102
0.00205,0.591,0.692,0.867,0.0622,0.52570152,0.371
0.0974,0.584,0.752,3.05E-05,0.735,0.616187625,0.0544
0.00105,0.821,0.719,0.896,0.04,0.525705627,0.603
0.0105,0.614,0.686,1.36E-06,0.645,0.56071078,0.184
0.319,0.583,0.936,0,0.0796,0.318352244,0.577
0.961,0.128,0.000793,0.933,0.035,0.317830699,0.108
0.00253,0.803,0.865,0.861,0.632,0.517512844,0.627
0.0192,0.862,0.624,0.000153,0.882,0.512905173,0.0465
0.4,0.4,0.992,2.38E-06,0.0382,0.63623633,0.647
0.842,0.524,0.405,0,0.237,0.451666687,0.107
0.153,0.817,0.675,0.00687,0.576,0.492790762,0.112
0.929,0.0843,0.141,0.951,0.0363,0.346449999,0.0837
0.00221,0.856,0.683,0.673,0.463,0.5257508,0.124
0.0867,0.244,0.955,2.54E-06,0.428,0.699671878,0.411
0.000198,0.798,0.968,0.935,0.398,0.52565224,0.0878
0.974,0.467,0.157,1.46E-06,0.277,0.444052943,0.0816
0.308,0.8,0.904,0.749,0.389,0.52567688,0.108
0.658,0.57,0.435,0.000885,0.569,0.341899822,0.13
0.12,0.553,0.922,8.86E-05,0.119,0.636265077,0.662
0.0729,0.72,0.677,0.000103,0.822,0.449272506,0.397
0.000246,0.788,0.746,0.909,0.364,0.525623493,0.0793
0.728,0.511,0.325,0.391,0.47,0.341353637,0.0974
4.07E-05,0.719,0.859,0.573,0.419,0.525680987,0.698
0.537,0.783,0.563,0,0.517,0.542715404,0.392
0.00653,0.836,0.635,0.931,0.462,0.525680987,0.0758
0.218,0.537,0.414,2.10E-06,0.459,0.480893773,0.103
0.0659,0.607,0.882,0.586,0.675,0.509196861,0.266
0.0878,0.809,0.588,7.24E-05,0.249,0.599670646,0.171
0.162,0.572,0.632,0.0191,0.419,0.821565704,0.0639
0.2,0.81,0.57,0,0.337,0.56238219,0.111
0.164,0.423,0.934,0.00818,0.16,0.636729129,0.349
0.327,0.756,0.689,0,0.782,0.665303256,0.0586
0.037,0.618,0.552,0.00909,0.176,0.472035711,0.438
0.533,0.64,0.819,0,0.623,0.681754529,0.156
0.188,0.427,0.969,0,0.0675,0.636556649,0.286
0.0751,0.428,0.656,0.181,0.355,0.327087106,0.15
0.37,0.554,0.99,0.00055,0.137,0.63643345,0.264
0.696,0.293,0.29,0.875,0.0373,0.526785678,0.1
0.154,0.255,0.954,0,0.339,0.625665792,0.767
0.81,0.377,0.183,8.56E-06,0.369,0.292706165,0.121
0.291,0.909,0.471,0.922,0.277,0.505192869,0.111
0.014,0.883,0.616,1.48E-06,0.482,0.583018147,0.0967
1.68E-05,0.804,0.505,0.814,0.108,0.513361012,0.107
0.0174,0.639,0.785,0.00107,0.686,0.788273027,0.0512
0.00221,0.856,0.683,0.673,0.463,0.5257508,0.124
0.185,0.867,0.618,0.00011,0.191,0.496778327,0.314
0.00201,0.804,0.745,0.912,0.256,0.533865556,0.091
0.192,0.775,0.857,0,0.856,0.410747946,0.268
0.00105,0.821,0.719,0.896,0.04,0.525705627,0.603
0.0457,0.737,0.782,0,0.642,0.449079493,0.236
0.0123,0.519,0.938,5.56E-05,0.425,0.636425236,0.833
0.934,0.631,0.669,0,0.88,0.45211842,0.329
0.000205,0.794,0.465,0.765,0.423,0.53384913,0.0667
0.0131,0.615,0.612,0,0.59,0.516954338,0.0821
0.00463,0.718,0.821,0.68,0.293,0.513270666,0.191
0.494,0.189,0.942,0.967,0.013,0.218938265,0.565
0.0157,0.874,0.766,0.938,0.297,0.521492195,0.143
0.0923,0.746,0.719,0,0.869,0.525783653,0.443
0.0656,0.606,0.882,0.591,0.674,0.509196861,0.266
0.0115,0.438,0.805,0.000667,0.31,0.616713277,0.133
0.0155,0.764,0.78,0.902,0.122,0.525582427,0.25
0.956,0.433,0.186,0.00425,0.42,0.521611288,0.117
0.0629,0.744,0.742,0.816,0.34,0.509221501,0.184
0.00939,0.665,0.875,0,0.66,0.501045144,0.0897
0.196,0.596,0.904,6.66E-05,0.387,0.636232223,0.28
0.819,0.565,0.579,0,0.361,0.546514063,0.0681
9.70E-05,0.797,0.445,0.931,0.0391,0.525685093,0.147
0.0613,0.468,0.432,0,0.393,0.415170816,0.0533
0.024,0.816,0.64,0.321,0.394,0.521664675,0.0679
0.154,0.896,0.859,0.000115,0.938,0.381984912,0.212
0.00276,0.982,0.868,0.21,0.67,0.52571384,0.125
0.0249,0.384,0.733,2.61E-05,0.314,0.566037116,0.114
0.000354,0.792,0.742,0.643,0.339,0.525697413,0.0548
0.199,0.826,0.714,0.000485,0.348,0.517192524,0.167
0.0106,0.882,0.495,0.819,0.189,0.525656347,0.0964
0.0852,0.78,0.601,0,0.539,0.431342836,0.163
0.000754,0.861,0.816,0.781,0.389,0.525274427,0.0558
0.0635,0.623,0.74,0,0.35,0.340347505,0.366
0.179,0.851,0.484,0.779,0.178,0.525648133,0.0515
0.976,0.655,0.179,0,0.758,0.577753412,0.105
