danceability,energy,valence,tempo
0.473,0.442,0.0746,0.57353998
0.592,0.755,0.914,0.722283138
0.494,0.915,0.607,0.411211998
0.724,0.552,0.537,0.632429458
0.484,0.415,0.858,0.378650306
0.546,0.791,0.0326,0.574492725
0.668,0.489,0.258,0.584073558
0.656,0.542,0.139,0.574956777
0.656,0.438,0.305,0.492782548
0.629,0.505,0.178,0.549158751
0.455,0.912,0.184,0.739580382
0.739,0.862,0.026,0.554423487
0.611,0.678,0.493,0.566160316
0.712,0.551,0.0998,0.575010164
0.67,0.829,0.349,0.513373332
0.732,0.711,0.133,0.5543701
0.713,0.781,0.8,0.419199448
0.722,0.652,0.724,0.573051288
0.731,0.71,0.633,0.455937612
0.477,0.865,0.276,0.433301712
0.277,0.949,0.232,0.673910812
0.754,0.978,0.551,0.55454258
0.299,0.0319,0.0975,0.434985442
0.552,0.906,0.246,0.574895178
0.462,0.757,0.0706,0.772105114
0.88,0.494,0.261,0.558632811
0.728,0.354,0.636,0.545208146
0.604,0.955,0.154,0.583145454
0.486,0.959,0.527,0.349053621
0.689,0.925,0.301,0.595543455
0.45,0.661,0.476,0.714184808
0.53,0.87,0.334,0.406242942
0.739,0.696,0.492,0.398362265
0.688,0.635,0.247,0.550103282
0.124,0.22,0.0747,0.706361624
0.724,0.552,0.537,0.632429458
0.455,0.515,0.215,0.357049284
0.546,0.791,0.0326,0.574492725
0.147,0.0457,0.0364,0.570587293
0.656,0.542,0.139,0.574956777
0.328,0.384,0.504,0.315161371
0.629,0.505,0.178,0.549158751
0.264,0.96,0.212,0.574796618
0.739,0.862,0.026,0.554423487
0.555,0.502,0.218,0.465567725
0.712,0.551,0.0998,0.575010164
0.296,0.256,0.408,0.327165133
0.732,0.711,0.133,0.5543701
0.0983,0.0272,0.0707,0.275437667
0.722,0.652,0.724,0.573051288
0.365,0.277,0.2,0.711536013
0.729,0.573,0.459,0.410694559
0.523,0.847,0.475,0.636663422
0.712,0.721,0.0506,0.542041913
0.239,0.173,0.144,0.356609872
0.75,0.796,0.531,0.410768479
0.717,0.45,0.571,0.303851635
0.725,0.99,0.713,0.603703384
0.319,0.732,0.2,0.329333448
0.738,0.937,0.477,0.525611173
0.721,0.539,0.377,0.336626873
0.701,0.458,0.228,0.328528543
0.479,0.675,0.189,0.595555775
0.681,0.743,0.522,0.51745535
0.724,0.65,0.938,0.369480138
0.561,0.967,0.339,0.595453108
0.628,0.978,0.453,0.521709848
0.66,0.703,0.0701,0.558427478
0.272,0.926,0.24,0.574973204
0.859,0.953,0.934,0.521475769
0.472,0.351,0.0611,0.591399837
0.559,0.987,0.725,0.574928031
0.725,0.68,0.76,0.492548469
0.688,0.857,0.157,0.525648133
0.505,0.632,0.503,0.541951566
0.599,0.937,0.0579,0.52565224
0.542,0.905,0.732,0.616590077
0.804,0.651,0.474,0.505102523
0.371,0.216,0.0645,0.56260395
0.741,0.657,0.435,0.5256892
0.666,0.468,0.379,0.616043892
0.81,0.728,0.175,0.492950921
0.699,0.804,0.491,0.574981417
0.769,0.948,0.492,0.513356906
0.605,0.244,0.242,0.324799698
0.758,0.974,0.447,0.525557787
0.702,0.851,0.313,0.369422645
0.713,0.971,0.866,0.554415273
0.772,0.676,0.0952,0.390259828
0.309,0.95,0.29,0.462615038
0.69,0.902,0.786,0.381869926
0.724,0.633,0.499,0.534346035
0.372,0.247,0.241,0.746438501
0.799,0.739,0.837,0.53383681
0.528,0.684,0.31,0.640421015
0.869,0.834,0.431,0.501061571
0.415,0.745,0.468,0.348762048
0.806,0.872,0.207,0.517562123
0.914,0.465,0.932,0.452574259
0.709,0.94,0.378,0.525672773
0.693,0.664,0.436,0.542321165
0.86,0.826,0.622,0.517558017
0.838,0.72,0.204,0.505077883
0.563,0.554,0.458,0.575917735
0.569,0.766,0.471,0.348885248
0.623,0.823,0.288,0.525685093
0.826,0.614,0.591,0.51762783
0.756,0.794,0.486,0.525611173
0.491,0.879,0.571,0.657443113
0.615,0.645,0.402,0.52551672
0.504,0.879,0.354,0.575001951
0.8,0.689,0.275,0.52571384
0.931,0.441,0.64,0.390136629
0.0793,0.978,0.0668,0.70979479
0.522,0.856,0.876,0.688826194
0.667,0.669,0.16,0.525759013
0.343,0.936,0.211,0.462524691
0.635,0.682,0.233,0.525697413
0.875,0.519,0.0568,0.451806314
0.791,0.385,0.368,0.533717717
0.495,0.502,0.0394,0.400588073
0.679,0.615,0.202,0.542091192
0.485,0.459,0.0858,0.295601358
0.706,0.8,0.192,0.521541475
0.473,0.455,0.33,0.33969044
0.641,0.93,0.272,0.525717947
0.544,0.608,0.088,0.595666654
0.845,0.889,0.745,0.501024611
0.503,0.445,0.382,0.364942281
0.7,0.523,0.254,0.525644027
0.595,0.763,0.507,0.656896927
0.648,0.808,0.202,0.533684863
0.61,0.876,0.783,0.472471017
0.561,0.903,0.288,0.558419265
0.367,0.119,0.19,0.514190557
0.902,0.844,0.644,0.51743071
0.491,0.745,0.388,0.509521287
0.859,0.724,0.0653,0.525623493
0.647,0.761,0.841,0.512014028
0.815,0.849,0.315,0.517401964
0.706,0.443,0.376,0.459949817
0.318,0.526,0.709,0.760019219
0.302,0.191,0.0703,0.310890447
0.754,0.601,0.431,0.501028718
0.746,0.84,0.734,0.451732394
0.691,0.581,0.265,0.533923049
0.594,0.663,0.806,0.456344171
0.947,0.432,0.204,0.509303634
0.448,0.955,0.39,0.410641173
0.797,0.64,0.163,0.521623608
0.661,0.592,0.256,0.353455958
0.824,0.475,0.521,0.492790762
0.519,0.953,0.152,0.521430595
0.648,0.905,0.408,0.52561528
0.524,0.464,0.416,0.489304209
0.805,0.816,0.81,0.49697134
0.776,0.731,0.217,0.390025749
0.848,0.799,0.628,0.496864567
0.546,0.581,0.255,0.549511924
0.739,0.751,0.511,0.525635813
0.647,0.402,0.437,0.468319186
0.259,0.891,0.184,0.574759658
0.59,0.94,0.732,0.386107997
0.318,0.625,0.545,0.697388576
0.614,0.972,0.411,0.525512614
0.682,0.777,0.141,0.525685093
0.668,0.953,0.254,0.410669919
0.757,0.748,0.612,0.517414284
0.665,0.322,0.0896,0.472351924
0.805,0.816,0.81,0.49697134
0.638,0.395,0.316,0.322438369
0.848,0.799,0.628,0.496864567
0.501,0.446,0.154,0.354913822
0.471,0.764,0.101,0.52567688
0.305,0.462,0.181,0.465974284
0.675,0.588,0.323,0.521397742
0.527,0.242,0.112,0.590759198
0.26,0.432,0.399,0.687758463
0.779,0.694,0.919,0.51776335
0.665,0.977,0.367,0.52563992
0.481,0.733,0.453,0.607206364
0.808,0.572,0.111,0.509262567
0.685,0.944,0.757,0.513278879
0.808,0.982,0.21,0.517426604
0.592,0.935,0.567,0.513385652
0.798,0.704,0.147,0.52567688
0.566,0.738,0.513,0.656383595
0.793,0.696,0.0579,0.525635813
0.651,0.866,0.801,0.46793316
0.846,0.875,0.625,0.509200968
0.621,0.631,0.282,0.648018332
0.651,0.853,0.235,0.525693307
0.311,0.887,0.627,0.720648688
0.754,0.577,0.191,0.472331391
0.644,0.623,0.11,0.549828136
0.883,0.426,0.227,0.525648133
0.41,0.747,0.369,0.64911481
0.874,0.517,0.947,0.513295306
0.467,0.942,0.223,0.574735018
0.536,0.986,0.31,0.566755781
0.389,0.634,0.27,0.696238712
0.809,0.433,0.267,0.53388609
0.543,0.851,0.779,0.681927008
0.389,0.79,0.165,0.65717618
0.529,0.86,0.869,0.616011039
0.795,0.987,0.238,0.513217279
0.409,0.8,0.321,0.65683122
0.777,0.63,0.871,0.513389759
0.759,0.593,0.901,0.316418009
0.568,0.29,0.449,0.328039851
0.444,0.385,0.229,0.319551389
0.708,0.902,0.238,0.521516835
0.318,0.445,0.0962,0.508630142
0.66,0.642,0.135,0.525685093
0.796,0.618,0.971,0.502938314
0.79,0.917,0.657,0.525693307
0.813,0.783,0.927,0.530613083
0.738,0.6,0.0866,0.451707754
0.655,0.859,0.525,0.575133364
0.944,0.726,0.691,0.52566456
0.392,0.607,0.175,0.657488286
0.887,0.743,0.654,0.5256276
0.612,0.865,0.643,0.500897305
0.761,0.751,0.425,0.521549689
0.78,0.45,0.178,0.392128358
0.551,0.984,0.519,0.739264169
0.498,0.917,0.652,0.461411787
0.859,0.44,0.743,0.496913846
0.615,0.919,0.542,0.537639575
0.707,0.668,0.514,0.533881983
0.45,0.756,0.268,0.554817726
0.826,0.591,0.236,0.525631707
0.602,0.371,0.211,0.492840042
0.749,0.908,0.644,0.513373332
0.498,0.515,0.146,0.491139885
0.686,0.983,0.649,0.517471777
0.511,0.568,0.142,0.32850801
0.851,0.717,0.702,0.525709733
0.6,0.413,0.0741,0.38445712
0.618,0.72,0.0398,0.5256892
0.505,0.979,0.312,0.444340409
0.592,0.822,0.232,0.5256892
0.477,0.519,0.102,0.719051198
0.804,0.388,0.231,0.501016398
0.489,0.83,0.0741,0.430439371
0.816,0.986,0.351,0.525746693
0.38,0.822,0.558,0.628790959
0.809,0.911,0.345,0.509213288
0.366,0.0965,0.523,0.432533767
0.788,0.57,0.87,0.517328044
0.473,0.25,0.261,0.595576308
0.705,0.976,0.937,0.525816506
0.552,0.883,0.745,0.410530293
0.442,0.672,0.497,0.65704066
0.674,0.678,0.465,0.410604213
0.572,0.298,0.328,0.492848255
0.466,0.852,0.428,0.673623346
0.852,0.576,0.519,0.505160016
0.473,0.785,0.458,0.328852969
0.442,0.23,0.238,0.349443753
0.68,0.927,0.862,0.385923197
0.815,0.585,0.0599,0.513278879
0.614,0.972,0.411,0.525512614
0.711,0.733,0.0637,0.574882858
0.533,0.306,0.261,0.566649008
0.796,0.717,0.962,0.513315839
0.629,0.695,0.638,0.385997117
0.61,0.806,0.384,0.533890196
0.819,0.688,0.961,0.427145832
0.699,0.323,0.0722,0.533918943
0.312,0.0766,0.0493,0.562061871
0.904,0.237,0.0391,0.533906623
0.357,0.434,0.0907,0.598516675
0.327,0.702,0.121,0.490930446
0.502,0.43,0.217,0.37165256
0.692,0.45,0.0389,0.534021609
0.362,0.781,0.354,0.713277236
0.709,0.3,0.0884,0.533935369
0.496,0.57,0.239,0.327896118
0.927,0.218,0.0994,0.534013396
0.699,0.761,0.443,0.492979668
0.804,0.0472,0.0379,0.39420222
0.804,0.758,0.424,0.52543048
0.866,0.304,0.345,0.616027465
0.564,0.207,0.0898,0.574656991
0.775,0.485,0.066,0.574940351
0.56,0.857,0.432,0.492696309
0.65,0.61,0.419,0.533845023
0.571,0.585,0.291,0.468048146
0.951,0.203,0.163,0.533976436
0.662,0.874,0.926,0.697897802
0.77,0.113,0.128,0.533955903
0.481,0.748,0.631,0.64880681
0.951,0.227,0.228,0.533623263
0.536,0.915,0.472,0.472417631
0.729,0.328,0.0671,0.53388609
0.566,0.613,0.218,0.455370893
0.841,0.405,0.0823,0.533840916
0.47,0.548,0.186,0.562957122
0.764,0.338,0.0618,0.534111956
0.905,0.492,0.142,0.451802207
0.933,0.37,0.425,0.616039785
0.8,0.7,0.901,0.466019457
0.494,0.634,0.297,0.492544362
0,2.01E-05,0,0
0.889,0.44,0.135,0.616002825
0.075,0.00344,1.00E-05,0.702484939
0.758,0.261,0.0629,0.534005183
0.537,0.713,0.367,0.382732324
0.664,0.462,0.0373,0.418833955
0.258,0.659,0.272,0.778449901
0.796,0.192,0.0376,0.534054463
0.633,0.524,0.375,0.349131647
0.743,0.19,0.192,0.6571269
0.535,0.983,0.385,0.314249693
0.924,0.365,0.481,0.533910729
0.555,0.798,0.284,0.369545845
0.384,0.256,0.0419,0.53354113
0.6,0.721,0.371,0.389882016
0.975,0.236,0.05,0.533803956
0.67,0.803,0.815,0.595260095
0.748,0.202,0.0866,0.533931263
0.801,0.815,0.37,0.369669044
0.928,0.246,0.298,0.574866431
0.452,0.579,0.929,0.347484877
0.608,0.348,0.648,0.313301055
0.902,0.67,0.39,0.591646236
0.677,0.389,0.6,0.307982933
0.106,0.00541,0.0799,0.378444973
0.945,0.129,0.0746,0.533853236
0.358,0.909,0.0419,0.53363969
0.941,0.379,0.318,0.53361505
0.638,0.733,0.651,0.361381808
0.749,0.209,0.0484,0.533918943
0.751,0.597,0.159,0.509213288
0.594,0.345,0.368,0.534042143
0.0711,0.056,0.124,0.311974604
0.855,0.496,0.312,0.533935369
0.75,0.683,0.539,0.456110091
0.676,0.297,0.687,0.492803082
0.4,0.494,0.134,0.542144579
0.936,0.163,0.36,0.533910729
0.587,0.731,0.539,0.455576226
0.881,0.291,0.147,0.616117812
0,0.0146,0,0
0.747,0.503,0.0375,0.533734143
0.828,0.55,0.254,0.657131007
0.782,0.248,0.376,0.533840916
0.464,0.873,0.607,0.370161843
0.629,0.442,0.17,0.533947689
0.789,0.665,0.324,0.525299067
0.746,0.179,0.26,0.53371361
0.555,0.481,0.098,0.442668999
0.593,0.254,0.255,0.616023359
0.492,0.873,0.229,0.374026209
0.882,0.162,0.439,0.6571885
0.598,0.803,0.567,0.50466311
0.894,0.269,0.271,0.533709503
0.679,0.814,0.636,0.615838559
0.788,0.296,0.0809,0.533910729
0.481,0.974,0.516,0.32838481
0.855,0.159,0.513,0.615838559
0.438,0.261,0.431,0.624499501
0.698,0.198,0.0928,0.534136596
0.644,0.595,0.554,0.611436222
0.669,0.443,0.537,0.483099048
0.382,0.578,0.156,0.464348047
0.901,0.28,0.297,0.616019252
0.478,0.212,0.431,0.306533282
0.752,0.405,0.11,0.533771103
0.479,0.717,0.253,0.673446759
0.506,0.134,0.0585,0.394612886
0.583,0.828,0.709,0.410021067
0.588,0.522,0.147,0.534009289
0.838,0.536,0.107,0.431149823
0.743,0.532,0.295,0.533988756
0.699,0.543,0.14,0.534128382
0.799,0.127,0.198,0.533939476
0.528,0.942,0.421,0.45197058
0.755,0.374,0.112,0.616064425
0.654,0.733,0.893,0.603366638
0.805,0.334,0.358,0.616458664
0.741,0.721,0.548,0.414862817
0.797,0.28,0.0397,0.533845023
0.581,0.746,0.455,0.418390436
0.483,0.234,0.0364,0.53376289
0.266,0.887,0.215,0.55445634
0.863,0.0599,0.296,0.534805981
0.606,0.935,0.674,0.657697725
0.705,0.322,0.361,0.53388609
0.844,0.553,0.511,0.472015178
0.736,0.484,0.11,0.48865125
0.426,0.634,0.284,0.406251155
0.749,0.253,0.159,0.533881983
0.48,0.91,0.351,0.451707754
0.604,0.983,0.613,0.583096174
0.52,0.623,0.278,0.608721721
0.786,0.114,0.164,0.534095529
0.528,0.593,0.351,0.686789291
0.461,0.314,0.262,0.603855331
0.705,0.899,0.641,0.574833578
0.499,0.107,0.0365,0.796252264
0.696,0.801,0.536,0.381931526
0.651,0.383,0.588,0.657245993
0.534,0.445,0.136,0.600011499
0.711,0.128,0.0387,0.534107849
0.442,0.446,0.295,0.211653053
0.954,0.588,0.0784,0.533857343
0.745,0.669,0.681,0.386391356
0.926,0.357,0.315,0.616019252
0.344,0.248,0.119,0.566390289
0.581,0.22,0.0723,0.534247475
0.438,0.965,0.514,0.307962399
0.753,0.353,0.161,0.419035182
0.519,0.724,0.467,0.554608286
0.74,0.395,0.333,0.414813537
0.458,0.935,0.667,0.440262498
0.719,0.451,0.311,0.615785173
0.536,0.974,0.481,0.558493185
0.681,0.407,0.233,0.488794983
0.857,0.561,0.76,0.410620639
0.844,0.211,0.138,0.410698666
0.709,0.913,0.519,0.443617637
0.732,0.109,0.11,0.53363969
0.517,0.424,0.354,0.57865277
0.874,0.34,0.0359,0.533906623
0.643,0.499,0.363,0.550201842
0.698,0.295,0.306,0.328282144
0.863,0.815,0.636,0.447510749
0.689,0.461,0.117,0.603797837
0.554,0.758,0.35,0.553975861
0.73,0.158,0.618,0.656909247
0.499,0.0513,0.318,0.541791406
0.796,0.224,0.139,0.533865556
0.585,0.62,0.725,0.32861889
0.677,0.298,0.297,0.53355345
0.809,0.81,0.857,0.525680987
0.479,0.0169,0.159,0.412296156
0.312,0.466,0.195,0.556205776
0.882,0.322,0.0757,0.459949817
0.558,0.296,0.463,0.312270284
0.885,0.483,0.393,0.615768746
0.0844,0.199,1.00E-05,0.358938347
0.732,0.47,0.352,0.575034804
0.605,0.678,0.212,0.365357053
0.878,0.396,0.329,0.533918943
0.524,0.532,0.367,0.557179054
0.772,0.128,0.0388,0.492893428
0.303,0.736,0.444,0.701523981
0.666,0.356,0.0423,0.533943583
0.671,0.786,0.621,0.435539841
0.967,0.127,0.152,0.533939476
0.459,0.796,0.218,0.574574858
0.709,0.183,0.0375,0.534058569
0.695,0.797,0.297,0.513217279
0.579,0.0497,0.0746,0.308315572
0.564,0.435,0.332,0.590180159
0.639,0.366,0.0754,0.533890196
0.43,0.711,0.373,0.628154427
0.803,0.371,0.109,0.533906623
0.543,0.876,0.415,0.501250477
0.799,0.213,0.194,0.533910729
0.686,0.342,0.429,0.43117857
0.802,0.353,0.451,0.309334023
0.787,0.329,0.209,0.566102823
0.294,0.907,0.685,0.73574887
0.615,0.743,0.515,0.459592537
0.76,0.663,0.467,0.505036816
0.889,0.178,0.393,0.525619387
0.828,0.847,0.77,0.517525164
0.512,0.785,0.598,0.32517751
0.836,0.619,0.293,0.52561528
0.285,0.297,0.156,0.425667435
0.748,0.839,0.13,0.529799965
0.783,0.381,0.571,0.591046664
0.591,0.692,0.0622,0.52570152
0.584,0.752,0.735,0.616187625
0.821,0.719,0.04,0.525705627
0.614,0.686,0.645,0.56071078
0.583,0.936,0.0796,0.318352244
0.128,0.000793,0.035,0.317830699
0.803,0.865,0.632,0.517512844
0.862,0.624,0.882,0.512905173
0.4,0.992,0.0382,0.63623633
0.524,0.405,0.237,0.451666687
0.817,0.675,0.576,0.492790762
0.0843,0.141,0.0363,0.346449999
0.856,0.683,0.463,0.5257508
0.244,0.955,0.428,0.699671878
0.798,0.968,0.398,0.52565224
0.467,0.157,0.277,0.444052943
0.8,0.904,0.389,0.52567688
0.57,0.435,0.569,0.341899822
0.553,0.922,0.119,0.636265077
0.72,0.677,0.822,0.449272506
0.788,0.746,0.364,0.525623493
0.511,0.325,0.47,0.341353637
0.719,0.859,0.419,0.525680987
0.783,0.563,0.517,0.542715404
0.836,0.635,0.462,0.525680987
0.537,0.414,0.459,0.480893773
0.607,0.882,0.675,0.509196861
0.809,0.588,0.249,0.599670646
0.572,0.632,0.419,0.821565704
0.81,0.57,0.337,0.56238219
0.423,0.934,0.16,0.636729129
0.756,0.689,0.782,0.665303256
0.618,0.552,0.176,0.472035711
0.64,0.819,0.623,0.681754529
0.427,0.969,0.0675,0.636556649
0.428,0.656,0.355,0.327087106
0.554,0.99,0.137,0.63643345
0.293,0.29,0.0373,0.526785678
0.255,0.954,0.339,0.625665792
0.377,0.183,0.369,0.292706165
0.909,0.471,0.277,0.505192869
0.883,0.616,0.482,0.583018147
0.804,0.505,0.108,0.513361012
0.639,0.785,0.686,0.788273027
0.856,0.683,0.463,0.5257508
0.867,0.618,0.191,0.496778327
0.804,0.745,0.256,0.533865556
0.775,0.857,0.856,0.410747946
0.821,0.719,0.04,0.525705627
0.737,0.782,0.642,0.449079493
0.519,0.938,0.425,0.636425236
0.631,0.669,0.88,0.45211842
0.794,0.465,0.423,0.53384913
0.615,0.612,0.59,0.516954338
0.718,0.821,0.293,0.513270666
0.189,0.942,0.013,0.218938265
0.874,0.766,0.297,0.521492195
0.746,0.719,0.869,0.525783653
0.606,0.882,0.674,0.509196861
0.438,0.805,0.31,0.616713277
0.764,0.78,0.122,0.525582427
0.433,0.186,0.42,0.521611288
0.744,0.742,0.34,0.509221501
0.665,0.875,0.66,0.501045144
0.596,0.904,0.387,0.636232223
0.565,0.579,0.361,0.546514063
0.797,0.445,0.0391,0.525685093
0.468,0.432,0.393,0.415170816
0.816,0.64,0.394,0.521664675
0.896,0.859,0.938,0.381984912
0.982,0.868,0.67,0.52571384
0.384,0.733,0.314,0.566037116
0.792,0.742,0.339,0.525697413
0.826,0.714,0.348,0.517192524
0.882,0.495,0.189,0.525656347
0.78,0.601,0.539,0.431342836
0.861,0.816,0.389,0.525274427
0.623,0.74,0.35,0.340347505
0.851,0.484,0.178,0.525648133
0.655,0.179,0.758,0.577753412
0.887,0.803,0.616,0.525828826
0.599,0.835,0.809,0.549791176
0.881,0.606,0.38,0.525594747
0.368,0.267,0.194,0.377319749
0.802,0.537,0.325,0.525722053
0.132,0.00157,0.0376,0.293646589
0.704,0.76,0.183,0.52557832
0.589,0.426,0.169,0.545717372
0.8,0.697,0.765,0.509110621
0.514,0.32,0.236,0.315867716
0.547,0.414,0.0971,0.525767226
0.81,0.0419,0.321,0.431051263
0.795,0.679,0.0335,0.525705627
0.634,0.832,0.772,0.59943246
0.517,0.995,0.181,0.636585396
0.957,0.674,0.522,0.420854431
0.79,0.837,0.0393,0.521586648
0.81,0.76,0.566,0.500811065
0.804,0.609,0.164,0.5256892
0.675,0.495,0.718,0.300266522
0.749,0.801,0.207,0.52563992
0.486,0.986,0.501,0.739547528
0.803,0.865,0.632,0.51750463
0.714,0.343,0.372,0.297108502
0.846,0.45,0.0413,0.513361012
0.587,0.63,0.433,0.316089476
0.56,0.999,0.0384,0.636622356
0.893,0.907,0.302,0.410546719
0.576,0.964,0.403,0.739358622
0.667,0.407,0.547,0.303884488
0.862,0.664,0.0386,0.52570152
0.532,0.319,0.166,0.258653755
0.792,0.742,0.339,0.525697413
0.165,0.598,0.0243,0.361402342
0.8,0.486,0.164,0.525680987
0.812,0.648,0.246,0.533955903
0.744,0.742,0.34,0.509221501
0.523,0.666,0.562,0.320627333
0.806,0.625,0.215,0.525668667
0.81,0.308,0.56,0.492848255
0.806,0.625,0.215,0.525672773
0.705,0.442,0.306,0.62318537
0.874,0.766,0.297,0.521492195
0.54,0.54,0.209,0.493891346
0.822,0.647,0.177,0.525820613
0.606,0.718,0.551,0.418144037
0.591,0.692,0.0622,0.52570152
0.777,0.662,0.4,0.583387747
0.802,0.722,0.142,0.525648133
0.567,0.463,0.324,0.521471662
0.81,0.94,0.921,0.509254354
0.658,0.393,0.74,0.579190742
0.822,0.647,0.177,0.525820613
0.568,0.714,0.508,0.616097279
0.819,0.444,0.0497,0.529877991
0.715,0.716,0.0619,0.525672773
0.806,0.619,0.221,0.517447137
0.786,0.686,0.542,0.492786655
0.787,0.975,0.0399,0.525672773
0.725,0.801,0.666,0.533783423
0.804,0.745,0.256,0.533865556
0.671,0.71,0.711,0.402756389
0.718,0.896,0.0709,0.513315839
0.567,0.038,0.492,0.316068943
0.832,0.792,0.682,0.525865786
0.901,0.526,0.706,0.451510634
0.887,0.803,0.616,0.525828826
0.719,0.809,0.238,0.513627945
0.805,0.68,0.265,0.517438924
0.595,0.416,0.185,0.306176003
0.798,0.857,0.0635,0.525680987
0.321,0.906,0.641,0.779345152
0.813,0.932,0.932,0.517508737
0.702,0.598,0.137,0.55435778
0.801,0.607,0.272,0.525668667
0.738,0.43,0.374,0.472232831
0.509,0.997,0.0388,0.636326676
0.729,0.799,0.532,0.472429951
0.843,0.847,0.0477,0.52561528
0.563,0.691,0.567,0.445186381
0.792,0.842,0.0569,0.525717947
0.768,0.708,0.728,0.480281881
0.835,0.485,0.036,0.500897305
0.357,0.498,0.339,0.586496487
0.803,0.727,0.179,0.52559064
0.776,0.707,0.863,0.4104728
0.704,0.754,0.253,0.492737375
0.635,0.0861,0.0618,0.534465128
0.795,0.574,0.0778,0.533877876
0.641,0.637,0.601,0.570287507
0.817,0.914,0.212,0.525734373
0.362,0.826,0.596,0.604516503
0.813,0.932,0.932,0.517508737
0.58,0.841,0.964,0.681442423
0.704,0.754,0.264,0.492696309
0.535,0.366,0.163,0.369517098
0.686,0.93,0.291,0.788605666
0.552,0.733,0.643,0.58955184
0.803,0.477,0.205,0.525722053
0.688,0.349,0.433,0.69719967
0.812,0.781,0.338,0.513340479
0.511,0.436,0.342,0.493649053
0.524,0.997,0.116,0.636474516
0.738,0.684,0.841,0.369640298
0.846,0.45,0.0413,0.513361012
0.646,0.882,0.544,0.418866809
0.792,0.842,0.0569,0.525717947
0.602,0.955,0.193,0.517475884
0.812,0.873,0.157,0.525623493
0.71,0.386,0.351,0.308003466
0.817,0.474,0.178,0.52572616
0.621,0.727,0.636,0.460220856
0.934,0.652,0.566,0.525660453
0.855,0.664,0.626,0.402514096
0.654,0.809,0.893,0.574952671
0.819,0.862,0.678,0.410526186
0.206,0.973,0.592,0.679126267
0.49,0.805,0.166,0.451531167
0.673,0.805,0.878,0.533894303
0.535,0.41,0.38,0.336031408
0.663,0.493,0.167,0.427071912
0.831,0.47,0.339,0.309945915
0.173,0.866,0.529,0.739403795
0.448,0.511,0.112,0.395557417
0.661,0.681,0.639,0.603871757
0.485,0.892,0.576,0.58333436
0.669,0.808,0.89,0.53381217
0.677,0.852,0.93,0.37654359
0.654,0.809,0.893,0.574952671
0.0925,0.997,1.00E-05,0.364075776
0.616,0.767,0.824,0.62328393
0.731,0.588,0.449,0.328610676
0.427,0.991,0.0994,0.566759888
0.424,0.583,0.0711,0.595370975
0.538,0.551,0.319,0.382165605
0.696,0.229,0.603,0.465173486
0.176,0.893,0.165,0.465588258
0.66,0.491,0.376,0.63296743
0.412,0.605,0.172,0.308028106
0.611,0.562,0.318,0.307974719
0.374,0.955,0.135,0.673508359
0.659,0.659,0.611,0.821980477
0.194,0.938,0.373,0.375135006
0.565,0.778,0.421,0.427367591
0.408,0.448,0.705,0.315243504
0.78,0.654,0.713,0.574960884
0.674,0.566,0.535,0.43126481
0.584,0.312,0.455,0.394345953
0.505,0.902,0.377,0.636540223
0.684,0.53,0.55,0.644815139
0.74,0.754,0.806,0.342815607
0.62,0.835,0.0535,0.394608779
0.486,0.814,0.191,0.636638782
0.77,0.655,0.639,0.533717717
0.488,0.959,0.156,0.636503263
0.45,0.465,0.788,0.288414707
0.392,0.258,0.0366,0.281523734
0.624,0.229,0.395,0.534148916
0.542,0.538,0.425,0.441473962
0.853,0.591,0.433,0.489053703
0.428,0.757,0.178,0.636429343
0.707,0.484,0.43,0.381869926
0.767,0.699,0.0369,0.529804071
0.167,0.263,1.00E-05,0.577461839
0.163,0.0545,0.0389,0.720196955
0.293,0.624,0.213,0.358654987
0.698,0.203,0.761,0.589740747
0.515,0.948,0.752,0.656995487
0.582,0.397,0.345,0.484121606
0.712,0.899,0.58,0.509172221
0.512,0.99,0.272,0.534001076
0.848,0.663,0.333,0.550263442
0.828,0.599,0.786,0.509221501
0.524,0.274,0.342,0.689910352
0.302,0.346,0.19,0.738442837
0.927,0.198,0.764,0.467961907
0.538,0.856,0.0814,0.369595125
0.497,0.794,0.557,0.331304644
0.537,0.952,0.335,0.615813919
0.545,0.836,0.751,0.607715589
0.669,0.808,0.89,0.53381217
0.325,0.271,0.279,0.29508392
0.746,0.859,0.0354,0.595543455
0.741,0.58,0.428,0.398723651
0.418,0.997,0.401,0.574854111
0.752,0.705,0.694,0.53372593
0.538,0.856,0.0814,0.369595125
0.234,0.414,0.144,0.321206372
0.647,0.505,0.825,0.608044122
0.532,0.137,0.0732,0.366913477
0.489,0.978,0.602,0.624667874
0.678,0.562,0.566,0.387015568
0.698,0.746,0.564,0.656252182
0.626,0.707,0.653,0.36361583
0.656,0.436,0.218,0.349065941
0.349,0.214,0.236,0.825963935
0.714,0.346,0.731,0.547824087
0.859,0.67,0.446,0.394469153
0.651,0.691,0.661,0.603879971
0.722,0.903,0.445,0.542103512
0.736,0.398,0.471,0.595436681
0.943,0.544,0.515,0.54623481
0.209,0.0746,0.0751,0.342967553
0.547,0.804,0.666,0.58321116
0.762,0.615,0.369,0.353320438
0.781,0.683,0.722,0.410686346
0.651,0.691,0.661,0.603879971
0.854,0.631,0.609,0.492741482
0.654,0.809,0.893,0.574952671
0.654,0.711,0.198,0.525475654
0.738,0.341,0.617,0.529795858
0.889,0.398,0.159,0.53383681
0.837,0.226,0.44,0.451617407
0.54,0.761,0.147,0.410698666
