danceability,energy,valence,tempo
0.763,0.513,0.86,0.33473781
0.451,0.523,0.511,0.48259393
0.649,0.883,0.787,0.513233706
0.866,0.476,0.631,0.398066585
0.805,0.615,0.77,0.698275614
0.537,0.694,0.426,0.403417561
0.506,0.888,0.442,0.484680112
0.827,0.64,0.533,0.431790462
0.579,0.705,0.53,0.517919403
0.683,0.53,0.969,0.537282296
0.415,0.509,0.292,0.350178845
0.484,0.473,0.897,0.644958872
0.584,0.823,0.323,0.608064655
0.627,0.768,0.802,0.410957385
0.536,0.977,0.419,0.554423487
0.581,0.62,0.41,0.357242297
0.858,0.795,0.706,0.410698666
0.416,0.666,0.518,0.455108067
0.721,0.779,0.611,0.393594435
0.644,0.749,0.585,0.6604574
0.501,0.723,0.637,0.546990436
0.403,0.945,0.638,0.385011519
0.724,0.934,0.857,0.427203325
0.613,0.213,0.466,0.574431125
0.356,0.851,0.644,0.405721396
0.344,0.403,0.072,0.311358606
0.4,0.777,0.156,0.558160546
0.571,0.801,0.802,0.529516605
0.872,0.543,0.371,0.549926696
0.455,0.445,0.513,0.723691721
0.676,0.307,0.163,0.4552518
0.465,0.378,0.418,0.330811845
0.481,0.78,0.558,0.376486097
0.886,0.847,0.443,0.518108309
0.117,0.983,0.102,0.674424144
0.877,0.576,0.878,0.361229862
0.216,0.0222,0.0428,0.587235685
0.851,0.954,0.86,0.432866406
0.313,0.396,0.493,0.351776335
0.677,0.824,0.483,0.724414493
0.868,0.77,0.963,0.575860242
0.892,0.708,0.965,0.482253077
0.453,0.443,0.466,0.388547352
0.155,0.462,0.214,0.337756204
0.458,0.348,0.914,0.736475748
0.383,0.121,0.0949,0.623641209
0.768,0.886,0.962,0.537536909
0.418,0.966,0.601,0.505242149
0.731,0.476,0.803,0.494289692
0.439,0.182,0.303,0.569679722
0.286,0.696,0.233,0.666243681
0.502,0.647,0.93,0.676206433
0.687,0.589,0.686,0.377898787
0.669,0.728,0.944,0.430098519
0.698,0.834,0.865,0.430106732
0.749,0.814,0.853,0.409010829
0.589,0.816,0.739,0.578164077
0.65,0.442,0.52,0.6444209
0.727,0.488,0.721,0.320500027
0.692,0.861,0.821,0.56914175
0.846,0.463,0.985,0.452418206
0.459,0.741,0.736,0.433121019
0.518,0.965,0.428,0.536136538
0.688,0.689,0.543,0.721215407
0.713,0.745,0.537,0.482474836
0.308,0.0631,0.0738,0.356117073
0.734,0.648,0.729,0.448052828
0.674,0.546,0.63,0.51269984
0.637,0.425,0.911,0.608647801
0.45,0.324,0.136,0.400358101
0.549,0.226,0.52,0.362478286
0.132,0.302,0.0368,0.594192364
0.519,0.299,0.397,0.756175387
0.318,0.765,0.788,0.558649238
0.512,0.452,0.226,0.526908877
0.851,0.727,0.649,0.398740077
0.672,0.416,0.914,0.519804359
0.376,0.349,0.139,0.441334335
0.536,0.49,0.309,0.38303211
0.744,0.385,0.83,0.322348023
0.415,0.223,0.33,0.719116904
0.561,0.273,0.305,0.297827167
0.469,0.902,0.525,0.340840304
0.571,0.682,0.82,0.649357103
0.689,0.797,0.808,0.425770101
0.77,0.573,0.533,0.418948942
0.196,0.899,0.374,0.857782322
0.586,0.485,0.351,0.356741285
0.56,0.951,0.0702,0.529935484
0.63,0.77,0.599,0.509016168
0.722,0.543,0.462,0.420566965
0.762,0.327,0.788,0.438414501
0.686,0.419,0.306,0.361008102
0.804,0.697,0.495,0.386921115
0.494,0.911,0.547,0.315588464
0.507,0.569,0.305,0.545524359
0.561,0.622,0.14,0.552456398
0.48,0.68,0.851,0.731831118
0.181,0.293,0.155,0.40247303
0.874,0.592,0.963,0.429186841
0.737,0.62,0.487,0.451683114
0.798,0.762,0.864,0.492868788
0.258,0.585,0.442,0.636954995
0.597,0.48,0.194,0.513246026
0.799,0.543,0.692,0.33976436
0.707,0.81,0.625,0.376338257
0.446,0.995,0.248,0.55456722
0.78,0.915,0.63,0.575769896
0.888,0.519,0.963,0.458110034
0.394,0.315,0.262,0.546366224
0.106,0.284,0.0783,0.318980563
0.34,0.321,0.405,0.747580152
0.459,0.841,0.741,0.59457839
0.355,0.261,0.966,0.681976288
0.617,0.938,0.965,0.586849659
0.269,0.0586,0.0622,0.738019852
0.646,0.784,0.547,0.502133409
0.201,0.0803,0.135,0.359517386
0.637,0.922,0.847,0.401852924
0.745,0.552,0.908,0.488716957
0.371,0.217,0.397,0.433166192
0.654,0.747,0.391,0.357710456
0.246,0.0543,0.456,0.313157322
0.556,0.902,0.566,0.773776524
0.204,0.155,0.191,0.325087164
0.669,0.604,0.8,0.694961541
0.515,0.713,0.744,0.440094125
0.828,0.749,0.769,0.478565298
0.447,0.382,0.253,0.320536987
0.647,0.291,0.388,0.312101911
0.116,0.289,0.136,0.333752212
0.671,0.918,0.494,0.499127335
0.339,0.97,0.753,0.613501871
0.892,0.63,0.536,0.377381348
0.628,0.868,0.283,0.447038483
0.499,0.492,0.434,0.339789
0.769,0.659,0.447,0.680908557
0.677,0.467,0.855,0.352289667
0.595,0.352,0.139,0.492823615
0.281,0.354,0.32,0.565141865
0.515,0.957,0.684,0.656391808
0.486,0.499,0.307,0.515003675
0.452,0.452,0.103,0.730295228
0.738,0.337,0.67,0.560645074
0.517,0.468,0.306,0.344084564
0.405,0.0508,0.332,0.268969681
0.632,0.618,0.639,0.304976859
0.491,0.897,0.783,0.515291142
0.778,0.584,0.918,0.368970913
0.883,0.659,0.966,0.307945973
0.78,0.588,0.908,0.336889699
0.173,0.0154,0.0734,0.538465013
0.411,0.131,0.161,0.54648121
0.508,0.719,0.689,0.418969475
0.242,0.927,0.452,0.726254276
0.335,0.0567,0.349,0.33161675
0.493,0.311,0.772,0.625949151
0.576,0.544,0.246,0.439634179
0.783,0.706,0.96,0.579125035
0.71,0.757,0.962,0.491464311
0.519,0.318,0.966,0.796157811
0.702,0.626,0.371,0.736516815
0.0786,0.0277,0.0365,0.711630466
0.549,0.367,0.493,0.510671151
0.283,0.174,0.117,0.635382145
0.648,0.402,0.532,0.475813837
0.642,0.539,0.694,0.583170094
0.559,0.202,0.0395,0.403631107
0.471,0.184,0.482,0.621086868
0.771,0.892,0.696,0.365784146
0.412,0.957,0.355,0.595210815
0.479,0.52,0.875,0.681910582
0.608,0.165,0.562,0.525278534
0.668,0.942,0.966,0.52874866
0.649,0.793,0.366,0.467501961
0.452,0.304,0.0979,0.443235718
0.615,0.386,0.474,0.496453901
0.312,0.0141,0.0636,0.267002591
0.561,0.632,0.368,0.426862472
0.463,0.855,0.473,0.437096264
0.688,0.808,0.883,0.475555118
0.368,0.981,0.281,0.585112543
0.584,0.447,0.506,0.418464356
0.837,0.537,0.632,0.361435195
0.546,0.503,0.839,0.832000723
0.555,0.341,0.184,0.57220121
0.454,0.879,0.727,0.434726722
0.599,0.693,0.419,0.403926786
0.336,0.983,0.293,0.402768709
0.241,0.0534,0.128,0.595855561
0.723,0.546,0.748,0.377623641
0.521,0.263,0.239,0.525208721
0.481,0.284,0.528,0.344873043
0.447,0.675,0.277,0.479505723
0.413,0.313,0.046,0.319929201
0.364,0.991,0.502,0.571022599
0.492,0.234,0.183,0.444114543
0.405,0.753,0.391,0.428283376
0.678,0.521,0.479,0.314356466
0.268,0.979,0.197,0.475415491
0.536,0.582,0.491,0.341830009
0.307,0.272,0.193,0.514991355
0.721,0.596,0.434,0.402181457
0.197,0.953,0.251,0.278981713
0.712,0.406,0.734,0.46975241
0.784,0.862,0.627,0.402969935
0.551,0.541,0.589,0.467814067
0.548,0.184,0.382,0.493061801
0.467,0.749,0.582,0.403446307
0.518,0.509,0.65,0.392748463
0.657,0.721,0.778,0.588081657
0.877,0.62,0.836,0.631665619
0.879,0.402,0.78,0.388112046
0.701,0.824,0.711,0.394477366
0.783,0.388,0.946,0.392998969
0.674,0.813,0.601,0.381602993
0.231,0.391,0.0669,0.402904229
0.782,0.363,0.27,0.500954798
0.207,0.977,0.661,0.777858542
0.645,0.599,0.961,0.751682703
0.611,0.55,0.622,0.322376769
0.421,0.0576,0.0706,0.425593515
0.378,0.448,0.223,0.671960149
0.682,0.638,0.975,0.454282628
0.642,0.778,0.607,0.410772586
0.355,0.907,0.219,0.616261545
0.637,0.74,0.85,0.431096437
0.484,0.435,0.635,0.76109927
0.442,0.146,0.2,0.306837175
0.695,0.724,0.961,0.530576123
0.777,0.459,0.589,0.408686403
0.711,0.482,0.21,0.373028291
0.378,0.0159,0.0399,0.410308533
0.217,0.978,0.606,0.562620376
0.745,0.389,0.778,0.388140793
0.395,0.152,0.166,0.400551114
0.676,0.591,0.777,0.364901214
0.335,0.396,0.132,0.314520732
0.663,0.676,0.527,0.374371168
0.363,0.789,0.256,0.304948112
0.789,0.753,0.81,0.453966416
0.441,0.941,0.525,0.417926384
0.708,0.615,0.469,0.321588291
0.825,0.96,0.821,0.55432082
0.62,0.696,0.868,0.553782848
0.468,0.697,0.447,0.739822675
0.34,0.93,0.128,0.63631025
0.283,0.333,0.0916,0.650083981
0.202,0.853,0.37,0.413232474
0.552,0.308,0.383,0.588849602
0.526,0.248,0.673,0.39927805
0.633,0.476,0.958,0.48897157
0.313,0.0277,0.0399,0.416279614
0.583,0.726,0.429,0.483924487
0.332,0.742,0.451,0.457773288
0.721,0.496,0.844,0.451913087
0.846,0.721,0.252,0.485246831
0.717,0.186,0.213,0.419215875
0.742,0.559,0.495,0.414604098
0.245,0.385,0.039,0.511020217
0.421,0.61,0.713,0.335136156
0.659,0.431,0.459,0.599329793
0.59,0.561,0.676,0.324101566
0.251,0.164,0.0676,0.543179457
0.458,0.395,0.124,0.574977311
0.227,0.157,0.127,0.596722065
0.427,0.826,0.961,0.789636438
0.545,0.659,0.825,0.756105574
0.337,0.86,0.129,0.493102868
0.442,0.761,0.252,0.722020312
0.864,0.543,0.728,0.393918861
0.661,0.899,0.98,0.634716866
0.547,0.94,0.493,0.59473855
0.561,0.355,0.187,0.459953923
0.365,0.279,0.141,0.357279257
0.225,0.0319,0.314,0.34121401
0.717,0.829,0.729,0.591523036
0.381,0.634,0.241,0.585441076
0.503,0.619,0.442,0.472101418
0.533,0.00877,0.109,0.27873942
0.653,0.243,0.793,0.549166964
0.86,0.646,0.711,0.390013429
0.654,0.27,0.361,0.278460167
0.745,0.558,0.577,0.328540863
0.812,0.495,0.957,0.464241274
0.369,0.352,0.126,0.462504158
0.355,0.501,0.125,0.388354339
0.37,0.481,0.379,0.344745736
0.686,0.358,0.612,0.326877667
0.536,0.64,0.289,0.58512897
0.468,0.332,0.139,0.533048331
0.14,0.0867,0.0631,0.352088441
0.307,0.0515,0.154,0.525882213
0.473,0.824,0.923,0.679475333
0.617,0.905,0.769,0.426525726
0.354,0.00237,0.0738,0.274932548
0.17,0.206,0.0501,0.449658531
0.541,0.379,0.934,0.759974046
0.909,0.651,0.473,0.378814572
0.436,0.976,0.288,0.627969627
0.387,0.995,0.0553,0.543023404
0.793,0.88,0.891,0.45183506
0.314,0.0172,0.0685,0.556862842
0.761,0.728,0.597,0.516576526
0.405,0.596,0.454,0.634581347
0.788,0.698,0.693,0.367365209
0.682,0.522,0.733,0.392888089
0.637,0.0193,0.139,0.520666757
0.31,0.912,0.155,0.313198389
0.705,0.437,0.372,0.49196943
0.754,0.487,0.604,0.430829504
0.698,0.39,0.632,0.533754676
0.693,0.201,0.679,0.414098979
0.543,0.964,0.777,0.412538449
0.505,0.821,0.842,0.502774048
0.681,0.879,0.558,0.351985775
0.628,0.135,0.773,0.425712608
0.557,0.153,0.339,0.43766709
0.106,0.53,0.368,0.738467477
0.219,0.461,0.0794,0.321477411
0.525,0.632,0.549,0.372395865
0.605,0.989,0.969,0.567618179
0.528,0.835,0.563,0.35748459
0.549,0.679,0.486,0.530502203
0.434,0.881,0.207,0.457186036
0.303,0.806,0.246,0.685627107
0.763,0.701,0.591,0.328676383
0.67,0.606,0.808,0.623177157
0.615,0.526,0.383,0.640523681
0.571,0.801,0.859,0.489903781
0.77,0.827,0.746,0.5256892
0.372,0.96,0.433,0.428283376
0.725,0.311,0.463,0.324269939
0.669,0.462,0.648,0.492955028
0.777,0.676,0.272,0.386641862
0.49,0.598,0.252,0.670186073
0.191,0.535,0.176,0.307206774
0.85,0.519,0.961,0.360991676
0.447,0.792,0.35,0.417388412
0.507,0.802,0.769,0.380313502
0.641,0.462,0.317,0.415047617
0.537,0.415,0.843,0.545208146
0.221,0.104,0.0364,0.436849865
0.736,0.832,0.847,0.586845553
0.38,0.996,0.0328,0.390399455
0.554,0.109,0.253,0.476885675
0.652,0.968,0.731,0.410509759
0.88,0.458,0.92,0.538009174
0.496,0.865,0.629,0.524785735
0.543,0.922,0.769,0.692641279
0.693,0.822,0.441,0.484799205
0.765,0.673,0.56,0.615974079
0.568,0.54,0.716,0.573938326
0.688,0.627,0.679,0.410756159
0.478,0.963,0.16,0.653118802
0.661,0.144,0.465,0.495878969
0.443,0.74,0.453,0.399820128
0.897,0.644,0.972,0.451633834
0.463,0.285,0.702,0.676666379
0.338,0.103,0.04,0.404633132
0.657,0.522,0.955,0.457707581
0.844,0.688,0.726,0.396994748
0.659,0.866,0.765,0.414760151
0.823,0.744,0.798,0.351049456
0.593,0.663,0.456,0.450586636
0.251,0.467,0.0685,0.464512314
0.547,0.764,0.722,0.483444008
0.524,0.133,0.259,0.324885938
0.489,0.275,0.173,0.492511509
0.535,0.839,0.779,0.477768606
0.289,0.918,0.366,0.401380658
0.667,0.833,0.752,0.419088568
0.673,0.804,0.961,0.545803611
0.497,0.435,0.178,0.517295191
0.188,0.949,0.538,0.443827077
0.649,0.671,0.339,0.737580439
0.796,0.819,0.823,0.451494208
0.591,0.703,0.672,0.527565943
0.797,0.636,0.967,0.546181424
0.25,0.0304,0.213,0.316372835
0.766,0.408,0.444,0.690702937
0.693,0.938,0.913,0.447568242
0.584,0.486,0.238,0.395499924
0.218,0.706,0.177,0.762503747
0.579,0.746,0.767,0.400896073
0.27,0.909,0.333,0.543758496
0.714,0.852,0.919,0.377878254
0.304,0.236,0.213,0.341320783
0.531,0.863,0.756,0.606729991
0.799,0.91,0.966,0.480655587
0.393,0.765,0.274,0.333000694
0.887,0.451,0.304,0.3910442
0.599,0.269,0.511,0.504741137
0.667,0.287,0.241,0.459358458
0.386,0.988,0.386,0.430817184
0.698,0.555,0.696,0.381804219
0.466,0.575,0.373,0.523734431
0.301,0.699,0.0501,0.450266317
0.622,0.517,0.597,0.464044155
0.324,0.151,0.293,0.431531742
0.733,0.634,0.692,0.404900064
0.498,0.971,0.542,0.483242782
0.433,0.961,0.502,0.420509472
0.718,0.85,0.721,0.382034192
0.809,0.482,0.909,0.546403183
0.679,0.875,0.488,0.357542083
0.906,0.607,0.542,0.533820383
0.425,0.525,0.577,0.43567536
0.571,0.666,0.485,0.477559167
0.525,0.138,0.267,0.66510203
0.673,0.728,0.918,0.415577376
0.705,0.704,0.506,0.484766352
0.832,0.635,0.61,0.37332397
0.719,0.407,0.806,0.590036426
0.706,0.396,0.719,0.427034952
0.834,0.592,0.974,0.432550194
0.627,0.786,0.841,0.526830851
0.572,0.55,0.938,0.388403619
0.446,0.101,0.0511,0.274189243
0.325,0.768,0.454,0.725235825
0.464,0.5,0.359,0.38927423
0.681,0.716,0.543,0.35265516
0.213,0.988,0.0572,0.653250215
0.612,0.491,0.586,0.607440443
0.273,0.0335,0.0945,0.223414522
0.675,0.787,0.752,0.474676293
0.659,0.539,0.947,0.396736028
0.523,0.448,0.574,0.698144201
0.68,0.801,0.925,0.418295983
0.173,0.338,0.223,0.735202684
0.487,0.912,0.601,0.518543615
0.795,0.821,0.782,0.477830206
0.515,0.477,0.962,0.43911674
0.327,0.882,0.389,0.51752927
0.462,0.848,0.545,0.524913042
0.395,0.00978,0.158,0.452175913
0.439,0.981,0.219,0.644823352
0.555,0.886,0.526,0.493673693
0.673,0.742,0.968,0.630499329
0.405,0.779,0.484,0.718500906
0.743,0.678,0.809,0.463686876
0.805,0.556,0.724,0.461116108
0.349,0.277,0.16,0.287416789
0.515,0.323,0.288,0.537376749
0.288,0.175,0.116,0.425782421
0.429,0.617,0.28,0.361311995
0.59,0.886,0.567,0.547581794
0.499,0.721,0.843,0.576574801
0.484,0.811,0.415,0.32854497
0.529,0.49,0.193,0.455292866
0.224,0.351,0.172,0.707626475
0.596,0.253,0.825,0.64578431
0.819,0.84,0.827,0.591169864
0.615,0.503,0.224,0.476331276
0.486,0.205,0.428,0.636782515
0.506,0.764,0.209,0.379217025
0.607,0.69,0.392,0.44566686
0.271,0.946,0.32,0.513200853
0.646,0.74,0.57,0.427137618
0.673,0.905,0.853,0.513480105
0.612,0.501,0.175,0.478138205
0.504,0.315,0.83,0.598742541
0.828,0.769,0.73,0.546411397
0.669,0.351,0.547,0.378210893
0.958,0.651,0.546,0.422994
0.465,0.399,0.681,0.607025671
0.702,0.552,0.906,0.649123023
0.481,0.843,0.423,0.32364162
0.554,0.875,0.821,0.414723191
0.633,0.635,0.326,0.303728435
0.702,0.676,0.778,0.415868948
0.725,0.545,0.528,0.365053161
0.26,0.943,0.191,0.559938729
0.486,0.17,0.227,0.39407902
0.0974,0.14,0.0846,0.729933842
0.431,0.2,0.309,0.864591162
0.539,0.37,0.846,0.391150973
0.831,0.708,0.864,0.419696354
0.679,0.789,0.971,0.722689697
0.735,0.741,0.826,0.364568575
0.349,0.925,0.282,0.57060372
0.427,0.762,0.76,0.688637288
0.555,0.228,0.474,0.556082577
0.69,0.808,0.678,0.664687257
0.871,0.656,0.657,0.513451359
0.564,0.714,0.446,0.438874447
0.653,0.509,0.417,0.485066138
0.583,0.501,0.729,0.544140415
0.576,0.276,0.867,0.373562156
0.279,0.618,0.218,0.689265606
0.796,0.39,0.474,0.320035974
0.502,0.12,0.432,0.44238564
0.361,0.751,0.335,0.588480003
0.804,0.368,0.712,0.45018829
0.277,0.185,0.394,0.327781132
0.498,0.165,0.553,0.416209801
0.699,0.62,0.51,0.45972395
0.152,0.264,0.0643,0.609321293
0.128,0.375,0.0435,0.683278099
0.455,0.919,0.457,0.579457675
0.561,0.763,0.78,0.337394818
0.287,0.242,0.083,0.348819541
0.604,0.475,0.381,0.328894036
0.56,0.941,0.701,0.413926499
0.592,0.379,0.814,0.447962482
0.752,0.46,0.595,0.39760664
0.658,0.575,0.846,0.706509464
0.576,0.853,0.386,0.435609654
0.213,0.489,0.139,0.806330003
0.659,0.948,0.349,0.521865901
0.613,0.378,0.759,0.600738377
0.644,0.93,0.239,0.496400514
0.781,0.324,0.369,0.312356524
0.704,0.859,0.924,0.590369065
0.431,0.45,0.596,0.611974194
0.444,0.732,0.508,0.727933899
0.361,0.985,0.237,0.587827044
0.845,0.43,0.653,0.461337867
0.155,0.947,0.27,0.761793295
0.379,0.364,0.402,0.60730903
0.472,0.342,0.386,0.597260038
0.779,0.818,0.75,0.377800228
0.663,0.508,0.75,0.426308073
0.615,0.929,0.54,0.439211193
0.457,0.651,0.908,0.772774499
0.33,0.317,0.326,0.389430283
0.38,0.388,0.835,0.719006024
0.845,0.528,0.521,0.451531167
0.623,0.898,0.786,0.537943468
0.442,0.913,0.243,0.542132259
0.749,0.647,0.863,0.690144431
0.592,0.896,0.518,0.533881983
0.523,0.955,0.675,0.43888266
0.361,0.0972,0.0702,0.260341592
0.634,0.617,0.26,0.362720579
0.4,0.996,0.0612,0.538202187
0.189,0.252,0.0881,0.327789345
0.482,0.908,0.506,0.424287597
0.594,0.832,0.874,0.425125356
0.758,0.544,0.627,0.626002538
0.432,0.93,0.315,0.574796618
0.874,0.857,0.895,0.440102338
0.428,0.925,0.658,0.399409463
0.748,0.801,0.552,0.427260818
0.151,0.854,0.287,0.744389278
0.476,0.95,0.208,0.574874644
0.566,0.262,0.0783,0.501657037
0.508,0.366,0.575,0.486725228
0.724,0.852,0.708,0.703022911
0.461,0.35,0.287,0.342318701
0.73,0.691,0.813,0.399623009
0.779,0.78,0.886,0.37968929
0.728,0.731,0.577,0.492745588
0.616,0.676,0.819,0.830998698
0.374,0.179,0.104,0.31429076
0.294,0.998,0.18,0.688805661
0.719,0.261,0.453,0.430632384
0.79,0.869,0.827,0.426903539
0.668,0.261,0.282,0.605510314
0.637,0.568,0.749,0.328216437
0.814,0.767,0.336,0.415565056
0.75,0.467,0.61,0.63939435
0.776,0.602,0.852,0.704365788
0.739,0.701,0.594,0.59145733
0.551,0.199,0.185,0.681918795
0.743,0.894,0.77,0.393828514
0.623,0.874,0.59,0.377258149
0.746,0.697,0.452,0.397179547
0.696,0.192,0.284,0.599563873
0.587,0.88,0.778,0.530670576
0.687,0.523,0.811,0.416279614
0.734,0.496,0.88,0.476548929
0.301,0.833,0.761,0.484569232
0.645,0.499,0.89,0.517270551
0.958,0.265,0.385,0.546177317
0.226,0.526,0.281,0.69217312
0.545,0.865,0.494,0.36060565
0.436,0.95,0.808,0.557450094
0.331,0.931,0.535,0.540982395
0.665,0.523,0.102,0.820998986
0.903,0.638,0.612,0.431494782
0.485,0.316,0.0889,0.444512889
0.719,0.428,0.665,0.44691939
0.675,0.7,0.906,0.515611461
0.514,0.381,0.0631,0.755202109
0.6,0.91,0.557,0.348585462
0.708,0.758,0.543,0.654892878
0.771,0.745,0.599,0.438217382
0.617,0.225,0.0397,0.431182676
0.632,0.402,0.542,0.386210663
0.59,0.933,0.149,0.566784528
0.806,0.489,0.703,0.332700908
0.769,0.307,0.0914,0.492647029
0.771,0.844,0.376,0.384009495
0.635,0.62,0.92,0.439786125
0.532,0.685,0.194,0.517295191
0.808,0.959,0.848,0.634659373
0.878,0.594,0.916,0.553240769
0.556,0.975,0.511,0.566735248
0.449,0.682,0.472,0.591514823
0.407,0.258,0.194,0.420566965
0.767,0.671,0.921,0.556320763
0.759,0.398,0.154,0.636478623
0.378,0.947,0.348,0.526453038
0.791,0.788,0.963,0.646724735
0.73,0.333,0.806,0.344946963
0.726,0.374,0.385,0.492856468
0.264,0.936,0.351,0.603009359
0.533,0.369,0.602,0.371052988
0.852,0.75,0.934,0.295745092
0.133,0.164,0.178,0.330491526
0.636,0.253,0.0427,0.404674198
0.622,0.654,0.27,0.369566378
0.523,0.99,0.69,0.755670268
0.68,0.97,0.322,0.563219949
0.571,0.293,0.23,0.339805427
0.47,0.348,0.669,0.504962896
0.345,0.912,0.391,0.578459757
0.439,0.321,0.392,0.321017466
0.644,0.518,0.456,0.599600833
0.567,0.723,0.592,0.384609067
0.346,0.175,0.357,0.690103365
0.581,0.594,0.702,0.403976066
0.444,0.536,0.596,0.32039736
0.442,0.779,0.741,0.569437429
0.615,0.459,0.457,0.58324812
0.555,0.555,0.516,0.556916228
0.699,0.491,0.578,0.36682313
0.521,0.701,0.0691,0.739465395
0.722,0.838,0.523,0.488827837
0.569,0.446,0.767,0.337193592
0.757,0.584,0.639,0.501221731
0.753,0.938,0.471,0.563396535
0.803,0.384,0.55,0.414694444
0.267,0.898,0.532,0.350129565
0.505,0.505,0.622,0.66168529
0.936,0.736,0.377,0.563059789
0.419,0.834,0.089,0.515631994
0.55,0.555,0.625,0.382954083
0.418,0.426,0.366,0.721120953
0.658,0.631,0.711,0.337727458
0.524,0.919,0.848,0.361102556
0.369,0.852,0.538,0.395175498
0.725,0.733,0.843,0.411942983
0.347,0.35,0.349,0.335205969
0.258,0.946,0.636,0.73708764
0.371,0.806,0.645,0.38442016
0.67,0.576,0.509,0.443424624
0.533,0.524,0.462,0.557413134
0.477,0.929,0.364,0.632343218
0.594,0.526,0.817,0.493612093
0.199,0.0673,0.0575,0.305904964
0.803,0.538,0.546,0.563240482
0.505,0.828,0.31,0.536185818
0.44,0.829,0.651,0.553589835
0.102,0.614,0.0379,0.748845002
0.418,0.352,0.643,0.679003068
0.383,0.261,0.35,0.531188015
0.39,0.574,0.6,0.402690682
0.51,0.448,0.286,0.475579757
0.657,0.847,0.835,0.48857733
0.593,0.459,0.207,0.677766964
0.752,0.774,0.109,0.563129602
0.539,0.74,0.726,0.508527476
0.284,0.634,0.377,0.581203004
0.808,0.982,0.961,0.513328159
0.272,0.872,0.419,0.361332528
0.607,0.753,0.703,0.365414547
0.706,0.815,0.106,0.525594747
0.868,0.798,0.769,0.336815779
0.786,0.71,0.877,0.415885375
0.597,0.945,0.939,0.60740759
0.654,0.35,0.544,0.342294061
0.606,0.951,0.67,0.401869351
0.38,0.477,0.357,0.484606192
0.446,0.385,0.526,0.692127947
0.36,0.598,0.112,0.585461609
0.469,0.926,0.56,0.633858575
0.782,0.909,0.599,0.563265122
0.628,0.488,0.491,0.413072314
0.289,0.792,0.547,0.42951948
0.718,0.657,0.624,0.436825225
0.51,0.706,0.495,0.555717084
0.582,0.893,0.805,0.554501513
0.365,0.48,0.404,0.594249857
0.458,0.878,0.348,0.403043855
0.378,0.71,0.427,0.444266489
0.353,0.872,0.355,0.457218889
0.408,0.697,0.642,0.483386515
0.852,0.942,0.797,0.624388621
0.35,0.634,0.357,0.396185736
0.53,0.77,0.43,0.431318196
0.634,0.76,0.554,0.518769481
0.611,0.78,0.474,0.771920314
0.584,0.441,0.768,0.410534399
0.587,0.813,0.712,0.483168862
0,0.689,0,0
0.78,0.679,0.757,0.298866152
0.449,0.234,0.346,0.304746886
0.619,0.76,0.784,0.54473588
0.517,0.612,0.529,0.53351649
0.81,0.38,0.722,0.353225985
0.335,0.868,0.288,0.45651665
0.827,0.806,0.528,0.558645131
0.236,0.772,0.441,0.666646133
0.601,0.89,0.688,0.460294776
0.794,0.93,0.339,0.563178882
0.692,0.905,0.642,0.398107652
0.522,0.415,0.352,0.512954453
0.643,0.975,0.865,0.730196668
0.483,0.688,0.362,0.488819623
0.899,0.388,0.69,0.375783858
0.579,0.163,0.364,0.341308463
0.253,0.811,0.486,0.449699598
0.821,0.892,0.426,0.563191202
0.435,0.374,0.481,0.387348208
0.778,0.922,0.205,0.563248695
0.489,0.941,0.877,0.522876139
0.479,0.594,0.718,0.644231993
0.573,0.787,0.464,0.428673508
0.576,0.482,0.781,0.483554888
0.503,0.816,0.625,0.595046549
0.494,0.425,0.41,0.637575101
0.359,0.0955,0.229,0.360137491
0.483,0.573,0.172,0.532986731
0.399,0.262,0.646,0.54339711
0.43,0.878,0.435,0.6252387
0.418,0.986,0.602,0.720090182
0.785,0.921,0.155,0.563084429
0.594,0.881,0.234,0.451863807
0.171,0.942,0.352,0.395668297
0.734,0.544,0.669,0.355706407
0.777,0.966,0.118,0.563240482
0.683,0.71,0.931,0.526395545
0.487,0.587,0.841,0.394768939
0.575,0.843,0.858,0.526346265
0.371,0.526,0.682,0.844834029
0.904,0.655,0.83,0.435326295
0.587,0.321,0.455,0.556575376
0.609,0.843,0.625,0.381623526
0.325,0.333,0.114,0.378752972
0.527,0.898,0.51,0.546152677
0.791,0.904,0.627,0.563141922
0.507,0.436,0.658,0.692415413
0.479,0.581,0.324,0.284546235
0.184,0.219,0.21,0.724496626
0.562,0.653,0.285,0.566521702
0.752,0.514,0.52,0.369664938
0.337,0.399,0.208,0.545134226
0.751,0.901,0.973,0.509295421
0.721,0.416,0.84,0.465263832
0.847,0.801,0.841,0.382695364
0.182,0.815,0.342,0.714985606
0.514,0.818,0.275,0.476635169
0.685,0.46,0.823,0.485312537
0.494,0.161,0.34,0.381184114
0.335,0.198,0.154,0.419601901
0.486,0.694,0.381,0.721642499
0.259,0.278,0.234,0.696949164
0.541,0.756,0.568,0.701068142
0.167,0.883,0.31,0.656724447
0.655,0.553,0.531,0.287601588
0.708,0.729,0.435,0.500934265
0.298,0.483,0.0642,0.674719823
0.756,0.264,0.388,0.398370478
0.731,0.776,0.931,0.465255619
0.677,0.00709,0.691,0.369467818
0.292,0.456,0.511,0.613505977
0.645,0.779,0.191,0.525241574
0.505,0.145,0.346,0.516814712
0.72,0.0985,0.51,0.616208158
0.49,0.687,0.416,0.58805291
0.809,0.788,0.745,0.513381545
