0.8316831683168316,0.464,0.731,0.843,0.03365661266386231,2.31e-05,0.662,0.42,0.38999289548144406,0.5589999999999999,0.8516169446402005,0.0524,1.0
0.9405940594059405,0.835,0.0897,0.0458,0.11554862643003057,0.866,0.0576,0.01,0.3106111939287167,0.111,0.5523608174770965,0.0551,0.18181818181818182
0.8316831683168316,0.0189,0.627,0.777,0.04272405882590072,1.09e-06,0.643,0.42,0.46240559819635574,0.173,0.8314149244381803,0.0322,0.18181818181818182
0.9405940594059405,0.916,0.193,0.117,0.49557137004499036,0.949,0.0766,0.0,0.40572139609949615,0.386,0.5698222535431837,0.0411,0.18181818181818182
0.8316831683168316,0.00237,0.389,0.872,0.037686526236250475,4.11e-06,0.222,0.53,0.6674962116078799,0.313,0.8618275781066479,0.103,0.09090909090909091
0.9603960396039604,0.0732,0.66,0.7020000000000001,0.040423072488007104,0.0,0.696,0.0,0.6978690550990319,0.0837,0.821783728760473,0.156,0.6363636363636364
0.8316831683168316,0.225,0.49,0.79,0.07275631800936182,2.14e-06,0.477,0.52,0.6571761797402129,0.978,0.8198731501057083,0.0317,0.9090909090909091
0.9306930693069307,0.0075,0.809,0.693,0.0790864679240967,0.8759999999999999,0.385,0.0,0.5091927542124046,0.0836,0.792107117688513,0.0726,0.9090909090909091
0.8316831683168316,0.209,0.752,0.726,0.032731680655646106,0.0,0.968,0.42,0.6909657627912134,0.0525,0.8826403570589617,0.109,0.8181818181818182
0.9504950495049505,0.153,0.7609999999999999,0.424,0.03925889190032934,0.828,0.7509999999999999,0.0,0.3982760249192015,0.3670000000000001,0.7864536841281028,0.128,0.09090909090909091
0.8316831683168316,0.12,0.956,0.379,0.03966913946448443,0.000185,0.586,0.43,0.4605001088264403,0.0964,0.7866729308589775,0.0372,0.0
0.8415841584158416,0.524,0.715,0.898,0.08333631769061371,1.97e-05,0.892,0.06,0.49282772158500576,0.0962,0.8168193563542402,0.0507,0.45454545454545453
0.8316831683168316,0.457,0.436,0.6779999999999999,0.05436155222828364,0.0384,0.194,0.55,0.6993104921008431,0.0873,0.8267011197243757,0.0301,0.45454545454545453
0.9900990099009901,0.171,0.664,0.833,0.04172900223404923,0.0015,0.895,0.0,0.5338244896450616,0.116,0.8586328400281888,0.0321,0.36363636363636365
0.8316831683168316,0.233,0.504,0.588,0.03546410193189478,0.00466,0.7120000000000001,0.43,0.3454767214084195,0.14800000000000002,0.8715057552266855,0.0253,0.09090909090909091
0.8316831683168316,0.000913,0.463,0.909,0.03767902628078146,0.0043100000000000005,0.6990000000000001,0.0,0.5834657730578587,0.0428,0.8650379766658837,0.142,0.09090909090909091
0.8316831683168316,0.194,0.369,0.84,0.03638659645458355,0.0,0.328,0.47,0.8151716377763267,0.154,0.872320100227077,0.0567,0.8181818181818182
0.8316831683168316,0.00547,0.276,0.769,0.062046381599609256,0.578,0.261,0.0,0.6203107097537237,0.0934,0.8627672069532535,0.0368,0.7272727272727273
0.8316831683168316,0.711,0.6579999999999999,0.439,0.040494134566076014,0.0,0.565,0.42,0.4391331666030135,0.0922,0.7759141805653433,0.0348,0.6363636363636364
0.9900990099009901,0.209,0.547,0.759,0.030836629407512892,0.0,0.772,0.0,0.591502503008127,0.0873,0.8325111580925534,0.0321,0.36363636363636365
