0.139,0.786,230227,0.538,0,0,7,0.0557,-8.106,1,58,0.0602,162.833,0.916
0.265,0.699,254467,0.668,0,0,1,0.141,-5.305,1,56,0.106,83.074,0.472
0.0942,0.532,331133,0.433,0,0.0121,3,0.142,-9.423,1,60,0.0278,140.666,0.0395
0.0643,0.833,188600,0.808,0,0.000646,10,0.272,-4.413,0,58,0.164,94.008,0.786
0.0209,0.783,206093,0.649,0,0.00482,7,0.067,-4.127,1,64,0.0322,103.997,0.665
0.00775,0.363,181337,0.756,0,0,11,0.0794,-4.687,0,53,0.0494,155.644,0.68
0.428,0.631,217627,0.496,0,1.01E-06,9,0.107,-8.279,0,51,0.0598,143.735,0.365
0.152,0.808,159467,0.709,0,0.000241,2,0.0707,-6.091,1,59,0.0442,99.02,0.853
0.000642,0.65,218973,0.914,0,1.23E-06,9,0.0251,-4.672,1,56,0.0716,99.107,0.586
0.0375,0.859,222333,0.687,1,0,9,0.0542,-2.089,0,50,0.12,102.068,0.73
0.141,0.623,196600,0.853,0,0,4,0.143,-5.356,1,57,0.0472,106.098,0.782
0.699,0.681,140440,0.638,0,0.000629,4,0.0581,-7.818,1,56,0.0367,96.882,0.677
0.00087,0.289,251800,0.736,0,0.00395,11,0.0636,-3.38,0,52,0.0369,152.158,0.13
0.738,0.7,164933,0.341,0,0,4,0.345,-9.454,1,55,0.0955,118.958,0.567
0.113,0.744,234707,0.406,0,0,8,0.0316,-6.378,0,54,0.0722,89.942,0.725
0.26,0.611,227360,0.577,0,0.000807,0,0.467,-8.728,1,56,0.0297,119.877,0.214
0.334,0.696,206520,0.467,0,9.95E-06,9,0.437,-10.002,0,51,0.231,95.348,0.298
0.191,0.551,283560,0.671,0,2.49E-06,7,0.202,-7.888,1,51,0.0286,77.066,0.561
0.000563,0.388,251333,0.746,0,0,1,0.0719,-5.306,1,55,0.0318,159.675,0.458
0.215,0.687,245893,0.363,0,3.08E-06,8,0.305,-10.144,1,53,0.0857,137.365,0.519
0.122,0.743,248360,0.457,0,0,1,0.0864,-8.262,0,51,0.0619,81.672,0.727
0.782,0.803,211907,0.248,0,1.12E-06,3,0.136,-12.978,1,61,0.0497,95.972,0.968
0.552,0.475,201200,0.477,0,0.00729,5,0.133,-7.527,0,62,0.0266,129.006,0.227
0.31,0.587,254493,0.778,0,0,7,0.318,-4.233,1,51,0.0343,81.943,0.319
0.198,0.639,329155,0.824,0,3.33E-06,4,0.0936,-4.685,1,62,0.0313,92.026,0.731
0.000132,0.544,176947,0.895,0,0.107,1,0.147,-6.207,1,52,0.0522,98.128,0.875
0.729,0.339,251467,0.273,0,0,5,0.152,-9.945,0,51,0.0309,96.804,0.304
0.362,0.707,234893,0.538,1,0,0,0.317,-5.264,1,55,0.505,121.732,0.439
0.095,0.784,212880,0.765,1,0,1,0.182,-3.545,1,51,0.212,94.812,0.845
0.604,0.776,201067,0.648,0,0,9,0.318,-6.179,0,59,0.0553,93.012,0.793
0.546,0.745,199240,0.575,0,0.000127,4,0.116,-8.184,0,61,0.0434,123.325,0.723
0.772,0.68,122867,0.675,0,0,2,0.069,-7.998,1,62,0.191,84.967,0.805
0.0257,0.661,188840,0.66,0,0.00977,7,0.256,-9.061,1,53,0.0373,120.617,0.814
0.155,0.527,306347,0.908,0,8.89E-05,11,0.581,-5.105,0,50,0.036,99.482,0.893
0.0424,0.835,244253,0.718,1,0,1,0.258,-6.405,1,58,0.232,94.387,0.507
0.232,0.668,287000,0.806,0,0,6,0.18,-3.9,1,53,0.239,95.022,0.721
0.129,0.871,218240,0.67,0,1.90E-05,8,0.239,-4.969,1,54,0.0538,105.278,0.962
0.000201,0.446,153773,0.953,0,0.0241,5,0.357,-2.268,0,58,0.0989,120.013,0.232
0.223,0.619,231800,0.896,0,0,9,0.101,-4.233,0,68,0.0315,136.648,0.952
0.139,0.672,252107,0.94,1,1.75E-06,1,0.391,-3.914,0,50,0.142,145.976,0.519
0.056,0.85,207693,0.436,0,1.94E-05,8,0.296,-9.08,1,51,0.051,87.711,0.77
0.227,0.351,201533,0.618,0,9.26E-06,2,0.0506,-5.932,1,56,0.0295,104.817,0.496
0.175,0.611,297307,0.556,0,7.14E-05,9,0.0359,-5.761,1,62,0.0288,126.532,0.252
0.0529,0.717,272840,0.664,1,0,9,0.096,-5.023,0,58,0.205,94.331,0.717
0.0244,0.541,232067,0.677,0,0,0,0.0854,-6.211,1,54,0.0271,131.922,0.237
0.228,0.755,236160,0.658,0,0.00014,10,0.0298,-6.364,1,53,0.0722,112.835,0.965
0.0146,0.758,233667,0.683,1,5.90E-05,2,0.159,-5.594,1,49,0.107,78.96,0.738
0.0185,0.372,289560,0.872,0,0,0,0.368,-6.651,1,50,0.056,173.525,0.65
0.96,0.122,195600,0.0407,0,0.847,4,0.104,-26.194,0,58,0.0457,74.418,0.0342
0.125,0.74,359400,0.94,1,8.33E-05,9,0.132,-4.195,1,52,0.285,89.981,0.489
0.986,0.216,174333,0.149,0,0.94,7,0.0921,-18.173,1,57,0.0402,123.201,0.117
0.853,0.536,233240,0.394,0,2.55E-05,0,0.115,-9.647,1,55,0.0345,100.157,0.383
0.151,0.841,272507,0.739,0,5.90E-05,11,0.0897,-5.111,0,50,0.206,85.891,0.571
0.0716,0.73,172200,0.508,0,0,0,0.0605,-9.575,0,62,0.319,76.494,0.936
0.314,0.635,155333,0.672,0,5.03E-06,10,0.0688,-6.788,0,62,0.0637,166.903,0.895
0.000328,0.383,231097,0.946,1,1.13E-06,1,0.0537,-8.122,0,54,0.0789,108.591,0.534
0.729,0.332,249093,0.371,0,0.00021,4,0.176,-9.884,1,50,0.0396,173.273,0.375
0.871,0.668,135147,0.172,0,0,0,0.095,-13.835,1,51,0.2,94.51,0.573
0.0506,0.662,173693,0.908,1,0,1,0.0508,-4.764,0,54,0.0449,149.941,0.967
0.338,0.797,280467,0.644,0,6.51E-05,8,0.0592,-9.253,1,60,0.188,96.87,0.706
0.104,0.721,275067,0.469,1,0.000111,1,0.0724,-9.563,1,50,0.193,86.811,0.694
