0.557,0.0621,0.529
0.499,0.935,0.769
0.858,0.846,0.669
0.445,0.927,0.449
0.59,0.846,0.486
0.202,0.989,0.0356
0.859,0.404,0.664
0.463,0.346,0.509
0.793,0.774,0.718
0.308,0.974,0.393
0.559,0.805,0.563
0.637,0.156,0.546
0.869,0.53,0.495
0.272,0.94,0.248
0.447,0.215,0.177
0.281,0.952,0.147
0.53,0.905,0.373
0.516,0.881,0.688
0.687,0.831,0.357
0.562,0.741,0.85
0.5,0.976,0.326
0.765,0.533,0.756
0.135,0.202,0.234
0.142,0.133,0.0395
0.649,0.749,0.688
0.45,0.345,0.507
0.455,0.77,0.471
0.47,0.394,0.622
0.657,0.508,0.485
0.695,0.863,0.863
0.711,0.832,0.904
0.55,0.472,0.391
0.726,0.458,0.504
0.797,0.32,0.605
0.389,0.381,0.178
0.654,0.884,0.966
0.687,0.535,0.8
0.584,0.789,0.547
0.659,0.733,0.665
0.394,0.967,0.398
0.611,0.264,0.42
0.667,0.384,0.518
0.362,0.846,0.321
0.654,0.924,0.506
0.723,0.438,0.59
0.375,0.564,0.32
0.548,0.347,0.498
0.433,0.947,0.251
0.733,0.399,0.946
0.689,0.707,0.455
0.236,0.856,0.376
0.644,0.829,0.863
0.765,0.5,0.926
0.515,0.461,0.864
0.638,0.472,0.188
0.829,0.564,0.868
0.519,0.975,0.348
0.285,0.0312,0.0945
0.885,0.368,0.388
0.177,0.125,0.172
0.286,0.82,0.186
0.509,0.328,0.477
0.503,0.959,0.618
0.442,0.391,0.729
0.636,0.801,0.908
0.898,0.525,0.966
0.531,0.953,0.237
0.774,0.606,0.853
0.478,0.39,0.377
0.139,0.154,0.161
0.562,0.406,0.489
0.474,0.42,0.23
0.545,0.388,0.848
0.485,0.418,0.665
0.492,0.864,0.759
0.568,0.348,0.436
0.438,0.279,0.274
0.823,0.603,0.564
0.771,0.457,0.675
0.708,0.456,0.962
0.288,0.911,0.139
0.49,0.328,0.593
0.53,0.964,0.323
0.284,0.949,0.231
0.377,0.115,0.112
0.733,0.366,0.555
0.389,0.372,0.614
0.205,0.0815,0.126
0.193,0.557,0.176
0.51,0.96,0.749
0.841,0.742,0.962
0.359,0.822,0.749
0.458,0.981,0.545
0.434,0.0905,0.152
0.552,0.644,0.445
0.839,0.644,0.812
0.435,0.22,0.285
0.601,0.466,0.165
0.437,0.354,0.396
0.477,0.15,0.365
0.36,0.697,0.634
0.493,0.947,0.459
0.608,0.383,0.369
0.807,0.503,0.712
0.332,0.981,0.101
0.619,0.51,0.541
0.256,0.547,0.0647
0.347,0.822,0.63
0.467,0.242,0.422
0.654,0.605,0.708
0.58,0.858,0.691
0.349,0.445,0.425
0.663,0.733,0.528
0.659,0.768,0.867
0.183,0.99,0.038
0.617,0.568,0.949
0.643,0.441,0.851
0.543,0.224,0.284
0.712,0.559,0.741
0.437,0.803,0.97
0.476,0.513,0.275
0.462,0.41,0.124
0.518,0.806,0.662
0.348,0.47,0.435
0.595,0.568,0.383
0.773,0.341,0.613
0.685,0.924,0.751
0.328,0.0631,0.156
0.447,0.609,0.255
0.482,0.473,0.66
0.498,0.535,0.345
0.414,0.379,0.883
0.516,0.526,0.768
0.58,0.943,0.561
0.586,0.917,0.892
0.639,0.38,0.231
0.773,0.264,0.707
0.139,0.0676,0.0376
0.719,0.423,0.967
0.26,0.0913,0.0336
0.922,0.61,0.872
0.681,0.69,0.494
0.239,0.94,0.148
0.802,0.68,0.879
0.637,0.934,0.519
0.598,0.882,0.862
0.233,0.316,0.169
0.412,0.511,0.505
0.708,0.604,0.632
0.533,0.615,0.904
0.606,0.89,0.945
0.763,0.505,0.96
0.724,0.566,0.665
0.529,0.295,0.623
0.369,0.326,0.763
0.363,0.186,0.0754
0.374,0.85,0.348
0.804,0.842,0.426
0.632,0.453,0.86
0.441,0.387,0.554
0.6,0.551,0.776
0.686,0.58,0.6
0.26,0.32,0.126
0.0823,0.0507,0.0575
0.8,0.48,0.647
0.537,0.37,0.709
0.359,0.106,0.158
0.605,0.857,0.554
0.559,0.83,0.622
0.708,0.517,0.816
0.507,0.988,0.482
0.498,0.276,0.145
0.286,0.837,0.315
0.56,0.239,0.601
0.637,0.626,0.485
0.734,0.73,0.834
0.813,0.531,0.604
0.547,0.445,0.541
0.66,0.669,0.798
0.528,0.965,0.902
0.522,0.0287,0.152
0.672,0.726,0.939
0.417,0.461,0.233
0.465,0.371,0.302
0.783,0.848,0.793
0.616,0.382,0.886
0.549,0.574,0.411
0.669,0.802,0.506
0.711,0.365,0.547
0.585,0.0465,0.412
0.465,0.0839,0.46
0.295,0.994,0.0678
0.443,0.192,0.113
0.148,0.881,0.51
0.54,0.71,0.481
0.823,0.402,0.495
0.272,0.979,0.872
0.63,0.596,0.958
0.466,0.487,0.795
0.495,0.853,0.703
0.132,0.17,0.102
0.303,0.303,0.288
0.474,0.655,0.741
0.623,0.586,0.546
0.347,0.587,0.522
0.869,0.531,0.949
0.295,0.933,0.372
0.542,0.401,0.764
0.498,0.952,0.928
0.56,0.356,0.769
0.0744,0.0836,0.0394
0.508,0.305,0.577
0.777,0.521,0.638
0.339,0.863,0.271
0.668,0.874,0.91
0.418,0.576,0.489
0.384,0.455,0.481
0.733,0.872,0.806
0.726,0.707,0.962
0.444,0.335,0.275
0.519,0.642,0.401
0.489,0.88,0.425
0.417,0.681,0.257
0.209,0.237,0.123
0.529,0.747,0.189
0.408,0.507,0.109
0.122,0.866,0.24
0.537,0.557,0.444
0.499,0.892,0.228
0.624,0.751,0.708
0.171,0.00372,0.0663
0.785,0.481,0.968
0.445,0.99,0.352
0.14,0.158,0.0998
0.686,0.794,0.748
0.597,0.72,0.598
0.706,0.695,0.814
0.483,0.403,0.362
0.573,0.295,0.392
0.501,0.932,0.347
0.473,0.179,0.583
0.684,0.661,0.653
0.272,0.275,0.444
0.0821,0.166,0.0756
0.574,0.521,0.381
0.469,0.216,0.543
0.711,0.262,0.647
0.414,0.827,0.508
0.661,0.485,0.898
0.679,0.94,0.283
0.205,0.316,0.154
0.496,0.423,0.391
0.477,0.652,0.816
0.329,0.0238,0.28
0.708,0.467,0.963
0.339,0.619,0.656
0.508,0.903,0.504
0.159,0.914,0.0833
0.326,0.883,0.224
0.495,0.368,0.26
0.435,0.612,0.296
0.136,0.0776,0.0393
0.547,0.519,0.552
0.435,0.0101,0.211
0.536,0.23,0.125
0.544,0.371,0.534
0.752,0.778,0.543
0.757,0.462,0.58
0.157,0.0214,0.0353
0.34,0.988,0.66
0.572,0.838,0.575
0.543,0.411,0.874
0.81,0.93,0.969
0.329,0.0603,0.241
0.301,0.105,0.264
0.978,0.837,0.966
0.66,0.462,0.57
0.776,0.69,0.694
0.649,0.537,0.492
0.541,0.882,0.701
0.454,0.725,0.336
0.607,0.784,0.643
0.428,0.682,0.122
0.591,0.81,0.814
0.34,0.883,0.679
0.354,0.0161,0.424
0.526,0.441,0.693
0.599,0.715,0.947
0.617,0.691,0.326
0.399,0.989,0.363
0.442,0.372,0.856
0.43,0.532,0.102
0.471,0.231,0.306
0.533,0.375,0.397
0.789,0.536,0.743
0.0953,0.0231,0.0752
0.634,0.59,0.428
0.623,0.301,0.554
0.713,0.683,0.775
0.184,0.0273,0.0577
0.867,0.907,0.693
0.747,0.107,0.529
0.791,0.322,0.953
0.711,0.94,0.863
0.587,0.147,0.252
0.26,0.032,0.0859
0.367,0.352,0.382
0.702,0.689,0.964
0.71,0.529,0.882
0.368,0.98,0.944
0.506,0.967,0.605
0.489,0.338,0.584
0.647,0.579,0.639
0.165,0.232,0.148
0.849,0.521,0.905
0.33,0.34,0.475
0.549,0.254,0.67
0.519,0.297,0.502
0.458,0.367,0.196
0.549,0.508,0.259
0.307,0.966,0.216
0.445,0.144,0.729
0.734,0.693,0.708
0.191,0.307,0.0615
0.489,0.669,0.713
0.488,0.44,0.645
0.727,0.842,0.863
0.714,0.41,0.859
0.692,0.754,0.653
0.277,0.839,0.556
0.156,0.106,0.0346
0.738,0.564,0.933
0.775,0.688,0.852
0.632,0.285,0.618
0.527,0.944,0.6
0.669,0.515,0.886
0.406,0.529,0.876
0.461,0.933,0.565
0.218,0.958,0.356
0.843,0.519,0.954
0.484,0.979,0.683
0.678,0.722,0.764
0.683,0.433,0.422
0.794,0.622,0.901
0.462,0.458,0.616
0.746,0.503,0.896
0.762,0.267,0.919
0.531,0.573,0.349
0.526,0.791,0.392
0.588,0.232,0.339
0.447,0.856,0.173
0.506,0.636,0.401
0.685,0.287,0.268
0.817,0.433,0.686
0.22,0.986,0.753
0.892,0.57,0.872
0.897,0.296,0.517
0.421,0.0867,0.379
0.376,0.988,0.596
0.578,0.855,0.732
0.724,0.301,0.529
0.412,0.81,0.966
0.255,0.358,0.636
0.726,0.616,0.709
0.249,0.805,0.383
0.433,0.842,0.812
0.861,0.716,0.59
0.714,0.412,0.507
0.416,0.0453,0.108
0.145,0.179,0.196
0.707,0.592,0.584
0.612,0.697,0.796
0.614,0.906,0.918
0.51,0.565,0.515
0.568,0.494,0.633
0.174,0.136,0.0838
0.196,0.211,0.457
0.533,0.734,0.466
0.765,0.352,0.435
0.393,0.852,0.262
0.293,0.657,0.356
0.452,0.969,0.357
0.775,0.45,0.898
0.215,0.135,0.0386
0.398,0.0451,0.0699
0.548,0.348,0.807
0.954,0.558,0.861
0.227,0.322,0.253
0.487,0.887,0.573
0.541,0.742,0.342
0.753,0.569,0.838
0.579,0.489,0.659
0.382,0.0338,0.165
0.647,0.657,0.756
0.526,0.0921,0.292
0.265,0.264,0.186
0.783,0.185,0.65
0.422,0.78,0.923
0.54,0.352,0.665
0.685,0.422,0.687
0.608,0.352,0.185
0.345,0.222,0.114
0.422,0.597,0.9
0.616,0.331,0.595
0.303,0.495,0.136
0.625,0.331,0.537
0.399,0.755,0.631
0.385,0.32,0.452
0.678,0.366,0.296
0.695,0.54,0.983
0.356,0.0641,0.265
0.627,0.716,0.708
0.691,0.262,0.722
0.275,0.631,0.109
0.845,0.599,0.922
0.398,0.794,0.345
0.435,0.622,0.5
0.668,0.537,0.753
0.475,0.157,0.519
0.613,0.279,0.955
0.543,0.235,0.206
0.494,0.357,0.292
0.458,0.613,0.659
0.64,0.714,0.926
0.909,0.307,0.313
0.482,0.386,0.29
0.428,0.946,0.358
0.332,0.232,0.151
0.646,0.484,0.775
0.695,0.182,0.308
0.559,0.844,0.613
0.571,0.935,0.583
0.476,0.419,0.838
0.655,0.437,0.674
0.705,0.441,0.891
0.25,0.0968,0.0898
0.639,0.443,0.355
0.672,0.773,0.727
0.43,0.671,0.866
0.888,0.753,0.747
0.845,0.38,0.599
0.864,0.302,0.704
0.833,0.66,0.858
0.848,0.637,0.674
0.51,0.882,0.925
0.361,0.445,0.916
0.278,0.07,0.0933
0.654,0.749,0.663
0.46,0.431,0.871
0.341,0.481,0.307
0.608,0.621,0.53
0.15,0.777,0.0778
0.204,0.457,0.0746
0.367,0.981,0.205
0.367,0.191,0.274
0.766,0.596,0.458
0.637,0.81,0.964
0.363,0.902,0.574
0.506,0.846,0.935
0.674,0.659,0.697
0.764,0.501,0.702
0.579,0.388,0.902
0.539,0.796,0.953
0.629,0.699,0.893
0.538,0.896,0.738
0.602,0.75,0.738
0.53,0.713,0.784
0.44,0.267,0.976
0.61,0.83,0.584
0.706,0.566,0.86
0.323,0.918,0.245
0.585,0.888,0.732
0.454,0.768,0.597
0.789,0.649,0.973
0.811,0.522,0.638
0.62,0.314,0.355
0.585,0.611,0.744
0.945,0.652,0.541
0.845,0.664,0.678
0.701,0.674,0.88
0.652,0.529,0.928
0.58,0.801,0.968
0.491,0.5,0.406
0.774,0.819,0.836
0.285,0.979,0.108
0.664,0.298,0.23
0.619,0.652,0.668
0.423,0.259,0.4
0.53,0.416,0.435
0.539,0.558,0.443
0.587,0.0106,0.297
0.483,0.0417,0.112
0.79,0.692,0.892
0.608,0.411,0.603
0.613,0.801,0.691
0.831,0.595,0.644
0.294,0.892,0.234
0.705,0.803,0.938
0.817,0.37,0.811
0.629,0.579,0.826
0.688,0.336,0.939
0.497,0.932,0.502
0.83,0.382,0.54
0.448,0.366,0.353
0.387,0.271,0.145
0.115,0.604,0.185
0.267,0.936,0.113
0.65,0.872,0.603
0.211,0.0117,0.0672
0.619,0.956,0.742
0.374,0.295,0.126
0.219,0.111,0.162
0.743,0.444,0.764
0.206,0.0222,0.0951
0.582,0.629,0.589
0.559,0.273,0.55
0.386,0.38,0.81
0.617,0.513,0.701
0.372,0.273,0.499
0.697,0.627,0.971
0.729,0.616,0.957
0.862,0.42,0.672
0.703,0.536,0.652
0.332,0.474,0.287
0.563,0.211,0.45
0.511,0.89,0.106
0.404,0.168,0.208
0.647,0.547,0.677
0.649,0.58,0.848
0.755,0.694,0.427
0.367,0.387,0.189
0.479,0.978,0.941
0.73,0.156,0.481
0.4,0.496,0.397
0.228,0.181,0.0875
0.765,0.601,0.957
0.658,0.524,0.66
0.678,0.472,0.702
0.548,0.933,0.419
0.663,0.509,0.716
0.639,0.676,0.231
0.657,0.95,0.858
0.887,0.393,0.337
0.585,0.481,0.746
0.432,0.181,0.104
0.354,0.592,0.284
0.626,0.827,0.743
0.452,0.608,0.889
0.857,0.858,0.672
0.562,0.538,0.325
0.748,0.498,0.633
0.578,0.124,0.32
0.816,0.743,0.568
0.498,0.694,0.862
0.505,0.0649,0.549
0.587,0.968,0.845
0.556,0.435,0.593
0.694,0.574,0.578
0.537,0.915,0.847
0.371,0.195,0.119
0.331,0.55,0.228
0.688,0.501,0.875
0.514,0.719,0.438
0.275,0.338,0.158
0.598,0.156,0.159
0.455,0.308,0.572
0.183,0.408,0.132
0.79,0.748,0.934
0.593,0.561,0.526
0.494,0.345,0.527
0.468,0.715,0.5
0.435,0.716,0.449
0.627,0.571,0.566
0.528,0.151,0.396
0.665,0.577,0.967
0.453,0.276,0.597
0.635,0.652,0.59
0.543,0.849,0.2
0.595,0.939,0.773
0.454,0.0932,0.297
0.67,0.614,0.897
0.427,0.397,0.294
0.315,0.116,0.0742
0.215,0.782,0.361
0.316,0.274,0.134
0.58,0.0921,0.317
0.54,0.885,0.813
0.477,0.366,0.56
0.498,0.246,0.152
0.571,0.934,0.474
0.59,0.559,0.311
0.813,0.393,0.891
0.801,0.871,0.628
0.64,0.591,0.896
0.692,0.659,0.733
0.168,0.451,0.365
0.619,0.223,0.431
0.525,0.607,0.571
0.793,0.878,0.955
0.833,0.616,0.933
0.602,0.794,0.401
0.55,0.823,0.357
0.642,0.636,0.604
0.89,0.489,0.961
0.344,0.784,0.488
0.287,0.685,0.343
0.333,0.895,0.284
0.452,0.139,0.674
0.685,0.48,0.867
0.792,0.806,0.809
0.78,0.79,0.776
0.672,0.837,0.911
0.34,0.015,0.135
0.345,0.575,0.517
0.668,0.487,0.723
0.708,0.759,0.389
0.492,0.348,0.381
0.599,0.0732,0.53
0.783,0.631,0.948
0.573,0.389,0.534
0.565,0.579,0.964
0.52,0.634,0.478
0.767,0.41,0.771
0.244,0.856,0.563
0.426,0.482,0.508
0.303,0.0338,0.0514
0.623,0.55,0.74
0.491,0.134,0.348
0.788,0.736,0.848
0.349,0.266,0.919
0.598,0.268,0.319
0.774,0.847,0.688
0.505,0.438,0.346
0.696,0.765,0.792
0.729,0.753,0.468
0.643,0.816,0.616
0.391,0.147,0.486
0.442,0.39,0.63
0.312,0.79,0.813
0.482,0.967,0.269
0.905,0.39,0.94
0.534,0.504,0.81
0.318,0.0482,0.0613
0.503,0.893,0.182
0.669,0.51,0.816
0.613,0.503,0.281
0.737,0.792,0.693
0.731,0.794,0.873
0.913,0.569,0.94
0.588,0.554,0.164
0.317,0.493,0.17
0.463,0.898,0.802
0.523,0.87,0.753
0.438,0.901,0.44
0.675,0.764,0.74
0.526,0.412,0.388
0.53,0.934,0.431
0.83,0.666,0.896
0.232,0.328,0.277
0.55,0.726,0.922
0.685,0.836,0.538
0.489,0.423,0.682
0.281,0.708,0.677
0.479,0.299,0.481
0.477,0.864,0.837
0.186,0.973,0.21
0.498,0.107,0.658
0.691,0.672,0.963
0.524,0.855,0.942
0.226,0.494,0.284
0.524,0.564,0.473
0.157,0.0944,0.039
0.377,0.767,0.753
0.453,0.343,0.765
0.599,0.741,0.848
0.285,0.296,0.27
0.463,0.566,0.812
0.713,0.541,0.577
0.317,0.931,0.248
0.302,0.42,0.338
0.48,0.523,0.904
0.554,0.539,0.803
0.311,0.314,0.565
0.656,0.504,0.64
0.496,0.119,0.254
0.453,0.957,0.303
0.707,0.58,0.535
0.586,0.903,0.55
0.388,0.888,0.528
0.322,0.989,0.0741
0.485,0.956,0.609
0.558,0.524,0.636
0.659,0.818,0.39
0.629,0.498,0.33
0.476,0.954,0.485
0.31,0.334,0.282
0.658,0.628,0.857
0.271,0.994,0.42
0.576,0.482,0.646
0.218,0.104,0.0329
0.72,0.531,0.831
0.851,0.497,0.752
0.486,0.933,0.504
0.341,0.163,0.592
0.366,0.0992,0.21
0.266,0.986,0.302
0.171,0.205,0.1
0.618,0.489,0.639
0.292,0.884,0.247
0.76,0.612,0.592
0.505,0.537,0.277
0.881,0.83,0.751
0.644,0.553,0.646
0.306,0.0112,0.0828
0.811,0.927,0.557
0.639,0.883,0.33
0.832,0.508,0.961
0.593,0.165,0.437
0.456,0.346,0.937
0.71,0.625,0.183
0.544,0.392,0.402
0.791,0.248,0.864
0.577,0.0846,0.433
