0.552,0.513,0.326
0.675,0.588,0.732
0.517,0.664,0.699
0.291,0.0522,0.11
0.338,0.332,0.674
0.722,0.652,0.701
0.293,0.831,0.553
0.534,0.57,0.644
0.601,0.869,0.396
0.73,0.481,0.812
0.688,0.556,0.478
0.811,0.955,0.706
0.683,0.476,0.794
0.644,0.523,0.933
0.271,0.284,0.354
0.481,0.824,0.54
0.517,0.352,0.312
0.235,0.98,0.362
0.863,0.447,0.976
0.449,0.618,0.512
0.684,0.711,0.41
0.843,0.539,0.327
0.57,0.474,0.331
0.636,0.211,0.162
0.548,0.827,0.774
0.69,0.394,0.76
0.489,0.954,0.674
0.209,0.0797,0.208
0.813,0.465,0.632
0.449,0.66,0.498
0.692,0.805,0.894
0.615,0.558,0.812
0.69,0.164,0.743
0.339,0.599,0.96
0.261,0.626,0.358
0.772,0.591,0.637
0.513,0.347,0.52
0.779,0.747,0.869
0.483,0.438,0.512
0.355,0.239,0.157
0.377,0.84,0.311
0.852,0.867,0.782
0.929,0.738,0.716
0.257,0.284,0.141
0.691,0.837,0.64
0.368,0.891,0.527
0.535,0.725,0.524
0.6,0.534,0.972
0.677,0.827,0.321
0.476,0.453,0.41
0.635,0.316,0.914
0.542,0.795,0.724
0.594,0.909,0.351
0.567,0.125,0.323
0.784,0.561,0.606
0.411,0.881,0.345
0.318,0.879,0.309
0.334,0.0115,0.131
0.206,0.733,0.299
0.378,0.259,0.826
0.746,0.497,0.939
0.529,0.563,0.222
0.5,0.333,0.388
0.733,0.886,0.612
0.607,0.813,0.765
0.585,0.892,0.652
0.653,0.661,0.782
0.914,0.806,0.76
0.658,0.472,0.898
0.475,0.144,0.113
0.557,0.855,0.601
0.582,0.465,0.941
0.584,0.602,0.203
0.876,0.444,0.804
0.793,0.442,0.83
0.343,0.841,0.508
0.425,0.181,0.196
0.328,0.161,0.276
0.671,0.489,0.8
0.711,0.298,0.217
0.211,0.262,0.181
0.769,0.707,0.93
0.783,0.779,0.74
0.445,0.706,0.963
0.734,0.303,0.688
0.637,0.458,0.55
0.624,0.693,0.781
0.712,0.668,0.749
0.646,0.562,0.964
0.53,0.488,0.14
0.334,0.876,0.732
0.506,0.28,0.886
0.639,0.523,0.731
0.533,0.491,0.274
0.477,0.231,0.246
0.207,0.247,0.192
0.884,0.643,0.162
0.73,0.149,0.922
0.539,0.464,0.0649
0.481,0.715,0.736
0.562,0.923,0.793
0.566,0.965,0.791
0.357,0.39,0.229
0.452,0.813,0.539
0.64,0.94,0.601
0.435,0.448,0.395
0.782,0.425,0.679
0.554,0.463,0.639
0.699,0.696,0.897
0.774,0.666,0.796
0.66,0.816,0.722
0.564,0.862,0.721
0.146,0.138,0.0435
0.495,0.25,0.39
0.72,0.403,0.504
0.614,0.352,0.269
0.634,0.456,0.423
0.548,0.949,0.686
0.417,0.586,0.966
0.413,0.346,0.394
0.466,0.496,0.269
0.247,0.907,0.19
0.514,0.619,0.46
0.498,0.694,0.609
0.607,0.229,0.961
0.712,0.655,0.971
0.473,0.507,0.663
0.6,0.883,0.751
0.24,0.128,0.0547
0.722,0.418,0.718
0.398,0.0977,0.172
0.66,0.445,0.409
0.718,0.554,0.926
0.752,0.376,0.289
0.633,0.533,0.221
0.786,0.651,0.869
0.49,0.527,0.977
0.488,0.43,0.236
0.694,0.568,0.483
0.876,0.606,0.688
0.808,0.765,0.94
0.643,0.577,0.919
0.544,0.301,0.356
0.566,0.887,0.527
0.579,0.637,0.531
0.338,0.425,0.51
0.501,0.549,0.615
0.413,0.431,0.968
0.516,0.744,0.386
0.751,0.884,0.987
0.37,0.461,0.642
0.768,0.48,0.788
0.367,0.299,0.102
0.488,0.44,0.0973
0.54,0.624,0.321
0.721,0.691,0.833
0.95,0.554,0.909
0.855,0.698,0.533
0.528,0.775,0.504
0.496,0.893,0.575
0.332,0.37,0.366
0.113,0.271,0.0535
0.553,0.785,0.567
0.494,0.923,0.617
0.498,0.513,0.383
0.898,0.539,0.524
0.6,0.7,0.56
0.301,0.859,0.352
0.545,0.275,0.499
0.863,0.661,0.512
0.544,0.952,0.302
0.647,0.557,0.64
0.713,0.841,0.968
0.426,0.483,0.297
0.479,0.703,0.567
0.604,0.388,0.655
0.668,0.358,0.771
0.464,0.844,0.429
0.753,0.704,0.795
0.56,0.164,0.38
0.591,0.436,0.42
0.547,0.66,0.253
0.579,0.24,0.964
0.835,0.806,0.846
0.222,0.793,0.66
0.351,0.965,0.121
0.378,0.917,0.804
0.647,0.351,0.845
0.675,0.472,0.567
0.604,0.34,0.694
0.855,0.629,0.964
0.149,0.367,0.374
0.547,0.234,0.197
0.855,0.728,0.935
0.764,0.427,0.972
0.387,0.0946,0.266
0.155,0.161,0.118
0.488,0.901,0.481
0.622,0.452,0.736
0.376,0.284,0.745
0.154,0.115,0.0707
0.28,0.966,0.621
0.638,0.331,0.742
0.112,0.89,0.503
0.625,0.786,0.898
0.0952,0.767,0.489
0.367,0.623,0.814
0.801,0.875,0.637
0.686,0.806,0.694
0.655,0.706,0.606
0.709,0.727,0.961
0.525,0.637,0.772
0.62,0.908,0.575
0.284,0.567,0.495
0.718,0.756,0.888
0.549,0.0843,0.539
0.598,0.969,0.25
0.671,0.805,0.729
0.504,0.861,0.468
0.502,0.433,0.566
0.553,0.658,0.444
0.171,0.0369,0.0272
0.511,0.917,0.848
0.628,0.594,0.554
0.126,0.0443,0.0663
0.449,0.304,0.136
0.394,0.871,0.715
0.838,0.747,0.591
0.697,0.626,0.488
0.592,0.926,0.0964
0.639,0.388,0.553
0.368,0.986,0.452
0.58,0.226,0.202
0.391,0.45,0.182
0.74,0.783,0.779
0.548,0.794,0.371
0.293,0.0537,0.0809
0.705,0.733,0.973
0.719,0.635,0.953
0.316,0.924,0.817
0.247,0.0701,0.229
0.711,0.786,0.935
0.653,0.478,0.545
0.617,0.638,0.902
0.488,0.417,0.121
0.72,0.701,0.964
0.339,0.645,0.278
0.763,0.791,0.603
0.487,0.92,0.584
0.54,0.358,0.324
0.792,0.757,0.546
0.702,0.729,0.557
0.605,0.441,0.4
0.588,0.182,0.523
0.256,0.352,0.181
0.316,0.141,0.546
0.286,0.781,0.396
0.49,0.29,0.218
0.541,0.921,0.647
0.825,0.353,0.763
0.578,0.626,0.534
0.295,0.00839,0.407
0.678,0.754,0.961
0.634,0.241,0.183
0.746,0.516,0.565
0.662,0.486,0.268
0.787,0.476,0.232
0.742,0.63,0.123
0.541,0.471,0.856
0.368,0.694,0.336
0.595,0.34,0.292
0.481,0.745,0.283
0.597,0.296,0.495
0.908,0.133,0.281
0.748,0.747,0.77
0.369,0.473,0.24
0.716,0.482,0.978
0.111,0.031,0.0394
0.557,0.635,0.197
0.512,0.245,0.402
0.428,0.855,0.705
0.58,0.652,0.874
0.336,0.626,0.682
0.29,0.769,0.198
0.63,0.838,0.605
0.48,0.413,0.788
0.636,0.465,0.969
0.554,0.475,0.154
0.409,0.601,0.337
0.78,0.584,0.91
0.47,0.482,0.806
0.406,0.545,0.225
0.404,0.405,0.386
0.55,0.64,0.606
0.428,0.951,0.818
0.563,0.548,0.436
0.644,0.0768,0.306
0.516,0.672,0.368
0.697,0.49,0.972
0.554,0.423,0.244
0.689,0.873,0.785
0.328,0.815,0.402
0.317,0.463,0.246
0.635,0.234,0.431
0.592,0.724,0.688
0.422,0.973,0.297
0.14,0.492,0.0847
0.729,0.567,0.367
0.645,0.199,0.0934
0.545,0.428,0.74
0.552,0.513,0.211
0.575,0.46,0.495
0.503,0.0877,0.532
0.496,0.926,0.88
0.476,0.966,0.509
0.897,0.601,0.425
0.373,0.222,0.242
0.32,0.902,0.53
0.736,0.788,0.511
0.785,0.648,0.506
0.898,0.652,0.501
0.57,0.609,0.851
0.453,0.0985,0.307
0.0784,0.193,0.0595
0.544,0.858,0.534
0.47,0.35,0.571
0.471,0.891,0.217
0.736,0.833,0.964
0.315,0.0251,0.0881
0.506,0.935,0.811
0.785,0.779,0.9
0.562,0.854,0.854
0.0697,0.816,0.0387
0.544,0.425,0.863
0.694,0.851,0.329
0.219,0.033,0.232
0.528,0.892,0.747
0.288,0.752,0.399
0.712,0.612,0.526
0.553,0.421,0.428
0.352,0.871,0.558
0.126,0.045,0.189
0.65,0.331,0.914
0.597,0.892,0.637
0.678,0.545,0.738
0.826,0.669,0.865
0.192,0.33,0.0395
0.401,0.956,0.533
0.346,0.547,0.809
0.308,0.95,0.411
0.848,0.698,0.697
0.423,0.607,0.854
0.181,0.365,0.0909
0.695,0.569,0.383
0.438,0.182,0.139
0.204,0.328,0.282
0.281,0.658,0.303
0.276,0.142,0.208
0.203,0.0925,0.516
0.747,0.691,0.802
0.394,0.873,0.524
0.352,0.0562,0.15
0.694,0.555,0.521
0.823,0.547,0.483
0.346,0.862,0.135
0.769,0.744,0.557
0.419,0.939,0.513
0.504,0.378,0.383
0.395,0.85,0.662
0.178,0.00309,0.0688
0.512,0.371,0.491
0.41,0.283,0.267
0.774,0.744,0.618
0.507,0.0859,0.282
0.885,0.419,0.589
0.672,0.79,0.618
0.825,0.649,0.921
0.339,0.768,0.813
0.58,0.848,0.427
0.634,0.797,0.933
0.714,0.752,0.608
0.477,0.448,0.435
0.493,0.495,0.914
0.462,0.985,0.348
0.49,0.309,0.215
0.654,0.541,0.406
0.358,0.968,0.693
0.765,0.369,0.739
0.738,0.451,0.363
0.386,0.316,0.191
0.647,0.406,0.722
0.662,0.397,0.822
0.679,0.494,0.561
0.27,0.278,0.0516
0.362,0.853,0.557
0.0801,0.0747,0.0341
0.607,0.592,0.974
0.369,0.625,0.351
0.541,0.255,0.619
0.69,0.671,0.929
0.273,0.0558,0.551
0.165,0.149,0.122
0.224,0.696,0.328
0.695,0.702,0.891
0.544,0.334,0.431
0.534,0.555,0.346
0.23,0.914,0.222
0.224,0.668,0.525
0.627,0.445,0.231
0.757,0.908,0.98
0.931,0.712,0.486
0.811,0.572,0.971
0.601,0.695,0.468
0.78,0.763,0.967
0.134,0.0116,0.0352
0.578,0.621,0.598
0.194,0.25,0.51
0.646,0.533,0.845
0.207,0.0443,0.0766
0.274,0.415,0.0868
0.707,0.636,0.567
0.645,0.677,0.872
0.833,0.59,0.818
0.361,0.0851,0.0383
0.544,0.441,0.0764
0.691,0.475,0.963
0.554,0.912,0.515
0.72,0.54,0.559
0.516,0.271,0.207
0.62,0.558,0.539
0.15,0.537,0.0362
0.684,0.783,0.54
