id,acousticness,danceability,energy,duration_ms,instrumentalness,valence,tempo,liveness,loudness,speechiness,key
5L6jZosvgKb3ISY4RQFBOO,0.951,0.361,0.408,0.03898158,0.00954,0.787,0.27522412,0.306,0.78477801,0.0432,0.81818182
5LnfrTxUQwINaVUIqaNmXa,0.992,0.344,0.196,0.03116663,0.00441,0.354,0.32786326,0.157,0.72086759,0.0365,0
5MPqeFSuX4PRAwJ4qKeAZL,0.903,0.611,0.377,0.04363399,6.98E-06,0.464,0.36126682,0.252,0.78781615,0.0291,0.63636364
5RgQ7t5uimI5St2H3CV9pb,0.891,0.41,0.296,0.0331933,5.01E-06,0.0625,0.52543048,0.091,0.72227703,0.0386,0
5S1ff4Q4nkzgwqg8zmAQje,0.981,0.474,0.815,0.04627904,0.463,0.918,0.35890139,0.477,0.77398794,0.0577,0.36363636
5SNmWjfuDJT9Vm9PZafQgr,0.996,0.485,0.164,0.03401155,0.563,0.503,0.27439868,0.263,0.74609663,0.0486,0.63636364
5SY5AFYWfwwFbTKnmQKEsx,0.994,0.402,0.161,0.03888652,1.21E-06,0.451,0.33836399,0.71,0.67977449,0.0521,0.09090909
5VIYNqIf3f8dYKZLiC8LfX,0.394,0.367,0.555,0.00285561,0.134,0.589,0.3302903,0.669,0.81000705,0.168,1
5Vjq62elGoOE69kZqzhb89,0.995,0.41,0.214,0.03215662,1.38E-06,0.555,0.30731765,0.38,0.70226294,0.0626,0.36363636
5WRYqQFhUACITeTPaT0nWB,0.0496,0.743,0.271,0.01706165,0.000104,0.585,0.36950888,0.138,0.60787722,0.0537,1
5ZJwBpTn1jT5FhQfzAsS6r,0.988,0.534,0.282,0.03824152,0.00223,0.653,0.32126387,0.304,0.72774254,0.0394,0.27272727
5bvbUq9IGGgJ6VPkBuZDXa,0.529,0.864,0.438,0.05990439,0,0.777,0.31825779,0.1,0.82125127,0.452,0.54545455
5bx9VS0wfBQfVYk0ujrBoB,0.996,0.616,0.334,0.03101907,0.946,0.561,0.53621456,0.203,0.67169368,0.0473,0.72727273
5coKBeU4K12cTAAG1ZfEtf,0.024,0.524,0.537,0.02072313,0,0.211,0.42039449,0.238,0.79057239,0.467,0.18181818
5dl3NPGRjySpSgFu5p6sBH,0.934,0.608,0.437,0.04991895,0.0194,0.632,0.47251619,0.093,0.74922872,0.0359,0.09090909
5eVJbIyBTgWtSgUO2qnIhs,0.996,0.563,0.176,0.02758671,0.917,0.606,0.54517119,0.108,0.65546942,0.0834,0
5hGkF4zNg3KWoNzIAbVFsB,0.996,0.499,0.201,0.03416417,0.964,0.635,0.51943065,0.109,0.68697831,0.0553,0.18181818
5kZAr97MV7Hxxb38WwNBzK,0.993,0.259,0.341,0.0244866,0.00727,0.623,0.72149877,0.43,0.78659463,0.0535,0
7xPhfUan2yNtyFG0cUWkt8,0.732,0.819,0.341,0.03292405,0,0.963,0.25024332,0.16,0.74479681,0.415,0.63636364
4BJqT0PrAfrxzMOxytFOIz,0.982,0.279,0.211,0.15501095,0.878,0.0594,0.3324504,0.665,0.62491582,0.0366,0.90909091
4d6HGyGT8e121BsdKmw9v6,0.957,0.418,0.193,0.03032907,1.68E-06,0.253,0.4175034,0.229,0.78152063,0.038,0.27272727
5RwgWnsoFMOHSwS7s3W2Ws,0.134,0.825,0.438,0.03335136,0.846,0.301,0.53387377,0.149,0.76113069,0.0509,0
02GDntOXexBFUvSgaXLPkd,0.993,0.389,0.088,0.04009401,0.527,0.0731,0.38137302,0.363,0.60933365,0.0456,0.09090909
05xDjWH9ub67nJJk82yfGf,0.996,0.485,0.13,0.02935914,0.151,0.721,0.26561043,0.104,0.60280323,0.0483,0.45454545
08zfJvRLp7pjAb94MA9JmF,0.982,0.684,0.257,0.0359291,0,0.771,0.44917805,0.504,0.68256205,0.399,0.72727273
0BMkRpQtDoKjcgzCpnqLNa,0.995,0.463,0.26,0.02666159,0,0.826,0.34966551,0.258,0.67506068,0.0557,0.81818182
0F30WM8qRpO8kdolepZqdM,0.994,0.378,0.115,0.02821408,0.906,0.578,0.28898553,0.11,0.51618511,0.0414,0.90909091
0H3k2CvJvHULnWChlbeFgx,0.99,0.315,0.363,0.03484911,0,0.493,0.71674326,0.292,0.74290189,0.0546,0.45454545
0LcXzABeA84EgudqpNUN1I,0.912,0.415,0.42,0.03375655,0.89,0.212,0.29057892,0.108,0.77102811,0.114,0.72727273
0MJZ4hh60zwsYleWWxT5yW,0.0175,0.527,0.691,0.03752509,0.384,0.493,0.65679837,0.358,0.82533866,0.0326,0.63636364
0NFeJgmTAV1kDfzSQNK41Z,0.989,0.384,0.171,0.04051401,0.82,0.282,0.44227887,0.116,0.61896484,0.0319,0.63636364
0Nk5f07H3JaEunGrYfbqHM,0.957,0.259,0.212,0.03403667,0.000222,0.218,0.35204737,0.236,0.73134445,0.0358,0.18181818
0POO8XaUgW5Qjbv9sbDy8W,0.996,0.541,0.283,0.0460891,0.898,0.664,0.44756824,0.393,0.70772845,0.0477,0.81818182
0QQmUf4aPFaN9U2yRko595,0.148,0.604,0.418,0.03750353,0.0382,0.0778,0.32883244,0.102,0.75849973,0.0417,0.36363636
0QU5xT6Mik4vpyt1ItsRXK,0.971,0.54,0.0848,0.02194918,0.00196,0.527,0.41188138,0.0887,0.68819983,0.075,0.45454545
0QvUUTHYUQQhSXLwffzjL7,0.994,0.67,0.113,0.03494904,0,0.672,0.35794454,0.213,0.68013468,0.196,0.90909091
0RPKAq5yhbom6hXQz5qo6L,0.994,0.4,0.155,0.03419905,4.33E-05,0.24,0.69916265,0.103,0.72075797,0.0873,0.36363636
0SK1upzAP6NvIgF0uGh6z2,0.995,0.648,0.0995,0.02799415,0.846,0.422,0.29558904,0.112,0.58837992,0.105,1
0UqiUmGDlhL0A0pmLxafn4,0.995,0.223,0.245,0.02886939,0.876,0.381,0.58370396,0.354,0.71432151,0.0387,0.63636364
0VhIFYGSpY0Z8IAIA3C6bX,0.97,0.269,0.143,0.01538447,0.469,0.41,0.58062397,0.166,0.79863754,0.0413,0.36363636
0eQsdik7GTEy7M3UytCbSN,0.993,0.389,0.088,0.04009401,0.527,0.0731,0.38137302,0.363,0.60933365,0.0456,0.09090909
0i7MdVu0tNEyUdgpCBilKe,0.996,0.5,0.274,0.03314905,0,0.678,0.32532124,0.302,0.72036646,0.041,0.18181818
0osXBirvQzPRfKSUDzHPCv,0.388,0.685,0.698,0.02814846,1.97E-06,0.723,0.55009096,0.0768,0.81146347,0.0421,0.36363636
0qt9g8zf2ZiQhy3FIx89xA,0.99,0.665,0.231,0.03728659,0,0.792,0.53251447,0.287,0.7185655,0.155,0.18181818
0sIGoVO1yuIfpikLaKqqVY,0.992,0.286,0.177,0.02348667,0.932,0.425,0.68725745,0.11,0.53602694,0.0431,0.63636364
0y3F8OUDFuB5bpWpXnQi7n,0.992,0.332,0.179,0.03038419,4.41E-06,0.403,0.31089045,0.432,0.61174536,0.0443,0
0yKcdafy64xX9n1ant34Ry,0.991,0.484,0.215,0.02888908,0.000546,0.614,0.31324356,0.137,0.59160598,0.106,0.36363636
0yxeAe7MlS0UWZVdNZVZWw,0.505,0.233,0.00817,0.12782305,0.000203,0.185,0.44410633,0.109,0.35532065,0.0305,0.72727273
107JTiqeqxj5P0ocypagMK,0.766,0.453,0.559,0.06237525,0.0104,0.47,0.64095488,0.213,0.81321745,0.0329,0.81818182
17gxBcWBIkEFUZA0vN5khu,0.384,0.65,0.443,0.0343198,0,0.161,0.53390252,0.375,0.79119881,0.0334,0.54545455
18BvzCRC1jeAsj1U70YuRy,0.991,0.465,0.284,0.02742171,0.0225,0.791,0.40383233,0.146,0.66124814,0.0591,0.81818182
1OicZEUVSwpiAosSQm16D8,0.975,0.37,0.196,0.07427225,0.945,0.0608,0.47904167,0.143,0.69640592,0.0449,0.36363636
1Pb4ebTZ4t8erRbLPPb8Pk,0.994,0.248,0.0876,0.02109925,0.907,0.077,0.33684863,0.165,0.53580769,0.0566,0.45454545
1RgXfAX9PrSfTKTFvOQxPR,0.992,0.522,0.29,0.03106669,0,0.651,0.38071595,0.381,0.74866494,0.0522,0
1SCWBjhk5WmXPxhDduD3HM,0.982,0.279,0.211,0.15501095,0.878,0.0594,0.3324504,0.665,0.62491582,0.0366,0.90909091
1T2NGVgAoXjQPEjxTGFRZV,0.185,0.577,0.422,0.07483549,0.0349,0.544,0.32852033,0.178,0.76567223,0.0575,0.09090909
1W2ONoo3OZW5opytgqpYdE,0.969,0.344,0.131,0.02158675,0,0.257,0.73185576,0.145,0.71629473,0.0616,0.90909091
1WOXWCjKZzJJRSMJcrLrK1,0.258,0.689,0.537,0.02633122,4.40E-06,0.525,0.44286201,0.0468,0.78548273,0.0282,0.09090909
1Wy1BuvVlkZWsfSge0dp9Q,0.765,0.474,0.398,0.04721109,0.00368,0.449,0.31182266,0.202,0.78983635,0.0309,1
1Ybjz5mMnE0hJbkB8n7V80,0.965,0.278,0.251,0.03227418,2.32E-06,0.205,0.28705951,0.111,0.76518675,0.0371,0.45454545
1o6I8BglA6ylDMrIELygv1,0.961,0.328,0.166,0.09283539,0.913,0.0394,0.45312455,0.101,0.70707071,0.0339,0.27272727
1oOI1MEkrpbnMCRSK5vGZ1,0.991,0.371,0.0742,0.0456691,0.0167,0.536,0.56826292,0.385,0.62496281,0.0362,0.27272727
1qmXkw1WhSvvIL5IqBnW82,0.709,0.516,0.576,0.04588379,0.226,0.752,0.50862193,0.11,0.82692037,0.0303,0.54545455
1s6QwBiqGcedNZnld0OIJV,0.993,0.396,0.158,0.0362366,0.738,0.537,0.55281368,0.115,0.55893822,0.0734,0.27272727
1xGx91Ks3RQFqyam0Fdrky,0.849,0.0663,0.0257,0.09989866,0.956,0.0348,0.30505078,0.0709,0.45205544,0.0472,0.54545455
1zBcLIHAqpBlL8gAJ5Cxa7,0.597,0.508,0.5,0.02247174,4.49E-06,0.275,0.52552493,0.254,0.81739879,0.0345,0
273hgBmjqe8KSxmWHyyPAD,0.976,0.301,0.233,0.04963902,0.205,0.647,0.3542814,0.211,0.55652651,0.0449,0.63636364
27LYINFAjaKGMWQc6EfAtT,0.996,0.655,0.119,0.03251418,0.474,0.558,0.43740426,0.143,0.58297706,0.127,1
2Bj1dMObcYNFt75znIEtWa,0.983,0.213,0.185,0.03492411,2.64E-05,0.194,0.6781612,0.189,0.71822097,0.0372,0.27272727
2Cfk7LOOiTLVxe9BNoGGCL,0.992,0.241,0.109,0.03054919,0.853,0.0379,0.32842588,0.0771,0.63760081,0.0377,0.09090909
2CkM2wcBtqG796dZeZJhPk,0.982,0.363,0.12,0.0297542,1.75E-05,0.222,0.33803956,0.355,0.71980268,0.0452,0.63636364
2EV71z9RFz15SDR8WezEXG,0.951,0.823,0.329,0.03081169,0,0.959,0.48894282,0.0646,0.73834469,0.143,0.45454545
2F9giG3Sziq3kJJl9n0GJi,0.956,0.293,0.232,0.02832171,0.712,0.619,0.35899173,0.109,0.61345235,0.0679,0.45454545
2GdUG0kUEGNkM4J3scYyu8,0.995,0.334,0.147,0.03187912,0.258,0.524,0.55485469,0.101,0.57608645,0.0486,0.63636364
2MtcWKwc16dqFqdM7v1WST,0.757,0.55,0.515,0.02881952,0.0126,0.538,0.50915579,0.375,0.84466369,0.0336,1
2OE3f5tu6Pd9beS0WWmQ7Z,0.866,0.312,0.175,0.02551166,0,0.233,0.48297996,0.366,0.71811135,0.0347,0.18181818
2OlwTxNQ9kSkbPFC7tQN5x,0.923,0.396,0.3,0.06996202,0.61,0.072,0.45479596,0.135,0.75533631,0.0353,0.81818182
2WlMjnZIthzqfwYVHh6zbj,0.992,0.251,0.275,0.03803659,0.785,0.234,0.38711002,0.294,0.66878083,0.0371,0.81818182
2X6BN8RXjr4ArIEhjGa6QV,0.653,0.727,0.0116,0.05557842,3.78E-05,0.231,0.54377492,0.204,0.42347506,0.22,0.27272727
2aCCdTBcNmbcplMO66UAvU,0.995,0.514,0.256,0.03134906,0,0.574,0.3263438,0.349,0.70245087,0.0871,0
2aMQAP0h9Qww5KAkMdag3L,0.994,0.263,0.0536,0.02389917,0.927,0.186,0.53125783,0.098,0.49883329,0.0386,0.72727273
2c6cN8mcYzqvFbLnzuPI4K,0.935,0.36,0.145,0.07671142,0.384,0.0769,0.45318615,0.0903,0.669188,0.0383,0.54545455
2ikGmgf43Y10bp5J7IF9QU,0.994,0.426,0.226,0.03239906,0,0.552,0.30237324,0.235,0.68708793,0.0693,0.81818182
2jy7vkWNflSApGQ7b6ziA6,0.988,0.341,0.139,0.07198645,0.114,0.287,0.27938006,0.304,0.63583118,0.0643,0.18181818
2koVN4vxAXOmaqILK5Kbbs,0.793,0.199,0.377,0.05998502,1.96E-06,0.274,0.73994177,0.112,0.8038838,0.0421,0.09090909
2ksYHAsGBLxAupsni2QeNw,0.975,0.418,0.0904,0.02754415,2.64E-06,0.197,0.21357908,0.112,0.72240232,0.0408,0.72727273
2lgAz3rSTLcqyVj2fJsIzo,0.994,0.611,0.297,0.02914408,0,0.891,0.50296706,0.421,0.69217759,0.0661,0
2oWQOXbtHpvswlcWeJYe7P,0.987,0.423,0.0926,0.03420411,2.74E-05,0.197,0.43269803,0.343,0.72266855,0.0437,0.27272727
2t5UabjiPwVUXJtcpRHreq,0.99,0.38,0.525,0.03518679,0.94,0.817,0.55914614,0.438,0.7499491,0.0432,0.09090909
2tDwnNWXjupxNEjTTb9qDQ,0.922,0.27,0.266,0.09170889,0.802,0.0447,0.41383205,0.0938,0.7661577,0.0323,0.81818182
2xJPXDxhBbcI8d4KraRJmT,0.943,0.212,0.215,0.0770836,0.442,0.0358,0.27073554,0.1,0.73027954,0.0392,0.27272727
2xMpQnfWIgRFjzrRXOl4zT,0.896,0.476,0.677,0.10108346,0.644,0.115,0.47872135,0.4,0.75752878,0.108,0.36363636
2xRAzeh9R6zNdXdVhCXMxj,0.478,0.28,0.0294,0.1014549,0.00569,0.25,0.43564661,0.0439,0.49296061,0.0324,0.18181818
31sTtRBhwG3cKgXPrzeSI3,0.0451,0.693,0.588,0.0260751,0.0186,0.44,0.410596,0.0709,0.81492444,0.0933,0.54545455
35eVH8c7u6LGwyksBGMQCp,0.465,0.758,0.0148,0.04695741,1.94E-05,0.29,0.31633998,0.349,0.4566283,0.133,0
38iWg7IcG1EXrxbibvq8Ox,0.995,0.264,0.287,0.02825533,0.935,0.33,0.30512881,0.248,0.73098426,0.0356,0.18181818
39ZYlUAoqyE05y7rsfeivo,0.995,0.517,0.271,0.03079407,0,0.767,0.37120083,0.368,0.69709498,0.0551,0.54545455
3C8IMx8BgWGiQE9bIuqCvP,0.982,0.316,0.15,0.08533674,0.909,0.0443,0.40871926,0.093,0.70801034,0.0333,0.81818182
3Dx6MiHU13YcyVf6FADqjC,0.973,0.2,0.0916,0.12539851,0.875,0.0515,0.26779928,0.0756,0.5902122,0.0376,0.45454545
3EOZYPETcAbvpB270WnGIx,0.994,0.382,0.105,0.0296192,0.48,0.43,0.37609186,0.107,0.57572625,0.0408,1
3F7tC1zViRTXseoYla3Ggn,0.0369,0.788,0.465,0.04364055,0.000384,0.378,0.59953923,0.11,0.80685929,0.139,0.90909091
3I8393MR3DWSprtxgpZMoy,0.985,0.314,0.281,0.0289742,6.37E-05,0.354,0.32364983,0.134,0.73076501,0.0648,0
3Jsx93Aim5jr96396tgDt7,0.994,0.248,0.0876,0.02109925,0.907,0.077,0.33684863,0.165,0.53580769,0.0566,0.45454545
3Po8aZhKXPvBlWZFevIrI5,0.993,0.393,0.156,0.04703653,4.85E-06,0.192,0.55971697,0.102,0.70451805,0.0458,0.63636364
3WV2AlpIn96bzLkkZ7RNob,0.991,0.305,0.273,0.0970738,0.0746,0.318,0.3400354,0.377,0.6768773,0.0386,0
3XooVMkWzhrHdPQyi46sl6,0.989,0.384,0.171,0.04051401,0.82,0.282,0.44227887,0.116,0.61896484,0.0319,0.63636364
3YVy92W44JmU6KeF6UMldm,0.588,0.341,0.256,0.05979396,0.157,0.0779,0.49711507,0.105,0.68887323,0.0461,0.81818182
3YWrfsNGrZNsC270jMiBad,0.987,0.544,0.259,0.04961408,0.0532,0.433,0.32151026,0.139,0.66622817,0.0437,0
3ZlvfjWLxFqfOGK2FTR2ph,0.978,0.502,0.403,0.02873158,0,0.716,0.27877227,0.255,0.67631352,0.466,0.63636364
3d3nDmLDOck1Nucaflpoqt,0.992,0.464,0.154,0.03591916,0.9,0.603,0.35072914,0.112,0.54116357,0.192,0.36363636
3ftBPsC5vPBKxYSee08FDH,0.967,0.275,0.309,0.03844908,2.77E-05,0.165,0.41111344,0.381,0.79373581,0.0354,0.45454545
3g6M4eAkVgMnFeJdWUSavX,0.995,0.496,0.124,0.03025163,0.0986,0.598,0.34026948,0.231,0.60667136,0.0505,1
3ifqMMzDlh6wLRzjLOMTdQ,0.896,0.16,0.0521,0.15008592,0.846,0.036,0.3561951,0.114,0.56922716,0.0398,0.81818182
3nBY21TkPVYoTeczBCJBwK,0.317,0.881,0.497,0.03806696,0,0.422,0.57897309,0.534,0.75662047,0.412,0.09090909
3nX4gFJqhxKT61sYkB029F,0.983,0.366,0.231,0.03117656,0.905,0.429,0.25970917,0.112,0.54869626,0.283,0.36363636
3tEwdlwf8ZrxpksJorI5Tc,0.992,0.38,0.117,0.03099413,1.14E-06,0.173,0.35519718,0.105,0.73137577,0.0415,0.63636364
47LO5zrjx6ShMymLqp80ef,0.672,0.403,0.385,0.07339063,0.000339,0.219,0.50856444,0.211,0.8377261,0.0315,1
4BWXQSxvAa73YTLVLlMtGp,0.959,0.829,0.333,0.02791671,0.000362,0.919,0.54456751,0.0841,0.75334743,0.103,0.45454545
4Rv29R4ydhHN9tYPfrZxTz,0.995,0.592,0.0322,0.03058407,0.0573,0.451,0.28729359,0.297,0.53489938,0.209,0.45454545
4SSzMx4OhdMyvkXmjMX9qk,0.554,0.865,0.377,0.04182238,0,0.227,0.45174882,0.208,0.74788192,0.361,0.72727273
4SU8RBlxrOtlHjkUxkpDCY,0.447,0.708,0.544,0.05141857,0.0375,0.406,0.49279897,0.0733,0.8124031,0.0316,0
4Zu1Kr6zfR04pETJbFh7Ox,0.995,0.421,0.231,0.03431155,2.62E-06,0.657,0.33990399,0.273,0.69700102,0.0528,0
4aVy85Y2sxMwIKmAcimHp0,0.941,0.241,0.274,0.03588166,7.53E-06,0.212,0.37277368,0.0984,0.78693916,0.0297,0
4cAxCLjPLojDKuihPNLiCJ,0.994,0.362,0.315,0.03326193,0.636,0.286,0.37596866,0.38,0.7186438,0.0646,0.18181818
4hrY1sE4ZumfoFLYGr6prg,0.992,0.546,0.275,0.02891664,0,0.463,0.33087345,0.224,0.6558766,0.309,0.45454545
4i1aZH9CQyvsWtOulh6mbF,0.994,0.263,0.0536,0.02389917,0.927,0.186,0.53125783,0.098,0.49883329,0.0386,0.72727273
4jFzCDBChPFeun3uO9K9nM,0.941,0.314,0.209,0.09733667,0.473,0.0718,0.44261972,0.0979,0.7101245,0.033,0.27272727
4mtn0J6yvxJMPA0euDFQ6g,0.95,0.607,0.138,0.02967414,0,0.511,0.46521045,0.114,0.69402553,0.157,0.27272727
4pyw9DVHGStUre4J6hPngr,0.579,0.697,0.346,0.07315063,0.168,0.196,0.4920762,0.13,0.74377887,0.07,0.18181818
4rkLztWpftdp6wJXtwmNWP,0.104,0.605,0.329,0.02413711,0.0923,0.272,0.32826161,0.334,0.75740349,0.0354,1
4v8CkyrDdgtgqkssZwaDe8,0.834,0.661,0.489,0.03039169,0,0.918,0.51342672,0.186,0.76669016,0.103,0.90909091
4vESzvEqHblxeJ8fUOwqHj,0.367,0.577,0.48,0.02721453,0,0.344,0.49966941,0.0857,0.72742933,0.211,0.72727273
4wJ5bBGKlrH3rogJEGELAu,0.993,0.367,0.192,0.03185419,0.947,0.637,0.34130436,0.152,0.56503015,0.296,0.54545455
4wX1xtFyqlhBMBX7xaOfNB,0.996,0.526,0.247,0.02794408,0,0.775,0.3442899,0.116,0.72539347,0.0483,0.18181818
4yhXZDEdOZIDgXvu7e5RyT,0.964,0.271,0.285,0.09095946,0.948,0.0944,0.52539763,0.105,0.73735808,0.0342,0.72727273
4zNQOx4Y12lNIY1JfoSbCg,0.99,0.158,0.0135,0.06567392,0.789,0.0513,0.2766943,0.0761,0.45321431,0.038,0.27272727
5BOwFPKyqp63iWotfOgxqZ,0.986,0.509,0.16,0.03422905,0,0.729,0.44884131,0.116,0.74105395,0.0572,0.18181818
5FfgNwdEMR9buAFPnDAfwM,0.948,0.348,0.345,0.02973657,0.856,0.73,0.27043986,0.11,0.60098661,0.0654,0.54545455
5GdglyuPh8z69eZ545uBNO,0.99,0.158,0.0135,0.06567392,0.789,0.0513,0.27667377,0.0761,0.45321431,0.038,0.27272727
5PgH6AAb9dKTHPsvJrOALq,0.994,0.508,0.147,0.04833403,0.000828,0.484,0.52777949,0.241,0.65160128,0.0487,0.18181818
5Yknrra9N4AKkm6BP6jHpU,0.994,0.355,0.199,0.02742415,0.000154,0.589,0.71098572,0.236,0.67787957,0.053,0.09090909
5ZMgYvzelw6ALor5G54Wjw,0.988,0.301,0.0953,0.04417399,0.0757,0.374,0.30873445,0.374,0.65110015,0.0314,0.18181818
5bQh5CYt4ugpKGr0CqgUP4,0.987,0.292,0.0769,0.07138645,0.873,0.0308,0.28582751,0.067,0.54813249,0.0393,0.18181818
5fqW6tFvvvWwh1DvIM8T0K,0.952,0.32,0.249,0.03458154,0.000424,0.189,0.3850608,0.12,0.78532613,0.0342,0.09090909
5jaZaDPkmw0zrju8ykIo1V,0.992,0.241,0.109,0.03054919,0.853,0.0379,0.32842588,0.0771,0.63760081,0.0377,0.09090909
5oBrfFrhnPn207qrhS0m0s,0.967,0.39,0.13,0.06546092,0.867,0.0388,0.47544424,0.183,0.69742385,0.0355,0.27272727
5onW5WGJnE76uwRQN8fo2V,0.988,0.624,0.13,0.03286668,0,0.574,0.3214692,0.323,0.68924908,0.17,0.63636364
5qf7z7H2ehaBtJmUd4h4pV,0.994,0.38,0.304,0.04048663,0.681,0.458,0.60647538,0.4,0.65037977,0.0451,0.27272727
5tWNbOrkJON8fcBoIzPru7,0.973,0.2,0.0916,0.12539851,0.875,0.0515,0.26779928,0.0756,0.5902122,0.0376,0.45454545
5uNZnElqOS3W4fRmRYPk4T,0.996,0.518,0.203,0.0289817,0,0.406,0.27194701,0.115,0.77380002,0.0615,0
5w0UyOkp8IjkKMwNlaNLol,0.896,0.16,0.0521,0.15008592,0.846,0.036,0.3561951,0.114,0.56922716,0.0398,0.81818182
6QDEivvdUMxH42QVxfSsSK,0.951,0.255,0.192,0.08421006,0.0381,0.0542,0.40544625,0.245,0.69292929,0.0379,0.27272727
6T9dM3UsHEkXv5Q6diEm3r,0.0169,0.713,0.42,0.04112788,0.488,0.191,0.4926881,0.107,0.75237648,0.0322,0.63636364
6YBqmlodT9LcejuGTaIWZC,0.589,0.625,0.587,0.03646028,0,0.683,0.56241094,0.404,0.82919114,0.0353,0.54545455
6lwygJ9iQV6NNOQh1Gn3Gb,0.167,0.623,0.655,0.04499242,0.00418,0.64,0.52096654,0.0891,0.82154882,0.0425,0.09090909
6ncKDX6CBB2CBtZWGeEEDK,0.995,0.398,0.162,0.03879614,0.799,0.378,0.29403262,0.375,0.6555164,0.241,0.18181818
6o36ekDgoZZJFPiKw6Ufef,0.987,0.292,0.0769,0.07138645,0.873,0.0308,0.28582751,0.067,0.54813249,0.0393,0.18181818
6oXKID9RCMj3y2Dee57FNP,0.693,0.29,0.283,0.07033439,0.46,0.0737,0.53315921,0.142,0.74991778,0.0349,0.81818182
6rQflsrQLKpV3RY78jOWhp,0.995,0.561,0.367,0.02794915,0,0.759,0.31027445,0.34,0.69612403,0.354,0.81818182
6z1LtPEtDYQX6S2V0bMKga,0.995,0.323,0.111,0.02951157,0.781,0.667,0.40799238,0.102,0.55483517,0.0418,0.45454545
72tqohY1oMA5n1vdHvWNZ5,0.95,0.668,0.2,0.0301817,0,0.792,0.5781805,0.153,0.70495654,0.157,0.72727273
7AIjpopQN5ojA2KXCqCKP3,0.995,0.456,0.0923,0.0464116,0.0526,0.306,0.31386367,0.275,0.64247122,0.0374,0
7D97NlUR1DwwNRSbZD0ei0,0.977,0.277,0.143,0.08608599,0.885,0.061,0.40823056,0.159,0.73464881,0.0302,0.81818182
7FOdz0ddtjeG7WREJQOVa1,0.9,0.371,0.454,0.0295367,0,0.551,0.45406087,0.332,0.69390024,0.0781,0.54545455
7GH0i9aPD7ZGNxoIVS4Fhf,0.971,0.264,0.22,0.08308357,0.922,0.0515,0.45916955,0.0894,0.73126615,0.0328,0.72727273
7LZfPBcXlGnMlhXuTgpH5Z,0.995,0.374,0.122,0.02622922,0.881,0.533,0.28701023,0.101,0.54088169,0.0981,0.63636364
7agPeo1jNiA5OEXGFDzl7I,0.916,0.261,0.164,0.09208595,0.0574,0.0494,0.43392592,0.104,0.76706601,0.0331,0.81818182
7b4eHImKQ51DYaQvNTdtEp,0.772,0.56,0.313,0.04583092,4.52E-06,0.3,0.44146986,0.115,0.80892647,0.0376,0.54545455
7j8gfyLLffcs9pL4ig7aCf,0.849,0.0663,0.0257,0.09989866,0.956,0.0348,0.30505078,0.0709,0.45205544,0.0472,0.54545455
7sp9mMFEXppoWclAC6v3wJ,0.993,0.528,0.355,0.03306655,0.0362,0.658,0.39296612,0.275,0.67864693,0.0676,0.18181818
7vlnvBX2t1eYdgVNkoremm,0.995,0.408,0.242,0.02506166,1.31E-05,0.689,0.32472167,0.546,0.67925769,0.0722,0.72727273
7wTMgZPCxgSurQmcETTvR4,0.995,0.587,0.158,0.03361161,0.224,0.534,0.53516737,0.69,0.58502858,0.208,0.90909091
7xeH7l1BpezoHDCerjLBIe,0.996,0.514,0.127,0.02523173,0.958,0.659,0.28694452,0.109,0.52832198,0.0688,0
7zph0VMbYl7KoqReyowKiv,0.984,0.441,0.2,0.0252366,0.598,0.512,0.51235488,0.178,0.63013077,0.0392,0.90909091
35iwgR4jXetI318WEWsa1Q,0.674,0.645,0.445,0.02286849,0.744,0.127,0.43058721,0.151,0.73074935,0.451,0
021ht4sdgPcrDgSk7JTbKY,0.797,0.695,0.263,0.01748671,0,0.655,0.41891609,0.148,0.59296844,0.957,0
07A5yehtSnoedViJAZkNnc,0.994,0.434,0.177,0.03313162,0.0218,0.457,0.53558214,0.212,0.60793986,0.0512,0.09090909
08FmqUhxtyLTn6pAh6bk45,0.995,0.321,0.0946,0.03224418,0.918,0.397,0.69804975,0.104,0.50174614,0.0504,0.63636364
0Dd9ImXtAtGwsmsAD69KZT,0.965,0.51,0.355,0.02428673,0,0.727,0.35216236,0.155,0.7386579,0.124,0.36363636
0IA0Hju8CAgYfV1hwhidBH,0.993,0.563,0.184,0.0293417,1.55E-05,0.654,0.54654692,0.325,0.72418761,0.0512,0.36363636
0IgI1UCz84pYeVetnl1lGP,0.62,0.488,0.475,0.05721266,0.00645,0.544,0.57473502,0.107,0.68558453,0.0399,0
0JV4iqw2lSKJaHBQZ0e5zK,0.996,0.548,0.0391,0.03304405,0.933,0.612,0.31044282,0.148,0.5758672,0.153,0.54545455
0OYGe21oScKJfanLyM7daU,0.794,0.676,0.235,0.01765546,0,0.724,0.39743005,0.21,0.58809803,0.96,1
0PE42H6tslQuyMMiGRiqtb,0.578,0.75,0.229,0.02395542,0,0.531,0.42146222,0.314,0.59389241,0.955,0.18181818
0PH9AACae1f957JAavhOl2,0.521,0.298,0.46,0.02857408,0.856,0.402,0.36106149,0.436,0.64763918,0.453,0.09090909
0QiT0Oo5QdLXdFw6RDOj7h,0.995,0.703,0.28,0.03409911,6.84E-05,0.897,0.52372622,0.163,0.69861405,0.174,0
